AnnoS;AteneoCOD;AteneoNOME;Lau_D
2015;7501;Salento;19
2015;6501;Salerno;28
2015;6201;Sannio;3
2015;9001;Sassari;21
2015;5201;Siena;75
2015;5202;Siena Stranieri;22
2015;6701;Teramo;26
2015;101;Torino;307
2015;102;Torino Politecnico;514
2015;2201;Trento;250
2015;3201;Trieste;188
2015;5601;Tuscia;1
2015;3001;Udine;78
2015;4101;Urbino;94
2015;2702;Venezia Iuav;59
2015;2301;Verona;81
2014;701;Aosta;11
2014;7201;Bari;66
2014;7202;Bari Politecnico;7
2014;7601;Basilicata;7
2014;6202;Benevento Giustino Fortunato - telematica;1
2014;1601;Bergamo;62
2014;3701;Bologna;733
2014;2101;Bolzano;84
2014;401;Bra Scienze Gastronomiche;23
2014;1701;Brescia;77
2014;2701;Ca' Foscari Venezia;68
2014;9201;Cagliari;22
2014;7801;Calabria;91
2014;4302;Camerino;57
2014;6001;Cassino;7
2014;1201;Castellanza LIUC;3
2014;8701;Catania;33
2014;7901;Catanzaro;9
2014;6901;Chieti e Pescara;51
2014;3801;Ferrara;114
2014;4801;Firenze;305
2014;7101;Foggia;7
2014;1001;Genova;257
2014;1202;Insubria;40
2014;6601;L'Aquila;68
2014;4301;Macerata;32
2014;4201;Marche;49
2014;8301;Messina;27
2014;1501;Milano;373
2014;1509;Milano Bicocca;120
2014;1503;Milano Bocconi;268
2014;1504;Milano Cattolica;151
2014;1505;Milano IULM;26
2014;1502;Milano Politecnico;318
2014;1508;Milano San Raffaele;5
2014;3601;Modena e Reggio Emilia;115
2014;7001;Molise;3
2014;6304;Napoli Benincasa;4
2014;6301;Napoli Federico II;29
2014;6303;Napoli L'Orientale;22
2014;6302;Napoli Parthenope;2
2014;6307;Napoli Pegaso - telematica;2
2014;6306;Napoli Vanvitelli;10
2014;1301;Novedrate e-Campus - telematica;17
2014;2801;Padova;212
2014;8201;Palermo;61
2014;3401;Parma;135
2014;1801;Pavia;150
2014;5401;Perugia;136
2014;5403;Perugia Stranieri;94
2014;201;Piemonte Orientale;28
2014;5001;Pisa;118
2014;8001;Reggio Calabria;3
2014;8003;Reggio Calabria - Dante Alighieri;1
2014;5814;Roma  Mercatorum - telematica;1
2014;5808;Roma Biomedico;4
2014;5812;Roma Europea;1
2014;5806;Roma Foro Italico;12
2014;5801;Roma La Sapienza;301
2014;5817;Roma Link Campus;1
2014;5805;Roma Luiss;30
2014;5803;Roma LUMSA;38
2014;5810;Roma Marconi - telematica;5
2014;5816;Roma San Raffaele - telematica;1
2014;5802;Roma Tor Vergata;13
2014;5807;Roma Tre;110
2014;5815;Roma UNICUSANO - telematica;9
2014;5813;Roma UNINETTUNO - telematica;28
2014;5809;Roma UNINT;6
2014;5811;Roma UNITELMA - telematica;1
2014;7501;Salento;16
2014;6501;Salerno;29
2014;6201;Sannio;1
2014;9001;Sassari;14
2014;5201;Siena;77
2014;5202;Siena Stranieri;13
2014;6701;Teramo;22
2014;101;Torino;359
2014;102;Torino Politecnico;387
2014;2201;Trento;230
2014;3201;Trieste;206
2014;5601;Tuscia;1
2014;3001;Udine;89
2014;4101;Urbino;118
2014;2702;Venezia Iuav;50
2014;2301;Verona;89
2013;701;Aosta;14
2013;7201;Bari;80
2013;7202;Bari Politecnico;8
2013;7601;Basilicata;4
2013;1601;Bergamo;50
2013;3701;Bologna;688
2013;2101;Bolzano;74
2013;401;Bra Scienze Gastronomiche;20
2013;1701;Brescia;68
2013;2701;Ca' Foscari Venezia;60
2013;9201;Cagliari;21
2013;7801;Calabria;85
2013;4302;Camerino;45
2013;7203;Casamassima – LUM G. Degennaro;2
2013;6001;Cassino;12
2013;1201;Castellanza LIUC;4
2013;8701;Catania;15
2013;7901;Catanzaro;2
2013;6901;Chieti e Pescara;49
2013;8601;Enna KORE;3
2013;3801;Ferrara;109
2013;4801;Firenze;274
2013;7101;Foggia;4
2013;1001;Genova;229
2013;1202;Insubria;44
2013;6601;L'Aquila;57
2013;4301;Macerata;29
2013;4201;Marche;71
2013;8301;Messina;36
2013;1501;Milano;339
2013;1509;Milano Bicocca;118
2013;1503;Milano Bocconi;268
2013;1504;Milano Cattolica;187
2013;1505;Milano IULM;24
2013;1502;Milano Politecnico;268
2013;1508;Milano San Raffaele;4
2013;3601;Modena e Reggio Emilia;107
2013;7001;Molise;6
2013;6304;Napoli Benincasa;3
2013;6301;Napoli Federico II;39
2013;6303;Napoli L'Orientale;26
2013;6302;Napoli Parthenope;2
2013;6307;Napoli Pegaso - telematica;1
2013;6306;Napoli Vanvitelli;9
2013;1301;Novedrate e-Campus - telematica;10
2013;2801;Padova;217
2013;8201;Palermo;68
2013;3401;Parma;148
2013;1801;Pavia;146
2013;5401;Perugia;125
2013;5403;Perugia Stranieri;75
2013;201;Piemonte Orientale;33
2013;5001;Pisa;111
2013;8001;Reggio Calabria;3
2013;8003;Reggio Calabria - Dante Alighieri;4
2013;5814;Roma  Mercatorum - telematica;1
2013;5808;Roma Biomedico;4
2013;5812;Roma Europea;4
2013;5806;Roma Foro Italico;15
2013;5801;Roma La Sapienza;268
2013;5805;Roma Luiss;41
2013;5803;Roma LUMSA;56
2013;5810;Roma Marconi - telematica;10
2013;5802;Roma Tor Vergata;13
2013;5807;Roma Tre;107
2013;5815;Roma UNICUSANO - telematica;7
2013;5813;Roma UNINETTUNO - telematica;33
2013;5809;Roma UNINT;4
2013;7501;Salento;13
2013;6501;Salerno;22
2013;6201;Sannio;4
2013;9001;Sassari;15
2013;5201;Siena;96
2013;5202;Siena Stranieri;20
2013;6701;Teramo;26
2013;101;Torino;315
2013;102;Torino Politecnico;339
2013;2201;Trento;220
2013;3201;Trieste;219
2013;5601;Tuscia;4
2013;3001;Udine;88
2013;4101;Urbino;140
2013;2702;Venezia Iuav;50
2013;2301;Verona;71
2012;701;Aosta;9
2012;7201;Bari;83
2012;7202;Bari Politecnico;8
2012;7601;Basilicata;3
2012;1601;Bergamo;44
2012;3701;Bologna;591
2012;2101;Bolzano;71
2012;401;Bra Scienze Gastronomiche;16
2012;1701;Brescia;67
2012;2701;Ca' Foscari Venezia;49
2012;9201;Cagliari;28
2012;7801;Calabria;72
2012;4302;Camerino;59
2012;7203;Casamassima – LUM G. Degennaro;1
2012;6001;Cassino;9
2012;1201;Castellanza LIUC;4
2012;8701;Catania;32
2012;7901;Catanzaro;5
2012;6901;Chieti e Pescara;39
2012;8601;Enna KORE;2
2012;3801;Ferrara;86
2012;4801;Firenze;346
2012;7101;Foggia;2
2012;1001;Genova;221
2012;1202;Insubria;35
2012;6601;L'Aquila;75
2012;4301;Macerata;30
2012;4201;Marche;55
2012;8301;Messina;39
2012;1501;Milano;319
2012;1509;Milano Bicocca;90
2012;1503;Milano Bocconi;278
2012;1504;Milano Cattolica;156
2012;1505;Milano IULM;30
2012;1502;Milano Politecnico;245
2012;1508;Milano San Raffaele;4
2012;3601;Modena e Reggio Emilia;100
2012;7001;Molise;5
2012;6304;Napoli Benincasa;2
2012;6301;Napoli Federico II;31
2012;6303;Napoli L'Orientale;20
2012;6302;Napoli Parthenope;3
2012;6307;Napoli Pegaso - telematica;4
2012;6306;Napoli Vanvitelli;7
2012;1301;Novedrate e-Campus - telematica;6
2012;2801;Padova;255
2012;8201;Palermo;60
2012;3401;Parma;107
2012;1801;Pavia;146
2012;5401;Perugia;139
2012;5403;Perugia Stranieri;96
2012;201;Piemonte Orientale;27
2012;5001;Pisa;125
2012;8003;Reggio Calabria - Dante Alighieri;3
2012;5808;Roma Biomedico;3
2012;5812;Roma Europea;5
2012;5806;Roma Foro Italico;8
2012;5801;Roma La Sapienza;216
2012;5805;Roma Luiss;22
2012;5803;Roma LUMSA;33
2012;5810;Roma Marconi - telematica;3
2012;5802;Roma Tor Vergata;9
2012;5807;Roma Tre;97
2012;5815;Roma UNICUSANO - telematica;3
2012;5813;Roma UNINETTUNO - telematica;37
2012;5809;Roma UNINT;8
2012;5811;Roma UNITELMA - telematica;2
2012;7501;Salento;21
2012;6501;Salerno;20
2012;6201;Sannio;1
2012;9001;Sassari;16
2012;5201;Siena;92
2012;5202;Siena Stranieri;15
2012;6701;Teramo;35
2012;101;Torino;295
2012;102;Torino Politecnico;276
2012;2201;Trento;190
2012;3201;Trieste;215
2012;5601;Tuscia;6
2012;3001;Udine;100
2012;4101;Urbino;123
2012;2702;Venezia Iuav;59
2012;2301;Verona;90
2011;701;Aosta;7
2011;7201;Bari;82
2011;7202;Bari Politecnico;5
2011;7601;Basilicata;1
2011;1601;Bergamo;36
2011;3701;Bologna;564
2011;2101;Bolzano;71
2011;401;Bra Scienze Gastronomiche;13
2011;1701;Brescia;70
2011;2701;Ca' Foscari Venezia;57
2011;9201;Cagliari;12
2011;7801;Calabria;48
2011;4302;Camerino;55
2011;6001;Cassino;13
2011;1201;Castellanza LIUC;6
2011;8701;Catania;34
2011;7901;Catanzaro;2
2011;6901;Chieti e Pescara;50
2011;3801;Ferrara;85
2011;4801;Firenze;283
2011;7101;Foggia;3
2011;1001;Genova;193
2011;1202;Insubria;52
2011;6601;L'Aquila;57
2011;4301;Macerata;35
2011;4201;Marche;47
2011;8301;Messina;36
2011;1501;Milano;239
2011;1509;Milano Bicocca;91
2011;1503;Milano Bocconi;229
2011;1504;Milano Cattolica;134
2011;1505;Milano IULM;33
2011;1502;Milano Politecnico;259
2011;1508;Milano San Raffaele;5
2011;3601;Modena e Reggio Emilia;106
2011;7001;Molise;5
2011;6304;Napoli Benincasa;3
2011;6301;Napoli Federico II;34
2011;6303;Napoli L'Orientale;23
2011;6302;Napoli Parthenope;3
2011;6306;Napoli Vanvitelli;18
2011;1301;Novedrate e-Campus - telematica;2
2011;2801;Padova;240
2011;8201;Palermo;28
2011;3401;Parma;111
2011;1801;Pavia;101
2011;5401;Perugia;158
2011;5403;Perugia Stranieri;76
2011;201;Piemonte Orientale;36
2011;5001;Pisa;128
2011;8001;Reggio Calabria;3
2011;8003;Reggio Calabria - Dante Alighieri;4
2011;5808;Roma Biomedico;4
2011;5812;Roma Europea;5
2011;5806;Roma Foro Italico;3
2011;5801;Roma La Sapienza;131
2011;5805;Roma Luiss;37
2011;5803;Roma LUMSA;50
2011;5810;Roma Marconi - telematica;1
2011;5802;Roma Tor Vergata;14
2011;5807;Roma Tre;76
2011;5815;Roma UNICUSANO - telematica;3
2011;5813;Roma UNINETTUNO - telematica;23
2011;5809;Roma UNINT;8
2011;5811;Roma UNITELMA - telematica;1
2011;7501;Salento;25
2011;6501;Salerno;12
2011;6201;Sannio;1
2011;9001;Sassari;18
2011;5201;Siena;96
2011;5202;Siena Stranieri;23
2011;6701;Teramo;29
2011;101;Torino;247
2011;102;Torino Politecnico;229
2011;2201;Trento;148
2011;3201;Trieste;199
2011;5601;Tuscia;3
2011;3001;Udine;64
2011;4101;Urbino;91
2011;2702;Venezia Iuav;43
2011;2301;Verona;70
2010;701;Aosta;9
2010;7201;Bari;82
2010;7202;Bari Politecnico;6
2010;7601;Basilicata;1
2010;1601;Bergamo;48
2010;3701;Bologna;498
2010;2101;Bolzano;64
2010;401;Bra Scienze Gastronomiche;17
2010;1701;Brescia;62
2010;2701;Ca' Foscari Venezia;49
2010;9201;Cagliari;23
2010;7801;Calabria;49
2010;4302;Camerino;39
2010;7203;Casamassima – LUM G. Degennaro;2
2010;6001;Cassino;14
2010;1201;Castellanza LIUC;9
2010;8701;Catania;31
2010;7901;Catanzaro;5
2010;6901;Chieti e Pescara;37
2010;3801;Ferrara;99
2010;4801;Firenze;305
2010;7101;Foggia;4
2010;1001;Genova;156
2010;1202;Insubria;41
2010;6601;L'Aquila;58
2010;4301;Macerata;30
2010;4201;Marche;40
2010;8301;Messina;42
2010;1501;Milano;214
2010;1509;Milano Bicocca;88
2010;1503;Milano Bocconi;254
2010;1504;Milano Cattolica;139
2010;1505;Milano IULM;24
2010;1502;Milano Politecnico;339
2010;1508;Milano San Raffaele;12
2010;3601;Modena e Reggio Emilia;114
2010;7001;Molise;5
2010;6304;Napoli Benincasa;2
2010;6301;Napoli Federico II;45
2010;6303;Napoli L'Orientale;18
2010;6307;Napoli Pegaso - telematica;1
2010;6306;Napoli Vanvitelli;17
2010;2801;Padova;257
2010;8201;Palermo;19
2010;3401;Parma;102
2010;1801;Pavia;126
2010;5401;Perugia;132
2010;5403;Perugia Stranieri;70
2010;201;Piemonte Orientale;28
2010;5001;Pisa;129
2010;8001;Reggio Calabria;3
2010;8003;Reggio Calabria - Dante Alighieri;4
2010;5808;Roma Biomedico;4
2010;5812;Roma Europea;3
2010;5806;Roma Foro Italico;1
2010;5801;Roma La Sapienza;57
2010;5805;Roma Luiss;21
2010;5803;Roma LUMSA;44
2010;5810;Roma Marconi - telematica;2
2010;5802;Roma Tor Vergata;10
2010;5807;Roma Tre;63
2010;5815;Roma UNICUSANO - telematica;4
2010;5813;Roma UNINETTUNO - telematica;2
2010;5809;Roma UNINT;3
2010;7501;Salento;17
2010;6501;Salerno;22
2010;6201;Sannio;1
2010;9001;Sassari;9
2010;5201;Siena;101
2010;5202;Siena Stranieri;19
2010;6701;Teramo;43
2010;101;Torino;295
2010;102;Torino Politecnico;148
2010;2201;Trento;113
2010;3201;Trieste;236
2010;5601;Tuscia;3
2010;3001;Udine;79
2010;4101;Urbino;95
2010;2702;Venezia Iuav;52
2010;2301;Verona;74
