AnnoS;ClasseNOME;ClasseNUMERO;SESSO;Lau_D
2024;Antropologia culturale ed etnologia;LM-1;F;15
2024;Antropologia culturale ed etnologia;LM-1;M;5
2024;Archeologia;LM-2;F;55
2024;Archeologia;LM-2;M;12
2024;Architettura del paesaggio;LM-3;F;75
2024;Architettura del paesaggio;LM-3;M;28
2024;Architettura e ingegneria edile-architettura;LM-4;F;594
2024;Architettura e ingegneria edile-architettura;LM-4;M;289
2024;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;F;29
2024;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;M;24
2024;Archivistica e biblioteconomia;LM-5;F;1
2024;Archivistica e biblioteconomia;LM-5;M;1
2024;Beni culturali;L-1;F;30
2024;Beni culturali;L-1;M;4
2024;Biologia;LM-6;F;143
2024;Biologia;LM-6;M;76
2024;Biotecnologie;L-2;F;32
2024;Biotecnologie;L-2;M;21
2024;Biotecnologie agrarie;LM-7;F;5
2024;Biotecnologie agrarie;LM-7;M;7
2024;Biotecnologie industriali;LM-8;F;46
2024;Biotecnologie industriali;LM-8;M;31
2024;Biotecnologie mediche, veterinarie e farmaceutiche;LM-9;F;185
2024;Biotecnologie mediche, veterinarie e farmaceutiche;LM-9;M;93
2024;Classe non definita;LM-13;F;1
2024;Classe non definita;LM-37;F;1
2024;Classe non definita;LM-6;F;2
2024;Classe non definita;LMG/01;F;1
2024;Conservazione e restauro dei beni culturali;LMR/02;F;1
2024;Conservazione e restauro dei beni culturali;LMR/02;M;2
2024;Data Science;LM-Data;F;3
2024;Data Science;LM-Data;M;7
2024;Design;LM-12;F;244
2024;Design;LM-12;M;97
2024;Diagnostica per la conservazione dei beni culturali;L-43;F;1
2024;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;45
2024;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;M;13
2024;Disegno industriale;L-4;F;82
2024;Disegno industriale;L-4;M;50
2024;Farmacia e farmacia industriale;LM-13;F;86
2024;Farmacia e farmacia industriale;LM-13;M;44
2024;Filologia moderna;LM-14;F;71
2024;Filologia moderna;LM-14;M;21
2024;Filologia, letterature e storia dell'antichità;LM-15;F;2
2024;Filologia, letterature e storia dell'antichità;LM-15;M;1
2024;Filosofia;L-5;F;39
2024;Filosofia;L-5;M;18
2024;Finanza;LM-16;F;77
2024;Finanza;LM-16;M;96
2024;Fisica;LM-17;F;60
2024;Fisica;LM-17;M;83
2024;Geografia;L-6;F;2
2024;Informatica;LM-18;F;83
2024;Informatica;LM-18;M;165
2024;Informazione e sistemi editoriali;LM-19;F;16
2024;Informazione e sistemi editoriali;LM-19;M;3
2024;Ingegneria aerospaziale e astronautica;LM-20;F;17
2024;Ingegneria aerospaziale e astronautica;LM-20;M;78
2024;Ingegneria biomedica;LM-21;F;32
2024;Ingegneria biomedica;LM-21;M;21
2024;Ingegneria chimica;LM-22;F;25
2024;Ingegneria chimica;LM-22;M;60
2024;Ingegneria civile;LM-23;F;49
2024;Ingegneria civile;LM-23;M;181
2024;Ingegneria civile e ambientale;L-7;F;26
2024;Ingegneria civile e ambientale;L-7;M;24
2024;Ingegneria dei materiali;LM-53;F;13
2024;Ingegneria dei materiali;LM-53;M;9
2024;Ingegneria dei sistemi edilizi;LM-24;F;66
2024;Ingegneria dei sistemi edilizi;LM-24;M;90
2024;Ingegneria della sicurezza;LM-26;F;10
2024;Ingegneria della sicurezza;LM-26;M;16
2024;Ingegneria dell'automazione;LM-25;F;32
2024;Ingegneria dell'automazione;LM-25;M;104
2024;Ingegneria delle telecomunicazioni;LM-27;F;90
2024;Ingegneria delle telecomunicazioni;LM-27;M;149
2024;Ingegneria dell'informazione;L-8;F;54
2024;Ingegneria dell'informazione;L-8;M;180
2024;Ingegneria elettrica;LM-28;F;18
2024;Ingegneria elettrica;LM-28;M;85
2024;Ingegneria elettronica;LM-29;F;24
2024;Ingegneria elettronica;LM-29;M;110
2024;Ingegneria energetica e nucleare;LM-30;F;42
2024;Ingegneria energetica e nucleare;LM-30;M;117
2024;Ingegneria gestionale;LM-31;F;161
2024;Ingegneria gestionale;LM-31;M;252
2024;Ingegneria industriale;L-9;F;68
2024;Ingegneria industriale;L-9;M;240
2024;Ingegneria informatica;LM-32;F;95
2024;Ingegneria informatica;LM-32;M;191
2024;Ingegneria meccanica;LM-33;F;34
2024;Ingegneria meccanica;LM-33;M;232
2024;Ingegneria navale;LM-34;F;1
2024;Ingegneria navale;LM-34;M;5
2024;Ingegneria per l'ambiente e il territorio;LM-35;F;81
2024;Ingegneria per l'ambiente e il territorio;LM-35;M;133
2024;Lettere;L-10;F;31
2024;Lettere;L-10;M;14
2024;Lingue e culture moderne;L-11;F;133
2024;Lingue e culture moderne;L-11;M;25
2024;Lingue e letterature dell'Africa e dell'Asia;LM-36;F;3
2024;Lingue e letterature dell'Africa e dell'Asia;LM-36;M;6
2024;Lingue e letterature moderne europee e americane;LM-37;F;166
2024;Lingue e letterature moderne europee e americane;LM-37;M;28
2024;Lingue moderne per la comunicazione e la cooperazione internazionale;LM-38;F;76
2024;Lingue moderne per la comunicazione e la cooperazione internazionale;LM-38;M;17
2024;Linguistica;LM-39;F;79
2024;Linguistica;LM-39;M;13
2024;Magistrali in giurisprudenza;LMG/01;F;64
2024;Magistrali in giurisprudenza;LMG/01;M;40
2024;Matematica;LM-40;F;10
2024;Matematica;LM-40;M;26
2024;Mediazione linguistica;L-12;F;96
2024;Mediazione linguistica;L-12;M;22
2024;Medicina e chirurgia;LM-41;F;294
2024;Medicina e chirurgia;LM-41;M;215
2024;Medicina veterinaria;LM-42;F;10
2024;Medicina veterinaria;LM-42;M;10
2024;Metodologie informatiche per le discipline umanistiche;LM-43;F;10
2024;Metodologie informatiche per le discipline umanistiche;LM-43;M;4
2024;Modellistica matematico-fisica per l'ingegneria;LM-44;F;43
2024;Modellistica matematico-fisica per l'ingegneria;LM-44;M;98
2024;Musicologia e beni musicali;LM-45;F;14
2024;Musicologia e beni musicali;LM-45;M;6
2024;Odontoiatria e protesi dentaria;LM-46;F;33
2024;Odontoiatria e protesi dentaria;LM-46;M;21
2024;Organizzazione e gestione dei servizi per lo sport e le attività motorie;LM-47;F;6
2024;Organizzazione e gestione dei servizi per lo sport e le attività motorie;LM-47;M;7
2024;Pianificazione territoriale urbanistica e ambientale;LM-48;F;75
2024;Pianificazione territoriale urbanistica e ambientale;LM-48;M;42
2024;Professioni sanitarie della prevenzione;L/SNT4;F;4
2024;Professioni sanitarie della riabilitazione;L/SNT2;F;20
2024;Professioni sanitarie della riabilitazione;L/SNT2;M;6
2024;Professioni sanitarie tecniche;L/SNT3;F;21
2024;Professioni sanitarie tecniche;L/SNT3;M;6
2024;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;F;212
2024;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;M;38
2024;Progettazione e gestione dei sistemi turistici;LM-49;F;88
2024;Progettazione e gestione dei sistemi turistici;LM-49;M;38
2024;Programmazione e gestione dei servizi educativi;LM-50;F;8
2024;Programmazione e gestione dei servizi educativi;LM-50;M;1
2024;Psicologia;LM-51;F;328
2024;Psicologia;LM-51;M;69
2024;Relazioni internazionali;LM-52;F;196
2024;Relazioni internazionali;LM-52;M;89
2024;Scienza e ingegneria dei materiali;LM-53;F;59
2024;Scienza e ingegneria dei materiali;LM-53;M;70
2024;Scienze biologiche;L-13;F;27
2024;Scienze biologiche;L-13;M;7
2024;Scienze chimiche;LM-54;F;29
2024;Scienze chimiche;LM-54;M;20
2024;Scienze cognitive;LM-55;F;51
2024;Scienze cognitive;LM-55;M;33
2024;Scienze dei Materiali;LM-Sc.Mat.;F;6
2024;Scienze dei Materiali;LM-Sc.Mat.;M;3
2024;Scienze dei servizi giuridici;L-14;F;76
2024;Scienze dei servizi giuridici;L-14;M;40
2024;Scienze del turismo;L-15;F;30
2024;Scienze del turismo;L-15;M;11
2024;Scienze della comunicazione;L-20;F;127
2024;Scienze della comunicazione;L-20;M;38
2024;Scienze della comunicazione pubblica, d'impresa e pubblicità;LM-59;F;92
2024;Scienze della comunicazione pubblica, d'impresa e pubblicità;LM-59;M;27
2024;Scienze della difesa e della sicurezza;L/DS;F;3
2024;Scienze della difesa e della sicurezza;L/DS;M;21
2024;Scienze della difesa e della sicurezza;LM/DS;F;23
2024;Scienze della difesa e della sicurezza;LM/DS;M;42
2024;Scienze della formazione primaria;LM-85 bis;F;21
2024;Scienze della formazione primaria;LM-85 bis;M;1
2024;Scienze della natura;LM-60;F;12
2024;Scienze della natura;LM-60;M;9
2024;Scienze della nutrizione umana;LM-61;F;71
2024;Scienze della nutrizione umana;LM-61;M;17
2024;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;F;6
2024;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;M;5
2024;Scienze della politica;LM-62;F;88
2024;Scienze della politica;LM-62;M;57
2024;Scienze dell'amministrazione e dell'organizzazione;L-16;F;29
2024;Scienze dell'amministrazione e dell'organizzazione;L-16;M;12
2024;Scienze dell'architettura;L-17;F;159
2024;Scienze dell'architettura;L-17;M;80
2024;Scienze dell'architettura e dell'ingegneria edile;L-17/L-23;F;1
2024;Scienze delle attività motorie e sportive;L-22;F;26
2024;Scienze delle attività motorie e sportive;L-22;M;70
2024;Scienze delle professioni sanitarie della prevenzione;LM/SNT4;F;1
2024;Scienze delle professioni sanitarie tecniche;LM/SNT3;F;4
2024;Scienze delle pubbliche amministrazioni;LM-63;F;14
2024;Scienze delle pubbliche amministrazioni;LM-63;M;2
2024;Scienze delle religioni;LM-64;F;1
2024;Scienze dell'economia;LM-56;F;270
2024;Scienze dell'economia;LM-56;M;230
2024;Scienze dell'economia e della gestione aziendale;L-18;F;417
2024;Scienze dell'economia e della gestione aziendale;L-18;M;386
2024;Scienze dell'educazione degli adulti e della formazione continua;LM-57;F;6
2024;Scienze dell'educazione degli adulti e della formazione continua;LM-57;M;2
2024;Scienze dell'educazione e della formazione;L-19;F;91
2024;Scienze dell'educazione e della formazione;L-19;M;7
2024;Scienze dello spettacolo e produzione multimediale;LM-65;F;132
2024;Scienze dello spettacolo e produzione multimediale;LM-65;M;17
2024;Scienze dell'universo;LM-58;F;1
2024;Scienze dell'universo;LM-58;M;6
2024;Scienze e tecniche delle attività motorie preventive e adattate;LM-67;F;14
2024;Scienze e tecniche delle attività motorie preventive e adattate;LM-67;M;8
2024;Scienze e tecniche dell'edilizia;L-23;F;25
2024;Scienze e tecniche dell'edilizia;L-23;M;24
2024;Scienze e tecniche dello sport;LM-68;F;16
2024;Scienze e tecniche dello sport;LM-68;M;14
2024;Scienze e tecniche psicologiche;L-24;F;180
2024;Scienze e tecniche psicologiche;L-24;M;36
2024;Scienze e tecnologie agrarie;LM-69;F;51
2024;Scienze e tecnologie agrarie;LM-69;M;36
2024;Scienze e tecnologie agrarie e forestali;L-25;F;11
2024;Scienze e tecnologie agrarie e forestali;L-25;M;10
2024;Scienze e tecnologie alimentari;L-26;F;16
2024;Scienze e tecnologie alimentari;L-26;M;6
2024;Scienze e tecnologie alimentari;LM-70;F;82
2024;Scienze e tecnologie alimentari;LM-70;M;47
2024;Scienze e tecnologie chimiche;L-27;F;5
2024;Scienze e tecnologie chimiche;L-27;M;4
2024;Scienze e tecnologie della chimica industriale;LM-71;F;31
2024;Scienze e tecnologie della chimica industriale;LM-71;M;17
2024;Scienze e tecnologie della navigazione;L-28;M;1
2024;Scienze e tecnologie farmaceutiche;L-29;F;3
2024;Scienze e tecnologie farmaceutiche;L-29;M;2
2024;Scienze e tecnologie fisiche;L-30;F;8
2024;Scienze e tecnologie fisiche;L-30;M;12
2024;Scienze e tecnologie forestali ed ambientali;LM-73;F;30
2024;Scienze e tecnologie forestali ed ambientali;LM-73;M;28
2024;Scienze e tecnologie geologiche;LM-74;F;6
2024;Scienze e tecnologie geologiche;LM-74;M;20
2024;Scienze e tecnologie informatiche;L-31;F;19
2024;Scienze e tecnologie informatiche;L-31;M;56
2024;Scienze e tecnologie per l'ambiente e il territorio;LM-75;F;21
2024;Scienze e tecnologie per l'ambiente e il territorio;LM-75;M;21
2024;Scienze e tecnologie per l'ambiente e la natura;L-32;F;10
2024;Scienze e tecnologie per l'ambiente e la natura;L-32;M;4
2024;Scienze economiche;L-33;F;186
2024;Scienze economiche;L-33;M;249
2024;Scienze economiche  e sociali della gastronomia;LM/GASTR;F;2
2024;Scienze economiche per l'ambiente e la cultura;LM-76;F;63
2024;Scienze economiche per l'ambiente e la cultura;LM-76;M;28
2024;Scienze economico-aziendali;LM-77;F;731
2024;Scienze economico-aziendali;LM-77;M;483
2024;Scienze filosofiche;LM-78;F;11
2024;Scienze filosofiche;LM-78;M;15
2024;Scienze geofisiche;LM-79;F;6
2024;Scienze geofisiche;LM-79;M;23
2024;Scienze geografiche;LM-80;F;9
2024;Scienze geografiche;LM-80;M;3
2024;Scienze geologiche;L-34;F;2
2024;Scienze geologiche;L-34;M;8
2024;Scienze giuridiche;L-14;F;1
2024;Scienze Giuridiche;LM/SC-GIUR;F;52
2024;Scienze Giuridiche;LM/SC-GIUR;M;35
2024;Scienze infermieristiche e ostetriche;LM/SNT1;F;11
2024;Scienze infermieristiche e ostetriche;LM/SNT1;M;5
2024;Scienze matematiche;L-35;F;10
2024;Scienze matematiche;L-35;M;28
2024;Scienze pedagogiche;LM-85;F;23
2024;Scienze pedagogiche;LM-85;M;1
2024;Scienze per la conservazione dei beni culturali;LM-11;F;24
2024;Scienze per la conservazione dei beni culturali;LM-11;M;7
2024;Scienze per la cooperazione allo sviluppo;LM-81;F;132
2024;Scienze per la cooperazione allo sviluppo;LM-81;M;57
2024;Scienze politiche e delle relazioni internazionali;L-36;F;183
2024;Scienze politiche e delle relazioni internazionali;L-36;M;104
2024;Scienze riabilitative delle professioni sanitarie;LM/SNT2;F;1
2024;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;F;5
2024;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;M;6
2024;Scienze sociologiche;L-40;F;1
2024;Scienze statistiche;LM-82;F;23
2024;Scienze statistiche;LM-82;M;14
2024;Scienze statistiche attuariali e finanziarie;LM-83;F;5
2024;Scienze statistiche attuariali e finanziarie;LM-83;M;3
2024;Scienze storiche;LM-84;F;39
2024;Scienze storiche;LM-84;M;28
2024;Scienze zootecniche e tecnologie  animali;LM-86;F;7
2024;Scienze zootecniche e tecnologie  animali;LM-86;M;6
2024;Scienze zootecniche e tecnologie delle produzioni animali;L-38;F;9
2024;Scienze zootecniche e tecnologie delle produzioni animali;L-38;M;3
2024;Scienze, culture e politiche della gastronomia;L/GASTR;F;9
2024;Scienze, culture e politiche della gastronomia;L/GASTR;M;7
2024;Servizio sociale;L-39;F;35
2024;Servizio sociale;L-39;M;2
2024;Servizio sociale e politiche sociali;LM-87;F;15
2024;Servizio sociale e politiche sociali;LM-87;M;1
2024;Sicurezza informatica;LM-66;F;3
2024;Sicurezza informatica;LM-66;M;11
2024;Sociologia;L-40;F;7
2024;Sociologia;L-40;M;3
2024;Sociologia e ricerca sociale;LM-88;F;14
2024;Sociologia e ricerca sociale;LM-88;M;7
2024;Specialistiche in farmacia e farmacia industriale;LM-13;F;4
2024;Specialistiche in farmacia e farmacia industriale;LM-13;M;2
2024;Specialistiche in medicina e chirurgia;LM-41;F;5
2024;Specialistiche in medicina e chirurgia;LM-41;M;1
2024;Specialistiche in scienze dell'economia;LM-56;M;1
2024;Statistica;L-41;F;6
2024;Statistica;L-41;M;10
2024;Storia;L-42;F;49
2024;Storia;L-42;M;29
2024;Storia dell'arte;LM-89;F;59
2024;Storia dell'arte;LM-89;M;3
2024;Studi europei;LM-90;F;151
2024;Studi europei;LM-90;M;101
2024;Tecniche e metodi per la societa dell'informazione;LM-91;F;70
2024;Tecniche e metodi per la societa dell'informazione;LM-91;M;103
2024;Teorie della comunicazione;LM-92;F;63
2024;Teorie della comunicazione;LM-92;M;13
2024;Teorie e metodologie dell'e-learning e della media education;LM-93;F;3
2024;Teorie e metodologie dell'e-learning e della media education;LM-93;M;1
2024;Traduzione specialistica e interpretariato;LM-94;F;26
2024;Traduzione specialistica e interpretariato;LM-94;M;5
2023;Antropologia culturale ed etnologia;LM-1;F;7
2023;Antropologia culturale ed etnologia;LM-1;M;1
2023;Archeologia;LM-2;F;20
2023;Archeologia;LM-2;M;11
2023;Architettura del paesaggio;LM-3;F;20
2023;Architettura del paesaggio;LM-3;M;14
2023;Architettura e ingegneria edile-architettura;LM-4;F;327
2023;Architettura e ingegneria edile-architettura;LM-4;M;194
2023;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;F;24
2023;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;M;19
2023;Archivistica e biblioteconomia;LM-5;F;1
2023;Archivistica e biblioteconomia;LM-5;M;1
2023;Beni culturali;L-1;F;41
2023;Beni culturali;L-1;M;3
2023;Biologia;LM-6;F;117
2023;Biologia;LM-6;M;58
2023;Biotecnologie;L-2;F;39
2023;Biotecnologie;L-2;M;29
2023;Biotecnologie agrarie;LM-7;F;6
2023;Biotecnologie agrarie;LM-7;M;6
2023;Biotecnologie industriali;LM-8;F;36
2023;Biotecnologie industriali;LM-8;M;19
2023;Biotecnologie mediche, veterinarie e farmaceutiche;LM-9;F;115
2023;Biotecnologie mediche, veterinarie e farmaceutiche;LM-9;M;71
2023;Classe non definita;LM-13;F;1
2023;Classe non definita;LM-23;M;2
2023;Classe non definita;LM-37;F;1
2023;Classe non definita;LM-41;M;2
2023;Classe non definita;LM-4cu;F;1
2023;Classe non definita;LM-77;F;1
2023;Conservazione e restauro dei beni culturali;LMR/02;F;1
2023;Data Science;LM-Data;F;1
2023;Design;LM-12;F;168
2023;Design;LM-12;M;77
2023;Diagnostica per la conservazione dei beni culturali;L-43;F;1
2023;Diagnostica per la conservazione dei beni culturali;L-43;M;1
2023;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;47
2023;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;M;23
2023;Disegno industriale;L-4;F;83
2023;Disegno industriale;L-4;M;45
2023;Farmacia e farmacia industriale;LM-13;F;84
2023;Farmacia e farmacia industriale;LM-13;M;34
2023;Filologia moderna;LM-14;F;53
2023;Filologia moderna;LM-14;M;22
2023;Filologia, letterature e storia dell'antichità;LM-15;F;2
2023;Filologia, letterature e storia dell'antichità;LM-15;M;1
2023;Filosofia;L-5;F;14
2023;Filosofia;L-5;M;22
2023;Finanza;LM-16;F;66
2023;Finanza;LM-16;M;69
2023;Fisica;LM-17;F;39
2023;Fisica;LM-17;M;64
2023;Informatica;LM-18;F;63
2023;Informatica;LM-18;M;145
2023;Informazione e sistemi editoriali;LM-19;F;20
2023;Informazione e sistemi editoriali;LM-19;M;2
2023;Ingegneria aerospaziale e astronautica;LM-20;F;9
2023;Ingegneria aerospaziale e astronautica;LM-20;M;47
2023;Ingegneria biomedica;LM-21;F;16
2023;Ingegneria biomedica;LM-21;M;31
2023;Ingegneria chimica;LM-22;F;33
2023;Ingegneria chimica;LM-22;M;47
2023;Ingegneria civile;LM-23;F;54
2023;Ingegneria civile;LM-23;M;135
2023;Ingegneria civile e ambientale;L-7;F;24
2023;Ingegneria civile e ambientale;L-7;M;34
2023;Ingegneria dei materiali;LM-53;M;1
2023;Ingegneria dei sistemi edilizi;LM-24;F;29
2023;Ingegneria dei sistemi edilizi;LM-24;M;30
2023;Ingegneria della sicurezza;LM-26;F;5
2023;Ingegneria della sicurezza;LM-26;M;14
2023;Ingegneria dell'automazione;LM-25;F;25
2023;Ingegneria dell'automazione;LM-25;M;112
2023;Ingegneria delle telecomunicazioni;LM-27;F;53
2023;Ingegneria delle telecomunicazioni;LM-27;M;110
2023;Ingegneria dell'informazione;L-8;F;66
2023;Ingegneria dell'informazione;L-8;M;179
2023;Ingegneria elettrica;LM-28;F;12
2023;Ingegneria elettrica;LM-28;M;62
2023;Ingegneria elettronica;LM-29;F;21
2023;Ingegneria elettronica;LM-29;M;102
2023;Ingegneria energetica e nucleare;LM-30;F;13
2023;Ingegneria energetica e nucleare;LM-30;M;67
2023;Ingegneria gestionale;LM-31;F;75
2023;Ingegneria gestionale;LM-31;M;142
2023;Ingegneria industriale;L-9;F;63
2023;Ingegneria industriale;L-9;M;279
2023;Ingegneria informatica;LM-32;F;73
2023;Ingegneria informatica;LM-32;M;185
2023;Ingegneria meccanica;LM-33;F;25
2023;Ingegneria meccanica;LM-33;M;186
2023;Ingegneria navale;LM-34;F;1
2023;Ingegneria navale;LM-34;M;5
2023;Ingegneria per l'ambiente e il territorio;LM-35;F;42
2023;Ingegneria per l'ambiente e il territorio;LM-35;M;75
2023;Lettere;L-10;F;29
2023;Lettere;L-10;M;14
2023;Lingue e culture moderne;L-11;F;136
2023;Lingue e culture moderne;L-11;M;26
2023;Lingue e letterature dell'Africa e dell'Asia;LM-36;F;3
2023;Lingue e letterature dell'Africa e dell'Asia;LM-36;M;1
2023;Lingue e letterature moderne europee e americane;LM-37;F;106
2023;Lingue e letterature moderne europee e americane;LM-37;M;17
2023;Lingue moderne per la comunicazione e la cooperazione internazionale;LM-38;F;76
2023;Lingue moderne per la comunicazione e la cooperazione internazionale;LM-38;M;9
2023;Linguistica;LM-39;F;60
2023;Linguistica;LM-39;M;11
2023;Magistrali in giurisprudenza;LMG/01;F;94
2023;Magistrali in giurisprudenza;LMG/01;M;40
2023;Matematica;LM-40;F;11
2023;Matematica;LM-40;M;16
2023;Mediazione linguistica;L-12;F;107
2023;Mediazione linguistica;L-12;M;32
2023;Medicina e chirurgia;LM-41;F;228
2023;Medicina e chirurgia;LM-41;M;182
2023;Medicina veterinaria;LM-42;F;16
2023;Medicina veterinaria;LM-42;M;5
2023;Metodologie informatiche per le discipline umanistiche;LM-43;F;5
2023;Metodologie informatiche per le discipline umanistiche;LM-43;M;4
2023;Modellistica matematico-fisica per l'ingegneria;LM-44;F;29
2023;Modellistica matematico-fisica per l'ingegneria;LM-44;M;57
2023;Musicologia e beni musicali;LM-45;F;11
2023;Musicologia e beni musicali;LM-45;M;4
2023;Odontoiatria e protesi dentaria;LM-46;F;24
2023;Odontoiatria e protesi dentaria;LM-46;M;10
2023;Organizzazione e gestione dei servizi per lo sport e le attività motorie;LM-47;F;3
2023;Organizzazione e gestione dei servizi per lo sport e le attività motorie;LM-47;M;5
2023;Pianificazione territoriale urbanistica e ambientale;LM-48;F;39
2023;Pianificazione territoriale urbanistica e ambientale;LM-48;M;26
2023;Professioni sanitarie della prevenzione;L/SNT4;F;3
2023;Professioni sanitarie della riabilitazione;L/SNT2;F;24
2023;Professioni sanitarie della riabilitazione;L/SNT2;M;8
2023;Professioni sanitarie tecniche;L/SNT3;F;27
2023;Professioni sanitarie tecniche;L/SNT3;M;10
2023;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;F;212
2023;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;M;26
2023;Professioni tecniche per l'edilizia e il territorio;L-P01;F;1
2023;Progettazione e gestione dei sistemi turistici;LM-49;F;85
2023;Progettazione e gestione dei sistemi turistici;LM-49;M;19
2023;Programmazione e gestione dei servizi educativi;LM-50;F;5
2023;Psicologia;LM-51;F;253
2023;Psicologia;LM-51;M;47
2023;Relazioni internazionali;LM-52;F;219
2023;Relazioni internazionali;LM-52;M;82
2023;Scienza e ingegneria dei materiali;LM-53;F;33
2023;Scienza e ingegneria dei materiali;LM-53;M;65
2023;Scienze biologiche;L-13;F;17
2023;Scienze biologiche;L-13;M;4
2023;Scienze chimiche;LM-54;F;27
2023;Scienze chimiche;LM-54;M;30
2023;Scienze cognitive;LM-55;F;24
2023;Scienze cognitive;LM-55;M;16
2023;Scienze dei servizi giuridici;L-14;F;56
2023;Scienze dei servizi giuridici;L-14;M;34
2023;Scienze del turismo;L-15;F;41
2023;Scienze del turismo;L-15;M;15
2023;Scienze della comunicazione;L-20;F;119
2023;Scienze della comunicazione;L-20;M;32
2023;Scienze della comunicazione pubblica, d'impresa e pubblicità;LM-59;F;80
2023;Scienze della comunicazione pubblica, d'impresa e pubblicità;LM-59;M;19
2023;Scienze della difesa e della sicurezza;L/DS;F;2
2023;Scienze della difesa e della sicurezza;L/DS;M;25
2023;Scienze della difesa e della sicurezza;LM/DS;F;10
2023;Scienze della difesa e della sicurezza;LM/DS;M;22
2023;Scienze della formazione primaria;LM-85 bis;F;22
2023;Scienze della Formazione Primaria - Quadriennale;LM-85 bis;F;1
2023;Scienze della natura;LM-60;F;6
2023;Scienze della natura;LM-60;M;3
2023;Scienze della nutrizione umana;LM-61;F;36
2023;Scienze della nutrizione umana;LM-61;M;4
2023;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;F;5
2023;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;M;3
2023;Scienze della politica;LM-62;F;73
2023;Scienze della politica;LM-62;M;45
2023;Scienze dell'amministrazione e dell'organizzazione;L-16;F;35
2023;Scienze dell'amministrazione e dell'organizzazione;L-16;M;19
2023;Scienze dell'architettura;L-17;F;105
2023;Scienze dell'architettura;L-17;M;58
2023;Scienze dell'architettura e dell'ingegneria edile;L-17/L-23;F;1
2023;Scienze delle attività motorie e sportive;L-22;F;22
2023;Scienze delle attività motorie e sportive;L-22;M;26
2023;Scienze delle professioni sanitarie tecniche;LM/SNT3;F;2
2023;Scienze delle pubbliche amministrazioni;LM-63;F;12
2023;Scienze delle pubbliche amministrazioni;LM-63;M;11
2023;Scienze delle religioni;LM-64;F;1
2023;Scienze dell'economia;LM-56;F;237
2023;Scienze dell'economia;LM-56;M;228
2023;Scienze dell'economia e della gestione aziendale;L-18;F;398
2023;Scienze dell'economia e della gestione aziendale;L-18;M;357
2023;Scienze dell'educazione degli adulti e della formazione continua;LM-57;F;4
2023;Scienze dell'educazione degli adulti e della formazione continua;LM-57;M;1
2023;Scienze dell'educazione e della formazione;L-19;F;92
2023;Scienze dell'educazione e della formazione;L-19;M;10
2023;Scienze dello spettacolo e produzione multimediale;LM-65;F;113
2023;Scienze dello spettacolo e produzione multimediale;LM-65;M;22
2023;Scienze dell'universo;LM-58;F;3
2023;Scienze dell'universo;LM-58;M;2
2023;Scienze e tecniche delle attività motorie preventive e adattate;LM-67;F;13
2023;Scienze e tecniche delle attività motorie preventive e adattate;LM-67;M;7
2023;Scienze e tecniche dell'edilizia;L-23;F;15
2023;Scienze e tecniche dell'edilizia;L-23;M;23
2023;Scienze e tecniche dello sport;LM-68;F;16
2023;Scienze e tecniche dello sport;LM-68;M;7
2023;Scienze e tecniche psicologiche;L-24;F;132
2023;Scienze e tecniche psicologiche;L-24;M;28
2023;Scienze e tecnologie agrarie;LM-69;F;41
2023;Scienze e tecnologie agrarie;LM-69;M;37
2023;Scienze e tecnologie agrarie e forestali;L-25;F;14
2023;Scienze e tecnologie agrarie e forestali;L-25;M;5
2023;Scienze e tecnologie alimentari;L-26;F;17
2023;Scienze e tecnologie alimentari;L-26;M;5
2023;Scienze e tecnologie alimentari;LM-70;F;79
2023;Scienze e tecnologie alimentari;LM-70;M;41
2023;Scienze e tecnologie chimiche;L-27;F;10
2023;Scienze e tecnologie chimiche;L-27;M;10
2023;Scienze e tecnologie della chimica industriale;LM-71;F;34
2023;Scienze e tecnologie della chimica industriale;LM-71;M;26
2023;Scienze e tecnologie della navigazione;L-28;F;1
2023;Scienze e tecnologie della navigazione;L-28;M;4
2023;Scienze e tecnologie farmaceutiche;L-29;F;13
2023;Scienze e tecnologie farmaceutiche;L-29;M;1
2023;Scienze e tecnologie fisiche;L-30;F;6
2023;Scienze e tecnologie fisiche;L-30;M;8
