AnnoS;ClasseNOME;ClasseNUMERO;SESSO;Lau_D
2016;Specialistiche in farmacia e farmacia industriale;LM-13;M;46
2016;Specialistiche in filologia e letterature dell'antichita;LM-15;F;1
2016;Specialistiche in giurisprudenza;LM/SC-GIUR;F;1
2016;Specialistiche in giurisprudenza;LM/SC-GIUR;M;4
2016;Specialistiche in ingegneria aerospaziale e astronautica;LM-20;M;1
2016;Specialistiche in ingegneria civile;LM-23;F;1
2016;Specialistiche in ingegneria dell'automazione;LM-25;M;1
2016;Specialistiche in ingegneria informatica;LM-32;M;1
2016;Specialistiche in interpretariato di conferenza;LM-94;F;1
2016;Specialistiche in lingue e letterature moderne euroamericane;LM-37;F;2
2016;Specialistiche in linguistica;LM-39;F;1
2016;Specialistiche in medicina e chirurgia;LM-41;F;57
2016;Specialistiche in medicina e chirurgia;LM-41;M;57
2016;Specialistiche in medicina veterinaria;LM-42;F;10
2016;Specialistiche in medicina veterinaria;LM-42;M;5
2016;Specialistiche in odontoiatria e protesi dentaria;LM-46;F;8
2016;Specialistiche in odontoiatria e protesi dentaria;LM-46;M;4
2016;Specialistiche in programmazione e gestione delle politiche e dei servizi sociali;LM-87;F;1
2016;Specialistiche in relazioni internazionali;LM-52;F;1
2016;Specialistiche in relazioni internazionali;LM-52;M;1
2016;Specialistiche in scienze delle religioni;LM-64;F;1
2016;Specialistiche in scienze e tecnologie agrarie;LM-69;M;1
2016;Specialistiche in scienze economico-aziendali;LM-77;F;1
2016;Specialistiche in scienze economico-aziendali;LM-77;M;2
2016;Specialistiche in scienze per la cooperazione allo sviluppo;LM-81;F;2
2016;Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica;LM-94;F;1
2016;Specialistiche nelle scienze della difesa e della sicurezza;LM/DS;M;2
2016;Statistica;L-41;F;7
2016;Statistica;L-41;M;4
2016;Storia;L-42;F;12
2016;Storia;L-42;M;10
2016;Storia dell'arte;LM-89;F;19
2016;Storia dell'arte;LM-89;M;6
2016;Studi europei;LM-90;F;3
2016;Studi europei;LM-90;M;4
2016;Tecniche e metodi per la societa dell'informazione;LM-91;F;3
2016;Tecniche e metodi per la societa dell'informazione;LM-91;M;1
2016;Teorie della comunicazione;LM-92;F;25
2016;Teorie della comunicazione;LM-92;M;5
2016;Traduzione specialistica e interpretariato;LM-94;F;24
2016;Traduzione specialistica e interpretariato;LM-94;M;4
2016;Urbanistica e scienze della pianificazione territoriale e ambientale;L-21;F;1
2016;Urbanistica e scienze della pianificazione territoriale e ambientale;L-21;M;1
2015;Antropologia culturale ed etnologia;LM-1;F;5
2015;Antropologia culturale ed etnologia;LM-1;M;2
2015;Archeologia;LM-2;F;6
2015;Archeologia;LM-2;M;4
2015;Architettura del paesaggio;LM-3;F;6
2015;Architettura del paesaggio;LM-3;M;5
2015;Architettura e ingegneria edile-architettura;LM-4;F;84
2015;Architettura e ingegneria edile-architettura;LM-4;M;45
2015;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;F;23
2015;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;M;25
2015;Archivistica e biblioteconomia;LM-5;F;1
2015;Beni culturali;L-1;F;24
2015;Beni culturali;L-1;M;4
2015;Biologia;LM-6;F;28
2015;Biologia;LM-6;M;18
2015;Biotecnologie;L-2;F;17
2015;Biotecnologie;L-2;M;9
2015;Biotecnologie agrarie;LM-7;F;3
2015;Biotecnologie industriali;LM-8;F;4
2015;Biotecnologie industriali;LM-8;M;2
2015;Biotecnologie mediche, veterinarie e farmaceutiche;LM-9;F;10
2015;Biotecnologie mediche, veterinarie e farmaceutiche;LM-9;M;8
2015;Classe non definita;LM-13;F;3
2015;Classe non definita;LM-13;M;3
2015;Classe non definita;LM-14;F;1
2015;Classe non definita;LM-23;M;1
2015;Classe non definita;LM-37;F;4
2015;Classe non definita;LM-40;F;1
2015;Classe non definita;LM-41;F;3
2015;Classe non definita;LM-41;M;6
2015;Classe non definita;LM-4cu;F;2
2015;Classe non definita;LM-52;F;1
2015;Classe non definita;LM-6;M;1
2015;Classe non definita;LM-60;F;1
2015;Classe non definita;LM-60;M;1
2015;Classe non definita;LM-77;F;2
2015;Classe non definita;LM-77;M;2
2015;Classe non definita;LM-78;M;3
2015;Classe non definita;LM-88;F;1
2015;Classe non definita;LM-88;M;1
2015;Classe non definita;LM-94;F;2
2015;Classe non definita;LMG/01;F;3
2015;Classe non definita;LMG/01;M;2
2015;Design;LM-12;F;21
2015;Design;LM-12;M;10
2015;Diagnostica per la conservazione dei beni culturali;L-43;F;5
2015;Diagnostica per la conservazione dei beni culturali;L-43;M;1
2015;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;37
2015;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;M;16
2015;Disegno industriale;L-4;F;62
2015;Disegno industriale;L-4;M;32
2015;Farmacia e farmacia industriale;LM-13;F;54
2015;Farmacia e farmacia industriale;LM-13;M;22
2015;Filologia moderna;LM-14;F;47
2015;Filologia moderna;LM-14;M;18
2015;Filologia, letterature e storia dell'antichità;LM-15;F;3
2015;Filosofia;L-5;F;4
2015;Filosofia;L-5;M;7
2015;Finanza;LM-16;F;38
2015;Finanza;LM-16;M;23
2015;Fisica;LM-17;F;4
2015;Fisica;LM-17;M;7
2015;Geografia;L-6;F;1
2015;Informatica;LM-18;F;13
2015;Informatica;LM-18;M;45
2015;Informazione e sistemi editoriali;LM-19;F;9
2015;Informazione e sistemi editoriali;LM-19;M;4
2015;Ingegneria aerospaziale e astronautica;LM-20;M;6
2015;Ingegneria biomedica;LM-21;F;3
2015;Ingegneria biomedica;LM-21;M;3
2015;Ingegneria chimica;LM-22;F;9
2015;Ingegneria chimica;LM-22;M;22
2015;Ingegneria civile;LM-23;F;6
2015;Ingegneria civile;LM-23;M;32
2015;Ingegneria civile e ambientale;L-7;F;26
2015;Ingegneria civile e ambientale;L-7;M;60
2015;Ingegneria dei sistemi edilizi;LM-24;F;2
2015;Ingegneria dei sistemi edilizi;LM-24;M;9
2015;Ingegneria della sicurezza;LM-26;M;1
2015;Ingegneria dell'automazione;LM-25;F;11
2015;Ingegneria dell'automazione;LM-25;M;20
2015;Ingegneria delle telecomunicazioni;LM-27;F;11
2015;Ingegneria delle telecomunicazioni;LM-27;M;37
2015;Ingegneria dell'informazione;L-8;F;34
2015;Ingegneria dell'informazione;L-8;M;128
2015;Ingegneria elettrica;LM-28;F;2
2015;Ingegneria elettrica;LM-28;M;19
2015;Ingegneria elettronica;LM-29;F;10
2015;Ingegneria elettronica;LM-29;M;24
2015;Ingegneria energetica e nucleare;LM-30;F;1
2015;Ingegneria energetica e nucleare;LM-30;M;5
2015;Ingegneria gestionale;LM-31;F;16
2015;Ingegneria gestionale;LM-31;M;25
2015;Ingegneria industriale;L-9;F;52
2015;Ingegneria industriale;L-9;M;295
2015;Ingegneria informatica;LM-32;F;12
2015;Ingegneria informatica;LM-32;M;51
2015;Ingegneria meccanica;LM-33;F;12
2015;Ingegneria meccanica;LM-33;M;45
2015;Ingegneria navale;LM-34;M;4
2015;Ingegneria per l'ambiente e il territorio;LM-35;F;4
2015;Ingegneria per l'ambiente e il territorio;LM-35;M;10
2015;Lettere;L-10;F;47
2015;Lettere;L-10;M;17
2015;Lingue e culture moderne;L-11;F;187
2015;Lingue e culture moderne;L-11;M;35
2015;Lingue e letterature dell'Africa e dell'Asia;LM-36;F;9
2015;Lingue e letterature moderne europee e americane;LM-37;F;66
2015;Lingue e letterature moderne europee e americane;LM-37;M;6
2015;Lingue moderne per la comunicazione e la cooperazione internazionale;LM-38;F;49
2015;Lingue moderne per la comunicazione e la cooperazione internazionale;LM-38;M;16
2015;Linguistica;LM-39;F;22
2015;Linguistica;LM-39;M;7
2015;Magistrali in giurisprudenza;LMG/01;F;78
2015;Magistrali in giurisprudenza;LMG/01;M;34
2015;Matematica;LM-40;F;10
2015;Matematica;LM-40;M;8
2015;Mediazione linguistica;L-12;F;145
2015;Mediazione linguistica;L-12;M;19
2015;Medicina e chirurgia;LM-41;F;96
2015;Medicina e chirurgia;LM-41;M;44
2015;Medicina veterinaria;LM-42;F;12
2015;Medicina veterinaria;LM-42;M;7
2015;Modellistica matematico-fisica per l'ingegneria;LM-44;F;11
2015;Modellistica matematico-fisica per l'ingegneria;LM-44;M;24
2015;Musicologia e beni musicali;LM-45;F;2
2015;Odontoiatria e protesi dentaria;LM-46;F;5
2015;Odontoiatria e protesi dentaria;LM-46;M;6
2015;Organizzazione e gestione dei servizi per lo sport e le attività motorie;LM-47;M;2
2015;Pianificazione territoriale urbanistica e ambientale;LM-48;F;7
2015;Pianificazione territoriale urbanistica e ambientale;LM-48;M;2
2015;Professioni sanitarie della prevenzione;L/SNT4;F;9
2015;Professioni sanitarie della riabilitazione;L/SNT2;F;26
2015;Professioni sanitarie della riabilitazione;L/SNT2;M;16
2015;Professioni sanitarie tecniche;L/SNT3;F;20
2015;Professioni sanitarie tecniche;L/SNT3;M;7
2015;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;F;231
2015;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;M;52
2015;Progettazione e gestione dei sistemi turistici;LM-49;F;22
2015;Progettazione e gestione dei sistemi turistici;LM-49;M;9
2015;Programmazione e gestione dei servizi educativi;LM-50;F;7
2015;Programmazione e gestione dei servizi educativi;LM-50;M;1
2015;Psicologia;LM-51;F;67
2015;Psicologia;LM-51;M;10
2015;Relazioni internazionali;LM-52;F;76
2015;Relazioni internazionali;LM-52;M;31
2015;Scienza e ingegneria dei materiali;LM-53;F;3
2015;Scienza e ingegneria dei materiali;LM-53;M;10
2015;Scienze biologiche;L-13;F;19
2015;Scienze biologiche;L-13;M;15
2015;Scienze chimiche;LM-54;F;7
2015;Scienze chimiche;LM-54;M;4
2015;Scienze cognitive;LM-55;F;12
2015;Scienze cognitive;LM-55;M;7
2015;Scienze dei beni culturali;L-1;F;5
2015;Scienze dei beni culturali;L-1;M;1
2015;Scienze dei servizi giuridici;L-14;F;25
2015;Scienze dei servizi giuridici;L-14;M;15
2015;Scienze del turismo;L-15;F;31
2015;Scienze del turismo;L-15;M;12
2015;Scienze della comunicazione;L-20;F;102
2015;Scienze della comunicazione;L-20;M;39
2015;Scienze della comunicazione pubblica, d'impresa e pubblicità;LM-59;F;62
2015;Scienze della comunicazione pubblica, d'impresa e pubblicità;LM-59;M;21
2015;Scienze della difesa e della sicurezza;L/DS;F;2
2015;Scienze della difesa e della sicurezza;L/DS;M;8
2015;Scienze della Formazione Primaria - Quadriennale;LM-85 bis;F;8
2015;Scienze della mediazione linguistica;L-12;F;21
2015;Scienze della mediazione linguistica;L-12;M;8
2015;Scienze della nutrizione umana;LM-61;F;6
2015;Scienze della nutrizione umana;LM-61;M;2
2015;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;F;14
2015;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;M;8
2015;Scienze della politica;LM-62;F;16
2015;Scienze della politica;LM-62;M;17
2015;Scienze dell'amministrazione e dell'organizzazione;L-16;F;10
2015;Scienze dell'amministrazione e dell'organizzazione;L-16;M;3
2015;Scienze dell'architettura;L-17;F;105
2015;Scienze dell'architettura;L-17;M;71
2015;Scienze dell'architettura e dell'ingegneria edile;L-17/L-23;F;15
2015;Scienze dell'architettura e dell'ingegneria edile;L-17/L-23;M;13
2015;Scienze delle attivita motorie e sportive;L-22;F;2
2015;Scienze delle attivita motorie e sportive;L-22;M;1
2015;Scienze delle attività motorie e sportive;L-22;F;8
2015;Scienze delle attività motorie e sportive;L-22;M;8
2015;Scienze delle pubbliche amministrazioni;LM-63;F;12
2015;Scienze delle pubbliche amministrazioni;LM-63;M;12
2015;Scienze delle religioni;LM-64;F;1
2015;Scienze delle religioni;LM-64;M;1
2015;Scienze dell'economia;LM-56;F;71
2015;Scienze dell'economia;LM-56;M;60
2015;Scienze dell'economia e della gestione aziendale;L-18;F;350
2015;Scienze dell'economia e della gestione aziendale;L-18;M;244
2015;Scienze dell'educazione degli adulti e della formazione continua;LM-57;F;2
2015;Scienze dell'educazione degli adulti e della formazione continua;LM-57;M;1
2015;Scienze dell'educazione e della formazione;L-19;F;56
2015;Scienze dell'educazione e della formazione;L-19;M;4
2015;Scienze dello spettacolo e produzione multimediale;LM-65;F;25
2015;Scienze dello spettacolo e produzione multimediale;LM-65;M;14
2015;Scienze dell'universo;LM-58;M;1
2015;Scienze e tecniche delle attività motorie preventive e adattate;LM-67;F;12
2015;Scienze e tecniche delle attività motorie preventive e adattate;LM-67;M;7
2015;Scienze e tecniche dell'edilizia;L-23;F;6
2015;Scienze e tecniche dell'edilizia;L-23;M;7
2015;Scienze e tecniche dello sport;LM-68;F;2
2015;Scienze e tecniche psicologiche;L-24;F;49
2015;Scienze e tecniche psicologiche;L-24;M;17
2015;Scienze e tecnologie agrarie;LM-69;F;7
2015;Scienze e tecnologie agrarie;LM-69;M;9
2015;Scienze e tecnologie agrarie e forestali;L-25;F;12
2015;Scienze e tecnologie agrarie e forestali;L-25;M;12
2015;Scienze e tecnologie agrarie, agroalimentari e forestali;L-25/L-26;F;1
2015;Scienze e tecnologie agrarie, agroalimentari e forestali;L-25/L-26;M;2
2015;Scienze e tecnologie alimentari;L-26;F;24
2015;Scienze e tecnologie alimentari;L-26;M;16
2015;Scienze e tecnologie alimentari;LM-70;F;16
2015;Scienze e tecnologie alimentari;LM-70;M;10
2015;Scienze e tecnologie chimiche;L-27;F;12
2015;Scienze e tecnologie chimiche;L-27;M;5
2015;Scienze e tecnologie della chimica industriale;LM-71;F;2
2015;Scienze e tecnologie della chimica industriale;LM-71;M;4
2015;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;4
2015;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;L-3;M;1
2015;Scienze e tecnologie farmaceutiche;L-29;F;6
2015;Scienze e tecnologie fisiche;L-30;F;7
2015;Scienze e tecnologie fisiche;L-30;M;8
2015;Scienze e tecnologie forestali ed ambientali;LM-73;M;1
2015;Scienze e tecnologie geologiche;LM-74;F;3
2015;Scienze e tecnologie geologiche;LM-74;M;2
2015;Scienze e tecnologie informatiche;L-31;F;13
2015;Scienze e tecnologie informatiche;L-31;M;18
2015;Scienze e tecnologie per l'ambiente e il territorio;LM-75;F;7
2015;Scienze e tecnologie per l'ambiente e il territorio;LM-75;M;4
2015;Scienze e tecnologie per l'ambiente e la natura;L-32;F;2
2015;Scienze e tecnologie per l'ambiente e la natura;L-32;M;3
2015;Scienze economiche;L-33;F;115
2015;Scienze economiche;L-33;M;105
2015;Scienze economiche per l'ambiente e la cultura;LM-76;F;20
2015;Scienze economiche per l'ambiente e la cultura;LM-76;M;10
2015;Scienze economico-aziendali;LM-77;F;228
2015;Scienze economico-aziendali;LM-77;M;112
2015;Scienze filosofiche;LM-78;F;2
2015;Scienze filosofiche;LM-78;M;12
2015;Scienze geologiche;L-34;F;2
2015;Scienze geologiche;L-34;M;7
2015;Scienze giuridiche;L-14;F;3
2015;Scienze giuridiche;L-14;M;1
2015;Scienze infermieristiche e ostetriche;LM/SNT1;F;7
2015;Scienze matematiche;L-35;F;6
2015;Scienze matematiche;L-35;M;3
2015;Scienze pedagogiche;LM-85;F;19
2015;Scienze pedagogiche;LM-85;M;2
2015;Scienze per la conservazione dei beni culturali;LM-11;F;15
2015;Scienze per la conservazione dei beni culturali;LM-11;M;12
2015;Scienze per la cooperazione allo sviluppo;LM-81;F;36
2015;Scienze per la cooperazione allo sviluppo;LM-81;M;21
2015;Scienze politiche e delle relazioni internazionali;L-36;F;105
2015;Scienze politiche e delle relazioni internazionali;L-36;M;64
2015;Scienze riabilitative delle professioni sanitarie;LM/SNT2;F;1
2015;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;F;7
2015;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;M;8
2015;Scienze sociologiche;L-40;F;1
2015;Scienze statistiche;L-41;M;1
2015;Scienze statistiche;LM-82;F;18
2015;Scienze statistiche;LM-82;M;18
2015;Scienze statistiche attuariali e finanziarie;LM-83;F;2
2015;Scienze statistiche attuariali e finanziarie;LM-83;M;1
2015;Scienze storiche;LM-84;F;3
2015;Scienze storiche;LM-84;M;6
2015;Scienze zootecniche e tecnologie delle produzioni animali;L-38;F;2
2015;Scienze zootecniche e tecnologie delle produzioni animali;L-38;M;3
2015;Servizio sociale;L-39;F;35
2015;Servizio sociale;L-39;M;1
2015;Servizio sociale e politiche sociali;LM-87;F;10
2015;Servizio sociale e politiche sociali;LM-87;M;3
2015;Sicurezza informatica;LM-66;M;1
2015;Sociologia;L-40;F;17
2015;Sociologia;L-40;M;5
2015;Sociologia e ricerca sociale;LM-88;F;12
2015;Sociologia e ricerca sociale;LM-88;M;5
2015;Specialistiche in architettura e ingegneria edile;LM-4;F;20
2015;Specialistiche in architettura e ingegneria edile;LM-4;M;21
2015;Specialistiche in biologia;LM-6;M;2
2015;Specialistiche in farmacia e farmacia industriale;LM-13;F;101
2015;Specialistiche in farmacia e farmacia industriale;LM-13;M;67
2015;Specialistiche in filologia e letterature dell'antichita;LM-15;F;1
2015;Specialistiche in filologia moderna;LM-14;F;1
2015;Specialistiche in finanza;LM-16;F;2
2015;Specialistiche in giurisprudenza;LM/SC-GIUR;F;4
2015;Specialistiche in giurisprudenza;LM/SC-GIUR;M;2
2015;Specialistiche in informatica;LM-18;M;3
2015;Specialistiche in ingegneria biomedica;LM-21;M;1
2015;Specialistiche in ingegneria chimica;LM-22;M;1
2015;Specialistiche in ingegneria civile;LM-23;F;1
2015;Specialistiche in ingegneria delle telecomunicazioni;LM-27;F;1
2015;Specialistiche in ingegneria elettronica;LM-29;M;1
2015;Specialistiche in ingegneria energetica e nucleare;LM-30;M;1
2015;Specialistiche in ingegneria informatica;LM-32;M;1
2015;Specialistiche in ingegneria meccanica;LM-33;F;1
2015;Specialistiche in lingue e letterature afroasiatiche;LM-36;M;1
2015;Specialistiche in lingue e letterature moderne euroamericane;LM-37;M;1
2015;Specialistiche in lingue straniere per la comunicazione internazionale;LM-38;F;3
2015;Specialistiche in medicina e chirurgia;LM-41;F;77
2015;Specialistiche in medicina e chirurgia;LM-41;M;106
2015;Specialistiche in medicina veterinaria;LM-42;F;12
2015;Specialistiche in medicina veterinaria;LM-42;M;12
2015;Specialistiche in odontoiatria e protesi dentaria;LM-46;F;4
2015;Specialistiche in odontoiatria e protesi dentaria;LM-46;M;6
2015;Specialistiche in programmazione e gestione delle politiche e dei servizi sociali;LM-87;F;1
2015;Specialistiche in programmazione e gestione delle politiche e dei servizi sociali;LM-87;M;1
2015;Specialistiche in relazioni internazionali;LM-52;M;2
2015;Specialistiche in scienze chimiche;LM-54;M;1
2015;Specialistiche in scienze della politica;LM-62;M;1
2015;Specialistiche in scienze dell'economia;LM-56;F;2
2015;Specialistiche in scienze dell'economia;LM-56;M;1
2015;Specialistiche in scienze dello spettacolo e della produzione multimediale;LM-65;F;1
2015;Specialistiche in scienze economiche per l'ambiente e la cultura;LM-76;F;1
2015;Specialistiche in scienze economico-aziendali;LM-77;F;3
2015;Specialistiche in scienze economico-aziendali;LM-77;M;1
2015;Specialistiche in scienze pedagogiche;LM-85;F;1
2015;Specialistiche in sociologia;LM-88;F;1
2015;Specialistiche in statistica economica, finanziaria ed attuariale;LM-83;F;1
2015;Specialistiche in storia dell'arte;LM-89;F;1
2015;Specialistiche in studi europei;LM-90;M;1
2015;Specialistiche in tecniche e metodi per la societa dell'informazione;LM-91;F;1
2015;Specialistiche in teorie e metodi del disegno industriale;LM-12;F;2
2015;Specialistiche in teorie e metodi del disegno industriale;LM-12;M;1
2015;Specialistiche nelle scienze della difesa e della sicurezza;LM/DS;F;1
2015;Specialistiche nelle scienze della difesa e della sicurezza;LM/DS;M;11
2015;Statistica;L-41;F;12
2015;Statistica;L-41;M;4
2015;Storia;L-42;F;4
2015;Storia;L-42;M;7
2015;Storia dell'arte;LM-89;F;11
2015;Storia dell'arte;LM-89;M;3
2015;Studi europei;LM-90;F;3
2015;Teorie della comunicazione;LM-92;F;16
2015;Teorie della comunicazione;LM-92;M;4
2015;Teorie e metodologie dell'e-learning e della media education;LM-93;F;3
2015;Teorie e metodologie dell'e-learning e della media education;LM-93;M;1
2015;Traduzione specialistica e interpretariato;LM-94;F;30
2015;Traduzione specialistica e interpretariato;LM-94;M;2
2015;Urbanistica e scienze della pianificazione territoriale e ambientale;L-21;F;1
2014;Antropologia culturale ed etnologia;LM-1;F;5
2014;Antropologia culturale ed etnologia;LM-1;M;3
2014;Archeologia;LM-2;F;5
2014;Archeologia;LM-2;M;7
2014;Architettura del paesaggio;LM-3;F;9
2014;Architettura del paesaggio;LM-3;M;4
2014;Architettura e ingegneria edile-architettura;LM-4;F;74
2014;Architettura e ingegneria edile-architettura;LM-4;M;41
2014;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;F;15
2014;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;M;14
2014;Archivistica e biblioteconomia;LM-5;F;1
2014;Archivistica e biblioteconomia;LM-5;M;1
2014;Beni culturali;L-1;F;25
2014;Beni culturali;L-1;M;5
2014;Biologia;LM-6;F;31
2014;Biologia;LM-6;M;6
2014;Biotecnologie;L-2;F;18
2014;Biotecnologie;L-2;M;5
2014;Biotecnologie industriali;LM-8;F;5
2014;Biotecnologie industriali;LM-8;M;2
2014;Biotecnologie mediche, veterinarie e farmaceutiche;LM-9;F;10
2014;Biotecnologie mediche, veterinarie e farmaceutiche;LM-9;M;7
2014;Classe non definita;LM-13;F;4
2014;Classe non definita;LM-13;M;6
2014;Classe non definita;LM-14;F;2
2014;Classe non definita;LM-23;M;1
2014;Classe non definita;LM-37;F;8
2014;Classe non definita;LM-41;F;2
2014;Classe non definita;LM-41;M;5
2014;Classe non definita;LM-4cu;F;1
2014;Classe non definita;LM-4cu;M;3
2014;Classe non definita;LM-52;F;2
2014;Classe non definita;LM-52;M;3
2014;Classe non definita;LM-59;F;1
2014;Classe non definita;LM-6;M;1
2014;Classe non definita;LM-60;F;1
2014;Classe non definita;LM-73;M;1
2014;Classe non definita;LM-77;F;2
2014;Classe non definita;LM-77;M;3
2014;Classe non definita;LM-82;F;1
2014;Classe non definita;LM-86;F;1
2014;Classe non definita;LM-89;F;2
2014;Classe non definita;LMG/01;F;4
2014;Classe non definita;LMG/01;M;3
2014;Design;LM-12;F;21
2014;Design;LM-12;M;13
2014;Diagnostica per la conservazione dei beni culturali;L-43;F;2
2014;Diagnostica per la conservazione dei beni culturali;L-43;M;2
2014;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;49
2014;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;M;13
2014;Disegno industriale;L-4;F;74
2014;Disegno industriale;L-4;M;33
2014;Farmacia e farmacia industriale;LM-13;F;10
2014;Farmacia e farmacia industriale;LM-13;M;9
2014;Filologia moderna;LM-14;F;62
2014;Filologia moderna;LM-14;M;18
2014;Filosofia;L-5;F;4
2014;Filosofia;L-5;M;3
2014;Finanza;LM-16;F;38
2014;Finanza;LM-16;M;18
2014;Fisica;LM-17;F;5
2014;Fisica;LM-17;M;5
2014;Geografia;L-6;F;1
2014;Informatica;LM-18;F;25
2014;Informatica;LM-18;M;56
2014;Informazione e sistemi editoriali;LM-19;F;6
2014;Ingegneria aerospaziale e astronautica;LM-20;M;6
2014;Ingegneria biomedica;LM-21;F;1
2014;Ingegneria biomedica;LM-21;M;6
2014;Ingegneria chimica;LM-22;F;5
2014;Ingegneria chimica;LM-22;M;18
2014;Ingegneria civile;LM-23;F;4
2014;Ingegneria civile;LM-23;M;26
2014;Ingegneria civile e ambientale;L-7;F;20
2014;Ingegneria civile e ambientale;L-7;M;43
2014;Ingegneria dei sistemi edilizi;LM-24;F;3
2014;Ingegneria dei sistemi edilizi;LM-24;M;6
2014;Ingegneria della sicurezza;LM-26;M;2
2014;Ingegneria dell'automazione;LM-25;F;3
2014;Ingegneria dell'automazione;LM-25;M;13
2014;Ingegneria delle telecomunicazioni;LM-27;F;9
2014;Ingegneria delle telecomunicazioni;LM-27;M;47
2014;Ingegneria dell'informazione;L-8;F;44
2014;Ingegneria dell'informazione;L-8;M;148
2014;Ingegneria elettrica;LM-28;F;5
2014;Ingegneria elettrica;LM-28;M;19
2014;Ingegneria elettronica;LM-29;F;5
2014;Ingegneria elettronica;LM-29;M;27
2014;Ingegneria gestionale;LM-31;F;10
2014;Ingegneria gestionale;LM-31;M;20
2014;Ingegneria industriale;L-9;F;50
2014;Ingegneria industriale;L-9;M;204
2014;Ingegneria informatica;LM-32;F;11
2014;Ingegneria informatica;LM-32;M;37
2014;Ingegneria meccanica;LM-33;F;7
2014;Ingegneria meccanica;LM-33;M;46
2014;Ingegneria navale;LM-34;F;1
2014;Ingegneria navale;LM-34;M;3
2014;Ingegneria per l'ambiente e il territorio;LM-35;M;4
2014;Lettere;L-10;F;42
2014;Lettere;L-10;M;17
2014;Lingue e culture moderne;L-11;F;204
2014;Lingue e culture moderne;L-11;M;24
2014;Lingue e letterature dell'Africa e dell'Asia;LM-36;F;5
2014;Lingue e letterature dell'Africa e dell'Asia;LM-36;M;3
2014;Lingue e letterature moderne europee e americane;LM-37;F;76
2014;Lingue e letterature moderne europee e americane;LM-37;M;12
2014;Lingue moderne per la comunicazione e la cooperazione internazionale;LM-38;F;74
2014;Lingue moderne per la comunicazione e la cooperazione internazionale;LM-38;M;12
2014;Linguistica;LM-39;F;15
2014;Linguistica;LM-39;M;2
2014;Magistrali in giurisprudenza;LMG/01;F;93
2014;Magistrali in giurisprudenza;LMG/01;M;49
2014;Matematica;LM-40;F;4
2014;Matematica;LM-40;M;6
2014;Mediazione linguistica;L-12;F;147
2014;Mediazione linguistica;L-12;M;33
2014;Medicina e chirurgia;LM-41;F;42
2014;Medicina e chirurgia;LM-41;M;31
2014;Medicina veterinaria;LM-42;F;3
2014;Medicina veterinaria;LM-42;M;3
2014;Modellistica matematico-fisica per l'ingegneria;LM-44;F;12
2014;Modellistica matematico-fisica per l'ingegneria;LM-44;M;19
2014;Musicologia e beni musicali;LM-45;F;3
2014;Organizzazione e gestione dei servizi per lo sport e le attività motorie;LM-47;F;3
2014;Pianificazione territoriale urbanistica e ambientale;LM-48;F;3
2014;Pianificazione territoriale urbanistica e ambientale;LM-48;M;3
2014;Professioni sanitarie della prevenzione;L/SNT4;F;1
2014;Professioni sanitarie della riabilitazione;L/SNT2;F;22
2014;Professioni sanitarie della riabilitazione;L/SNT2;M;28
2014;Professioni sanitarie tecniche;L/SNT3;F;28
2014;Professioni sanitarie tecniche;L/SNT3;M;11
2014;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;F;230
2014;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;M;45
2014;Progettazione e gestione dei sistemi turistici;LM-49;F;16
2014;Progettazione e gestione dei sistemi turistici;LM-49;M;4
2014;Programmazione e gestione dei servizi educativi;LM-50;F;9
2014;Psicologia;LM-51;F;62
2014;Psicologia;LM-51;M;5
2014;Relazioni internazionali;LM-52;F;75
2014;Relazioni internazionali;LM-52;M;37
2014;Scienza e ingegneria dei materiali;LM-53;F;13
2014;Scienza e ingegneria dei materiali;LM-53;M;14
2014;Scienze biologiche;L-13;F;24
2014;Scienze biologiche;L-13;M;8
2014;Scienze chimiche;LM-54;F;8
2014;Scienze chimiche;LM-54;M;3
2014;Scienze cognitive;LM-55;F;13
2014;Scienze cognitive;LM-55;M;8
2014;Scienze dei beni culturali;L-1;F;5
2014;Scienze dei beni culturali;L-1;M;1
2014;Scienze dei servizi giuridici;L-14;F;31
2014;Scienze dei servizi giuridici;L-14;M;16
