AnnoS;CorsoTIPO;AnnoNascita;SESSO;Lau
2020;Laurea;1996;M;11832
2020;Laurea Magistrale;1996;M;7630
2020;Laurea Magistrale Ciclo Unico;1996;M;1426
2020;Laurea;1997;F;28860
2020;Laurea Magistrale;1997;F;910
2020;Laurea Magistrale Ciclo Unico;1997;F;390
2020;Laurea;1997;M;19418
2020;Laurea Magistrale;1997;M;628
2020;Laurea Magistrale Ciclo Unico;1997;M;153
2020;Laurea;1998 e successivi;F;37272
2020;Laurea Magistrale;1998 e successivi;F;19
2020;Laurea Magistrale Ciclo Unico;1998 e successivi;F;6
2020;Laurea;1998 e successivi;M;24852
2020;Laurea Magistrale;1998 e successivi;M;25
2020;Laurea Magistrale Ciclo Unico;1998 e successivi;M;2
2019;Laurea;1979 e precedenti;F;3322
2019;Laurea Magistrale;1979 e precedenti;F;2141
2019;Laurea Magistrale Ciclo Unico;1979 e precedenti;F;613
2019;Vecchio Ordinamento;1979 e precedenti;F;620
2019;Laurea;1979 e precedenti;M;3662
2019;Laurea Magistrale;1979 e precedenti;M;1914
2019;Laurea Magistrale Ciclo Unico;1979 e precedenti;M;717
2019;Vecchio Ordinamento;1979 e precedenti;M;323
2019;Laurea;1980;F;270
2019;Laurea Magistrale;1980;F;215
2019;Laurea Magistrale Ciclo Unico;1980;F;85
2019;Vecchio Ordinamento;1980;F;68
2019;Laurea;1980;M;279
2019;Laurea Magistrale;1980;M;175
2019;Laurea Magistrale Ciclo Unico;1980;M;63
2019;Vecchio Ordinamento;1980;M;39
2019;Laurea;1981;F;281
2019;Laurea Magistrale;1981;F;270
2019;Laurea Magistrale Ciclo Unico;1981;F;124
2019;Vecchio Ordinamento;1981;F;50
2019;Laurea;1981;M;317
2019;Laurea Magistrale;1981;M;219
2019;Laurea Magistrale Ciclo Unico;1981;M;77
2019;Vecchio Ordinamento;1981;M;18
2019;Laurea;1982;F;339
2019;Laurea Magistrale;1982;F;304
2019;Laurea Magistrale Ciclo Unico;1982;F;142
2019;Vecchio Ordinamento;1982;F;14
2019;Laurea;1982;M;345
2019;Laurea Magistrale;1982;M;279
2019;Laurea Magistrale Ciclo Unico;1982;M;85
2019;Vecchio Ordinamento;1982;M;1
2019;Laurea;1983;F;404
2019;Laurea Magistrale;1983;F;399
2019;Laurea Magistrale Ciclo Unico;1983;F;197
2019;Vecchio Ordinamento;1983;F;9
2019;Laurea;1983;M;439
2019;Laurea Magistrale;1983;M;339
2019;Laurea Magistrale Ciclo Unico;1983;M;131
2019;Vecchio Ordinamento;1983;M;2
2019;Laurea;1984;F;468
2019;Laurea Magistrale;1984;F;522
2019;Laurea Magistrale Ciclo Unico;1984;F;280
2019;Vecchio Ordinamento;1984;F;8
2019;Laurea;1984;M;433
2019;Laurea Magistrale;1984;M;390
2019;Laurea Magistrale Ciclo Unico;1984;M;178
2019;Vecchio Ordinamento;1984;M;1
2019;Laurea;1985;F;514
2019;Laurea Magistrale;1985;F;571
2019;Laurea Magistrale Ciclo Unico;1985;F;324
2019;Vecchio Ordinamento;1985;F;12
2019;Laurea;1985;M;528
2019;Laurea Magistrale;1985;M;465
2019;Laurea Magistrale Ciclo Unico;1985;M;190
2019;Vecchio Ordinamento;1985;M;1
2019;Laurea;1986;F;657
2019;Laurea Magistrale;1986;F;745
2019;Laurea Magistrale Ciclo Unico;1986;F;404
2019;Vecchio Ordinamento;1986;F;12
2019;Laurea;1986;M;620
2019;Laurea Magistrale;1986;M;627
2019;Laurea Magistrale Ciclo Unico;1986;M;261
2019;Laurea;1987;F;729
2019;Laurea Magistrale;1987;F;1012
2019;Laurea Magistrale Ciclo Unico;1987;F;495
2019;Vecchio Ordinamento;1987;F;9
2019;Laurea;1987;M;795
2019;Laurea Magistrale;1987;M;832
2019;Laurea Magistrale Ciclo Unico;1987;M;326
2019;Vecchio Ordinamento;1987;M;1
2019;Laurea;1988;F;1030
2019;Laurea Magistrale;1988;F;1321
2019;Laurea Magistrale Ciclo Unico;1988;F;688
2019;Vecchio Ordinamento;1988;F;12
2019;Laurea;1988;M;1012
2019;Laurea Magistrale;1988;M;1180
2019;Laurea Magistrale Ciclo Unico;1988;M;448
2019;Laurea;1989;F;1222
2019;Laurea Magistrale;1989;F;1834
2019;Laurea Magistrale Ciclo Unico;1989;F;852
2019;Vecchio Ordinamento;1989;F;24
2019;Laurea;1989;M;1375
2019;Laurea Magistrale;1989;M;1714
2019;Laurea Magistrale Ciclo Unico;1989;M;579
2019;Vecchio Ordinamento;1989;M;1
2019;Laurea;1990;F;1774
2019;Laurea Magistrale;1990;F;2656
2019;Laurea Magistrale Ciclo Unico;1990;F;1331
2019;Vecchio Ordinamento;1990;F;7
2019;Laurea;1990;M;1975
2019;Laurea Magistrale;1990;M;2668
2019;Laurea Magistrale Ciclo Unico;1990;M;835
2019;Vecchio Ordinamento;1990;M;1
2019;Laurea;1991;F;2332
2019;Laurea Magistrale;1991;F;4321
2019;Laurea Magistrale Ciclo Unico;1991;F;1819
2019;Vecchio Ordinamento;1991;F;10
2019;Laurea;1991;M;2623
2019;Laurea Magistrale;1991;M;4131
2019;Laurea Magistrale Ciclo Unico;1991;M;1241
2019;Vecchio Ordinamento;1991;M;1
2019;Laurea;1992;F;3487
2019;Laurea Magistrale;1992;F;6969
2019;Laurea Magistrale Ciclo Unico;1992;F;2937
2019;Laurea;1992;M;3624
2019;Laurea Magistrale;1992;M;6302
2019;Laurea Magistrale Ciclo Unico;1992;M;1898
2019;Laurea;1993;F;5247
2019;Laurea Magistrale;1993;F;11470
2019;Laurea Magistrale Ciclo Unico;1993;F;4592
2019;Laurea;1993;M;5130
2019;Laurea Magistrale;1993;M;9098
2019;Laurea Magistrale Ciclo Unico;1993;M;2609
2019;Laurea;1994;F;7923
2019;Laurea Magistrale;1994;F;13319
2019;Laurea Magistrale Ciclo Unico;1994;F;6812
2019;Laurea;1994;M;7473
2019;Laurea Magistrale;1994;M;10433
2019;Laurea Magistrale Ciclo Unico;1994;M;3627
2019;Laurea;1995;F;14673
2019;Laurea Magistrale;1995;F;9619
2019;Laurea Magistrale Ciclo Unico;1995;F;3779
2019;Laurea;1995;M;11747
2019;Laurea Magistrale;1995;M;6870
2019;Laurea Magistrale Ciclo Unico;1995;M;1366
2019;Laurea;1996;F;29024
2019;Laurea Magistrale;1996;F;726
2019;Laurea Magistrale Ciclo Unico;1996;F;327
2019;Laurea;1996;M;19591
2019;Laurea Magistrale;1996;M;516
2019;Laurea Magistrale Ciclo Unico;1996;M;152
2019;Laurea;1997 e successivi;F;36288
2019;Laurea Magistrale;1997 e successivi;F;22
2019;Laurea Magistrale Ciclo Unico;1997 e successivi;F;3
2019;Laurea;1997 e successivi;M;23733
2019;Laurea Magistrale;1997 e successivi;M;13
2019;Laurea Magistrale Ciclo Unico;1997 e successivi;M;4
2018;Laurea;1978 e precedenti;F;3073
2018;Laurea Magistrale;1978 e precedenti;F;1894
2018;Laurea Magistrale Ciclo Unico;1978 e precedenti;F;520
2018;Vecchio Ordinamento;1978 e precedenti;F;611
2018;Laurea;1978 e precedenti;M;2905
2018;Laurea Magistrale;1978 e precedenti;M;1665
2018;Laurea Magistrale Ciclo Unico;1978 e precedenti;M;663
2018;Vecchio Ordinamento;1978 e precedenti;M;379
2018;Laurea;1979;F;249
2018;Laurea Magistrale;1979;F;159
2018;Laurea Magistrale Ciclo Unico;1979;F;75
2018;Vecchio Ordinamento;1979;F;69
2018;Laurea;1979;M;240
2018;Laurea Magistrale;1979;M;155
2018;Laurea Magistrale Ciclo Unico;1979;M;53
2018;Vecchio Ordinamento;1979;M;24
2018;Laurea;1980;F;271
2018;Laurea Magistrale;1980;F;168
2018;Laurea Magistrale Ciclo Unico;1980;F;75
2018;Vecchio Ordinamento;1980;F;69
2018;Laurea;1980;M;271
2018;Laurea Magistrale;1980;M;171
2018;Laurea Magistrale Ciclo Unico;1980;M;71
2018;Vecchio Ordinamento;1980;M;39
2018;Laurea;1981;F;279
2018;Laurea Magistrale;1981;F;233
2018;Laurea Magistrale Ciclo Unico;1981;F;129
2018;Vecchio Ordinamento;1981;F;72
2018;Laurea;1981;M;280
2018;Laurea Magistrale;1981;M;197
2018;Laurea Magistrale Ciclo Unico;1981;M;88
2018;Vecchio Ordinamento;1981;M;36
2018;Laurea;1982;F;391
2018;Laurea Magistrale;1982;F;350
2018;Laurea Magistrale Ciclo Unico;1982;F;167
2018;Vecchio Ordinamento;1982;F;32
2018;Laurea;1982;M;369
2018;Laurea Magistrale;1982;M;272
2018;Laurea Magistrale Ciclo Unico;1982;M;118
2018;Vecchio Ordinamento;1982;M;5
2018;Laurea;1983;F;386
2018;Laurea Magistrale;1983;F;434
2018;Laurea Magistrale Ciclo Unico;1983;F;238
2018;Vecchio Ordinamento;1983;F;12
2018;Laurea;1983;M;415
2018;Laurea Magistrale;1983;M;355
2018;Laurea Magistrale Ciclo Unico;1983;M;137
2018;Vecchio Ordinamento;1983;M;1
2018;Laurea;1984;F;507
2018;Laurea Magistrale;1984;F;516
2018;Laurea Magistrale Ciclo Unico;1984;F;311
2018;Vecchio Ordinamento;1984;F;12
2018;Laurea;1984;M;478
2018;Laurea Magistrale;1984;M;459
2018;Laurea Magistrale Ciclo Unico;1984;M;230
2018;Laurea;1985;F;638
2018;Laurea Magistrale;1985;F;622
2018;Laurea Magistrale Ciclo Unico;1985;F;435
2018;Vecchio Ordinamento;1985;F;13
2018;Laurea;1985;M;576
2018;Laurea Magistrale;1985;M;561
2018;Laurea Magistrale Ciclo Unico;1985;M;267
2018;Vecchio Ordinamento;1985;M;2
2018;Laurea;1986;F;739
2018;Laurea Magistrale;1986;F;797
2018;Laurea Magistrale Ciclo Unico;1986;F;513
2018;Vecchio Ordinamento;1986;F;26
2018;Laurea;1986;M;720
2018;Laurea Magistrale;1986;M;755
2018;Laurea Magistrale Ciclo Unico;1986;M;319
2018;Vecchio Ordinamento;1986;M;2
2018;Laurea;1987;F;907
2018;Laurea Magistrale;1987;F;1109
2018;Laurea Magistrale Ciclo Unico;1987;F;704
2018;Vecchio Ordinamento;1987;F;17
2018;Laurea;1987;M;874
2018;Laurea Magistrale;1987;M;1099
2018;Laurea Magistrale Ciclo Unico;1987;M;514
2018;Laurea;1988;F;1232
2018;Laurea Magistrale;1988;F;1707
2018;Laurea Magistrale Ciclo Unico;1988;F;924
2018;Vecchio Ordinamento;1988;F;22
2018;Laurea;1988;M;1309
2018;Laurea Magistrale;1988;M;1654
2018;Laurea Magistrale Ciclo Unico;1988;M;649
2018;Laurea;1989;F;1699
2018;Laurea Magistrale;1989;F;2581
2018;Laurea Magistrale Ciclo Unico;1989;F;1295
2018;Vecchio Ordinamento;1989;F;16
2018;Laurea;1989;M;1723
2018;Laurea Magistrale;1989;M;2552
2018;Laurea Magistrale Ciclo Unico;1989;M;844
2018;Vecchio Ordinamento;1989;M;2
2018;Laurea;1990;F;2385
2018;Laurea Magistrale;1990;F;4232
2018;Laurea Magistrale Ciclo Unico;1990;F;1969
2018;Vecchio Ordinamento;1990;F;32
2018;Laurea;1990;M;2459
2018;Laurea Magistrale;1990;M;3896
2018;Laurea Magistrale Ciclo Unico;1990;M;1364
2018;Laurea;1991;F;3529
2018;Laurea Magistrale;1991;F;6682
2018;Laurea Magistrale Ciclo Unico;1991;F;3072
2018;Vecchio Ordinamento;1991;F;22
2018;Laurea;1991;M;3575
2018;Laurea Magistrale;1991;M;5944
2018;Laurea Magistrale Ciclo Unico;1991;M;2006
2018;Laurea;1992;F;5444
2018;Laurea Magistrale;1992;F;11082
2018;Laurea Magistrale Ciclo Unico;1992;F;5096
2018;Laurea;1992;M;4968
2018;Laurea Magistrale;1992;M;8804
2018;Laurea Magistrale Ciclo Unico;1992;M;2928
2018;Laurea;1993;F;8525
2018;Laurea Magistrale;1993;F;12713
2018;Laurea Magistrale Ciclo Unico;1993;F;6601
2018;Laurea;1993;M;7673
2018;Laurea Magistrale;1993;M;9645
2018;Laurea Magistrale Ciclo Unico;1993;M;3577
2018;Laurea;1994;F;14723
2018;Laurea Magistrale;1994;F;8533
2018;Laurea Magistrale Ciclo Unico;1994;F;3543
2018;Laurea;1994;M;11521
2018;Laurea Magistrale;1994;M;6150
2018;Laurea Magistrale Ciclo Unico;1994;M;1345
2018;Laurea;1995;F;28054
2018;Laurea Magistrale;1995;F;606
2018;Laurea Magistrale Ciclo Unico;1995;F;320
2018;Laurea;1995;M;18222
2018;Laurea Magistrale;1995;M;434
2018;Laurea Magistrale Ciclo Unico;1995;M;130
2018;Laurea;1996 e successivi;F;32677
2018;Laurea Magistrale;1996 e successivi;F;13
2018;Laurea Magistrale Ciclo Unico;1996 e successivi;F;4
2018;Laurea;1996 e successivi;M;21964
2018;Laurea Magistrale;1996 e successivi;M;9
2018;Laurea Magistrale Ciclo Unico;1996 e successivi;M;4
2017;Laurea;1977 e precedenti;F;2720
2017;Laurea Magistrale;1977 e precedenti;F;1952
2017;Laurea Magistrale Ciclo Unico;1977 e precedenti;F;554
2017;Vecchio Ordinamento;1977 e precedenti;F;711
2017;Laurea;1977 e precedenti;M;2782
2017;Laurea Magistrale;1977 e precedenti;M;1456
2017;Laurea Magistrale Ciclo Unico;1977 e precedenti;M;714
2017;Vecchio Ordinamento;1977 e precedenti;M;464
2017;Laurea;1978;F;242
2017;Laurea Magistrale;1978;F;142
2017;Laurea Magistrale Ciclo Unico;1978;F;78
2017;Vecchio Ordinamento;1978;F;92
2017;Laurea;1978;M;242
2017;Laurea Magistrale;1978;M;148
2017;Laurea Magistrale Ciclo Unico;1978;M;68
2017;Vecchio Ordinamento;1978;M;46
2017;Laurea;1979;F;242
2017;Laurea Magistrale;1979;F;170
2017;Laurea Magistrale Ciclo Unico;1979;F;105
2017;Vecchio Ordinamento;1979;F;106
2017;Laurea;1979;M;254
2017;Laurea Magistrale;1979;M;159
2017;Laurea Magistrale Ciclo Unico;1979;M;63
2017;Vecchio Ordinamento;1979;M;42
2017;Laurea;1980;F;274
2017;Laurea Magistrale;1980;F;226
2017;Laurea Magistrale Ciclo Unico;1980;F;88
2017;Vecchio Ordinamento;1980;F;96
2017;Laurea;1980;M;277
2017;Laurea Magistrale;1980;M;157
2017;Laurea Magistrale Ciclo Unico;1980;M;79
2017;Vecchio Ordinamento;1980;M;43
2017;Laurea;1981;F;316
2017;Laurea Magistrale;1981;F;297
2017;Laurea Magistrale Ciclo Unico;1981;F;125
2017;Vecchio Ordinamento;1981;F;86
2017;Laurea;1981;M;321
2017;Laurea Magistrale;1981;M;225
2017;Laurea Magistrale Ciclo Unico;1981;M;99
2017;Vecchio Ordinamento;1981;M;40
2017;Laurea;1982;F;406
2017;Laurea Magistrale;1982;F;319
2017;Laurea Magistrale Ciclo Unico;1982;F;209
2017;Vecchio Ordinamento;1982;F;34
2017;Laurea;1982;M;361
2017;Laurea Magistrale;1982;M;312
2017;Laurea Magistrale Ciclo Unico;1982;M;152
2017;Vecchio Ordinamento;1982;M;11
2017;Laurea;1983;F;499
2017;Laurea Magistrale;1983;F;506
2017;Laurea Magistrale Ciclo Unico;1983;F;291
2017;Vecchio Ordinamento;1983;F;32
2017;Laurea;1983;M;468
2017;Laurea Magistrale;1983;M;428
2017;Laurea Magistrale Ciclo Unico;1983;M;224
2017;Vecchio Ordinamento;1983;M;4
2017;Laurea;1984;F;624
2017;Laurea Magistrale;1984;F;648
2017;Laurea Magistrale Ciclo Unico;1984;F;396
2017;Vecchio Ordinamento;1984;F;27
2017;Laurea;1984;M;531
2017;Laurea Magistrale;1984;M;560
2017;Laurea Magistrale Ciclo Unico;1984;M;269
2017;Vecchio Ordinamento;1984;M;2
2017;Laurea;1985;F;798
2017;Laurea Magistrale;1985;F;863
2017;Laurea Magistrale Ciclo Unico;1985;F;503
2017;Vecchio Ordinamento;1985;F;30
2017;Laurea;1985;M;703
2017;Laurea Magistrale;1985;M;743
2017;Laurea Magistrale Ciclo Unico;1985;M;364
2017;Vecchio Ordinamento;1985;M;3
2017;Laurea;1986;F;917
2017;Laurea Magistrale;1986;F;1138
2017;Laurea Magistrale Ciclo Unico;1986;F;651
2017;Vecchio Ordinamento;1986;F;27
2017;Laurea;1986;M;883
2017;Laurea Magistrale;1986;M;1057
2017;Laurea Magistrale Ciclo Unico;1986;M;438
2017;Vecchio Ordinamento;1986;M;6
2017;Laurea;1987;F;1357
2017;Laurea Magistrale;1987;F;1692
2017;Laurea Magistrale Ciclo Unico;1987;F;874
2017;Vecchio Ordinamento;1987;F;30
2017;Laurea;1987;M;1265
2017;Laurea Magistrale;1987;M;1550
2017;Laurea Magistrale Ciclo Unico;1987;M;643
2017;Vecchio Ordinamento;1987;M;2
2017;Laurea;1988;F;1842
2017;Laurea Magistrale;1988;F;2638
2017;Laurea Magistrale Ciclo Unico;1988;F;1286
2017;Vecchio Ordinamento;1988;F;48
2017;Laurea;1988;M;1736
2017;Laurea Magistrale;1988;M;2400
2017;Laurea Magistrale Ciclo Unico;1988;M;853
2017;Laurea;1989;F;2504
2017;Laurea Magistrale;1989;F;4141
2017;Laurea Magistrale Ciclo Unico;1989;F;1918
2017;Vecchio Ordinamento;1989;F;48
2017;Laurea;1989;M;2514
2017;Laurea Magistrale;1989;M;3818
2017;Laurea Magistrale Ciclo Unico;1989;M;1266
2017;Vecchio Ordinamento;1989;M;2
2017;Laurea;1990;F;3658
2017;Laurea Magistrale;1990;F;6820
2017;Laurea Magistrale Ciclo Unico;1990;F;2869
2017;Vecchio Ordinamento;1990;F;51
2017;Laurea;1990;M;3559
2017;Laurea Magistrale;1990;M;5790
2017;Laurea Magistrale Ciclo Unico;1990;M;1944
2017;Vecchio Ordinamento;1990;M;1
2017;Laurea;1991;F;5436
2017;Laurea Magistrale;1991;F;10928
2017;Laurea Magistrale Ciclo Unico;1991;F;4906
2017;Vecchio Ordinamento;1991;F;47
2017;Laurea;1991;M;5176
2017;Laurea Magistrale;1991;M;8166
2017;Laurea Magistrale Ciclo Unico;1991;M;2840
2017;Vecchio Ordinamento;1991;M;5
2017;Laurea;1992;F;8936
2017;Laurea Magistrale;1992;F;12495
2017;Laurea Magistrale Ciclo Unico;1992;F;6780
2017;Laurea;1992;M;7827
2017;Laurea Magistrale;1992;M;9181
2017;Laurea Magistrale Ciclo Unico;1992;M;3599
2017;Laurea;1993;F;15406
2017;Laurea Magistrale;1993;F;7803
2017;Laurea Magistrale Ciclo Unico;1993;F;3451
2017;Laurea;1993;M;11800
2017;Laurea Magistrale;1993;M;5251
2017;Laurea Magistrale Ciclo Unico;1993;M;1397
2017;Laurea;1994;F;27572
2017;Laurea Magistrale;1994;F;535
2017;Laurea Magistrale Ciclo Unico;1994;F;333
2017;Laurea;1994;M;17351
2017;Laurea Magistrale;1994;M;434
2017;Laurea Magistrale Ciclo Unico;1994;M;158
2017;Laurea;1995 e successivi;F;29711
2017;Laurea Magistrale;1995 e successivi;F;13
2017;Laurea Magistrale Ciclo Unico;1995 e successivi;F;2
2017;Laurea;1995 e successivi;M;19071
2017;Laurea Magistrale;1995 e successivi;M;7
2017;Laurea Magistrale Ciclo Unico;1995 e successivi;M;4
2016;Laurea;1976 e precedenti;F;2821
2016;Laurea Magistrale;1976 e precedenti;F;1894
2016;Laurea Magistrale Ciclo Unico;1976 e precedenti;F;442
2016;Vecchio Ordinamento;1976 e precedenti;F;854
2016;Laurea;1976 e precedenti;M;2607
2016;Laurea Magistrale;1976 e precedenti;M;1408
2016;Laurea Magistrale Ciclo Unico;1976 e precedenti;M;849
2016;Vecchio Ordinamento;1976 e precedenti;M;482
2016;Laurea;1977;F;253
2016;Laurea Magistrale;1977;F;146
2016;Laurea Magistrale Ciclo Unico;1977;F;64
2016;Vecchio Ordinamento;1977;F;126
2016;Laurea;1977;M;271
2016;Laurea Magistrale;1977;M;132
2016;Laurea Magistrale Ciclo Unico;1977;M;57
2016;Vecchio Ordinamento;1977;M;56
2016;Laurea;1978;F;291
2016;Laurea Magistrale;1978;F;147
2016;Laurea Magistrale Ciclo Unico;1978;F;66
2016;Vecchio Ordinamento;1978;F;136
2016;Laurea;1978;M;221
2016;Laurea Magistrale;1978;M;130
2016;Laurea Magistrale Ciclo Unico;1978;M;80
2016;Vecchio Ordinamento;1978;M;65
2016;Laurea;1979;F;291
2016;Laurea Magistrale;1979;F;198
2016;Laurea Magistrale Ciclo Unico;1979;F;78
2016;Vecchio Ordinamento;1979;F;139
2016;Laurea;1979;M;264
2016;Laurea Magistrale;1979;M;151
2016;Laurea Magistrale Ciclo Unico;1979;M;88
2016;Vecchio Ordinamento;1979;M;59
2016;Laurea;1980;F;356
2016;Laurea Magistrale;1980;F;229
2016;Laurea Magistrale Ciclo Unico;1980;F;104
2016;Vecchio Ordinamento;1980;F;163
2016;Laurea;1980;M;302
2016;Laurea Magistrale;1980;M;181
2016;Laurea Magistrale Ciclo Unico;1980;M;91
2016;Vecchio Ordinamento;1980;M;66
2016;Laurea;1981;F;380
2016;Laurea Magistrale;1981;F;268
2016;Laurea Magistrale Ciclo Unico;1981;F;138
2016;Vecchio Ordinamento;1981;F;149
2016;Laurea;1981;M;347
2016;Laurea Magistrale;1981;M;234
2016;Laurea Magistrale Ciclo Unico;1981;M;116
2016;Vecchio Ordinamento;1981;M;62
2016;Laurea;1982;F;503
2016;Laurea Magistrale;1982;F;482
2016;Laurea Magistrale Ciclo Unico;1982;F;233
2016;Vecchio Ordinamento;1982;F;81
2016;Laurea;1982;M;462
2016;Laurea Magistrale;1982;M;382
2016;Laurea Magistrale Ciclo Unico;1982;M;172
2016;Vecchio Ordinamento;1982;M;22
2016;Laurea;1983;F;641
2016;Laurea Magistrale;1983;F;604
2016;Laurea Magistrale Ciclo Unico;1983;F;316
2016;Vecchio Ordinamento;1983;F;46
2016;Laurea;1983;M;547
2016;Laurea Magistrale;1983;M;516
2016;Laurea Magistrale Ciclo Unico;1983;M;254
2016;Vecchio Ordinamento;1983;M;4
2016;Laurea;1984;F;795
2016;Laurea Magistrale;1984;F;846
2016;Laurea Magistrale Ciclo Unico;1984;F;507
2016;Vecchio Ordinamento;1984;F;54
2016;Laurea;1984;M;670
2016;Laurea Magistrale;1984;M;707
2016;Laurea Magistrale Ciclo Unico;1984;M;369
2016;Vecchio Ordinamento;1984;M;4
2016;Laurea;1985;F;985
2016;Laurea Magistrale;1985;F;1189
2016;Laurea Magistrale Ciclo Unico;1985;F;655
2016;Vecchio Ordinamento;1985;F;52
2016;Laurea;1985;M;899
2016;Laurea Magistrale;1985;M;1076
2016;Laurea Magistrale Ciclo Unico;1985;M;506
2016;Vecchio Ordinamento;1985;M;2
2016;Laurea;1986;F;1397
2016;Laurea Magistrale;1986;F;1634
2016;Laurea Magistrale Ciclo Unico;1986;F;862
2016;Vecchio Ordinamento;1986;F;59
2016;Laurea;1986;M;1275
2016;Laurea Magistrale;1986;M;1505
2016;Laurea Magistrale Ciclo Unico;1986;M;672
2016;Vecchio Ordinamento;1986;M;8
2016;Laurea;1987;F;1809
2016;Laurea Magistrale;1987;F;2533
2016;Laurea Magistrale Ciclo Unico;1987;F;1187
2016;Vecchio Ordinamento;1987;F;60
2016;Laurea;1987;M;1803
2016;Laurea Magistrale;1987;M;2309
2016;Laurea Magistrale Ciclo Unico;1987;M;860
2016;Laurea;1988;F;2616
2016;Laurea Magistrale;1988;F;4229
2016;Laurea Magistrale Ciclo Unico;1988;F;1905
2016;Vecchio Ordinamento;1988;F;82
2016;Laurea;1988;M;2539
2016;Laurea Magistrale;1988;M;3847
2016;Laurea Magistrale Ciclo Unico;1988;M;1294
2016;Vecchio Ordinamento;1988;M;3
2016;Laurea;1989;F;3753
2016;Laurea Magistrale;1989;F;6792
2016;Laurea Magistrale Ciclo Unico;1989;F;2777
2016;Vecchio Ordinamento;1989;F;143
2016;Laurea;1989;M;3500
2016;Laurea Magistrale;1989;M;5634
2016;Laurea Magistrale Ciclo Unico;1989;M;1813
2016;Vecchio Ordinamento;1989;M;5
2016;Laurea;1990;F;5662
2016;Laurea Magistrale;1990;F;10730
2016;Laurea Magistrale Ciclo Unico;1990;F;4613
2016;Vecchio Ordinamento;1990;F;134
2016;Laurea;1990;M;5312
2016;Laurea Magistrale;1990;M;7928
2016;Laurea Magistrale Ciclo Unico;1990;M;2712
2016;Vecchio Ordinamento;1990;M;5
2016;Laurea;1991;F;8933
2016;Laurea Magistrale;1991;F;12100
2016;Laurea Magistrale Ciclo Unico;1991;F;6167
2016;Vecchio Ordinamento;1991;F;168
2016;Laurea;1991;M;7732
2016;Laurea Magistrale;1991;M;8719
2016;Laurea Magistrale Ciclo Unico;1991;M;3385
2016;Vecchio Ordinamento;1991;M;3
2016;Laurea;1992;F;15949
2016;Laurea Magistrale;1992;F;7441
2016;Laurea Magistrale Ciclo Unico;1992;F;3370
2016;Vecchio Ordinamento;1992;F;6
2016;Laurea;1992;M;12091
2016;Laurea Magistrale;1992;M;4979
2016;Laurea Magistrale Ciclo Unico;1992;M;1422
2016;Laurea;1993;F;27716
2016;Laurea Magistrale;1993;F;559
2016;Laurea Magistrale Ciclo Unico;1993;F;354
2016;Laurea;1993;M;17477
2016;Laurea Magistrale;1993;M;359
2016;Laurea Magistrale Ciclo Unico;1993;M;180
2016;Laurea;1994 e successivi;F;27103
2016;Laurea Magistrale;1994 e successivi;F;8
2016;Laurea Magistrale Ciclo Unico;1994 e successivi;F;2
2016;Laurea;1994 e successivi;M;17297
2016;Laurea Magistrale;1994 e successivi;M;10
2016;Laurea Magistrale Ciclo Unico;1994 e successivi;M;1
2015;Laurea;1975 e precedenti;F;3157
2015;Laurea Magistrale;1975 e precedenti;F;1988
2015;Laurea Magistrale Ciclo Unico;1975 e precedenti;F;332
2015;Vecchio Ordinamento;1975 e precedenti;F;1060
2015;Laurea;1975 e precedenti;M;3013
2015;Laurea Magistrale;1975 e precedenti;M;1442
2015;Laurea Magistrale Ciclo Unico;1975 e precedenti;M;739
2015;Vecchio Ordinamento;1975 e precedenti;M;575
2015;Laurea;1976;F;296
2015;Laurea Magistrale;1976;F;161
2015;Laurea Magistrale Ciclo Unico;1976;F;52
2015;Vecchio Ordinamento;1976;F;158
2015;Laurea;1976;M;248
2015;Laurea Magistrale;1976;M;113
2015;Laurea Magistrale Ciclo Unico;1976;M;57
2015;Vecchio Ordinamento;1976;M;81
2015;Laurea;1977;F;312
2015;Laurea Magistrale;1977;F;156
2015;Laurea Magistrale Ciclo Unico;1977;F;56
2015;Vecchio Ordinamento;1977;F;168
2015;Laurea;1977;M;330
2015;Laurea Magistrale;1977;M;123
2015;Laurea Magistrale Ciclo Unico;1977;M;60
2015;Vecchio Ordinamento;1977;M;64
2015;Laurea;1978;F;308
2015;Laurea Magistrale;1978;F;173
2015;Laurea Magistrale Ciclo Unico;1978;F;54
2015;Vecchio Ordinamento;1978;F;210
2015;Laurea;1978;M;311
2015;Laurea Magistrale;1978;M;133
2015;Laurea Magistrale Ciclo Unico;1978;M;73
2015;Vecchio Ordinamento;1978;M;76
2015;Laurea;1979;F;357
2015;Laurea Magistrale;1979;F;207
2015;Laurea Magistrale Ciclo Unico;1979;F;72
2015;Vecchio Ordinamento;1979;F;224
2015;Laurea;1979;M;339
2015;Laurea Magistrale;1979;M;150
2015;Laurea Magistrale Ciclo Unico;1979;M;83
2015;Vecchio Ordinamento;1979;M;83
2015;Laurea;1980;F;403
2015;Laurea Magistrale;1980;F;259
2015;Laurea Magistrale Ciclo Unico;1980;F;71
2015;Vecchio Ordinamento;1980;F;229
2015;Laurea;1980;M;369
2015;Laurea Magistrale;1980;M;228
2015;Laurea Magistrale Ciclo Unico;1980;M;99
2015;Vecchio Ordinamento;1980;M;91
2015;Laurea;1981;F;502
2015;Laurea Magistrale;1981;F;366
2015;Laurea Magistrale Ciclo Unico;1981;F;138
