AnnoS;CorsoTIPO;AnnoNascita;SESSO;Lau
2015;Vecchio Ordinamento;1981;F;266
2015;Laurea;1981;M;470
2015;Laurea Magistrale;1981;M;302
2015;Laurea Magistrale Ciclo Unico;1981;M;153
2015;Vecchio Ordinamento;1981;M;92
2015;Laurea;1982;F;660
2015;Laurea Magistrale;1982;F;624
2015;Laurea Magistrale Ciclo Unico;1982;F;248
2015;Vecchio Ordinamento;1982;F;116
2015;Laurea;1982;M;590
2015;Laurea Magistrale;1982;M;491
2015;Laurea Magistrale Ciclo Unico;1982;M;215
2015;Vecchio Ordinamento;1982;M;30
2015;Laurea;1983;F;859
2015;Laurea Magistrale;1983;F;864
2015;Laurea Magistrale Ciclo Unico;1983;F;394
2015;Vecchio Ordinamento;1983;F;105
2015;Laurea;1983;M;708
2015;Laurea Magistrale;1983;M;686
2015;Laurea Magistrale Ciclo Unico;1983;M;303
2015;Vecchio Ordinamento;1983;M;3
2015;Laurea;1984;F;1072
2015;Laurea Magistrale;1984;F;1227
2015;Laurea Magistrale Ciclo Unico;1984;F;550
2015;Vecchio Ordinamento;1984;F;83
2015;Laurea;1984;M;953
2015;Laurea Magistrale;1984;M;995
2015;Laurea Magistrale Ciclo Unico;1984;M;461
2015;Vecchio Ordinamento;1984;M;6
2015;Laurea;1985;F;1429
2015;Laurea Magistrale;1985;F;1633
2015;Laurea Magistrale Ciclo Unico;1985;F;830
2015;Vecchio Ordinamento;1985;F;105
2015;Laurea;1985;M;1233
2015;Laurea Magistrale;1985;M;1478
2015;Laurea Magistrale Ciclo Unico;1985;M;627
2015;Vecchio Ordinamento;1985;M;8
2015;Laurea;1986;F;1905
2015;Laurea Magistrale;1986;F;2526
2015;Laurea Magistrale Ciclo Unico;1986;F;1155
2015;Vecchio Ordinamento;1986;F;115
2015;Laurea;1986;M;1812
2015;Laurea Magistrale;1986;M;2251
2015;Laurea Magistrale Ciclo Unico;1986;M;846
2015;Vecchio Ordinamento;1986;M;8
2015;Laurea;1987;F;2754
2015;Laurea Magistrale;1987;F;3984
2015;Laurea Magistrale Ciclo Unico;1987;F;1781
2015;Vecchio Ordinamento;1987;F;127
2015;Laurea;1987;M;2412
2015;Laurea Magistrale;1987;M;3451
2015;Laurea Magistrale Ciclo Unico;1987;M;1236
2015;Vecchio Ordinamento;1987;M;3
2015;Laurea;1988;F;3850
2015;Laurea Magistrale;1988;F;6721
2015;Laurea Magistrale Ciclo Unico;1988;F;2845
2015;Vecchio Ordinamento;1988;F;202
2015;Laurea;1988;M;3668
2015;Laurea Magistrale;1988;M;5645
2015;Laurea Magistrale Ciclo Unico;1988;M;1757
2015;Vecchio Ordinamento;1988;M;7
2015;Laurea;1989;F;5799
2015;Laurea Magistrale;1989;F;10624
2015;Laurea Magistrale Ciclo Unico;1989;F;4141
2015;Vecchio Ordinamento;1989;F;278
2015;Laurea;1989;M;5187
2015;Laurea Magistrale;1989;M;7804
2015;Laurea Magistrale Ciclo Unico;1989;M;2372
2015;Vecchio Ordinamento;1989;M;8
2015;Laurea;1990;F;9080
2015;Laurea Magistrale;1990;F;11558
2015;Laurea Magistrale Ciclo Unico;1990;F;5744
2015;Vecchio Ordinamento;1990;F;392
2015;Laurea;1990;M;7628
2015;Laurea Magistrale;1990;M;8434
2015;Laurea Magistrale Ciclo Unico;1990;M;3245
2015;Vecchio Ordinamento;1990;M;4
2015;Laurea;1991;F;15719
2015;Laurea Magistrale;1991;F;6848
2015;Laurea Magistrale Ciclo Unico;1991;F;2640
2015;Vecchio Ordinamento;1991;F;459
2015;Laurea;1991;M;11598
2015;Laurea Magistrale;1991;M;4490
2015;Laurea Magistrale Ciclo Unico;1991;M;1387
2015;Vecchio Ordinamento;1991;M;10
2015;Laurea;1992;F;27840
2015;Laurea Magistrale;1992;F;601
2015;Laurea Magistrale Ciclo Unico;1992;F;321
2015;Vecchio Ordinamento;1992;F;16
2015;Laurea;1992;M;17023
2015;Laurea Magistrale;1992;M;384
2015;Laurea Magistrale Ciclo Unico;1992;M;168
2015;Laurea;1993 e successivi;F;25494
2015;Laurea Magistrale;1993 e successivi;F;18
2015;Laurea Magistrale Ciclo Unico;1993 e successivi;F;7
2015;Laurea;1993 e successivi;M;15603
2015;Laurea Magistrale;1993 e successivi;M;6
2015;Laurea Magistrale Ciclo Unico;1993 e successivi;M;3
2014;Laurea;1974 e precedenti;F;3689
2014;Laurea Magistrale;1974 e precedenti;F;2144
2014;Laurea Magistrale Ciclo Unico;1974 e precedenti;F;375
2014;Vecchio Ordinamento;1974 e precedenti;F;1265
2014;Laurea;1974 e precedenti;M;3263
2014;Laurea Magistrale;1974 e precedenti;M;1425
2014;Laurea Magistrale Ciclo Unico;1974 e precedenti;M;872
2014;Vecchio Ordinamento;1974 e precedenti;M;703
2014;Laurea;1975;F;312
2014;Laurea Magistrale;1975;F;165
2014;Laurea Magistrale Ciclo Unico;1975;F;44
2014;Vecchio Ordinamento;1975;F;217
2014;Laurea;1975;M;327
2014;Laurea Magistrale;1975;M;131
2014;Laurea Magistrale Ciclo Unico;1975;M;81
2014;Vecchio Ordinamento;1975;M;83
2014;Laurea;1976;F;357
2014;Laurea Magistrale;1976;F;191
2014;Laurea Magistrale Ciclo Unico;1976;F;58
2014;Vecchio Ordinamento;1976;F;268
2014;Laurea;1976;M;310
2014;Laurea Magistrale;1976;M;126
2014;Laurea Magistrale Ciclo Unico;1976;M;72
2014;Vecchio Ordinamento;1976;M;88
2014;Laurea;1977;F;380
2014;Laurea Magistrale;1977;F;201
2014;Laurea Magistrale Ciclo Unico;1977;F;65
2014;Vecchio Ordinamento;1977;F;312
2014;Laurea;1977;M;335
2014;Laurea Magistrale;1977;M;131
2014;Laurea Magistrale Ciclo Unico;1977;M;73
2014;Vecchio Ordinamento;1977;M;119
2014;Laurea;1978;F;378
2014;Laurea Magistrale;1978;F;217
2014;Laurea Magistrale Ciclo Unico;1978;F;78
2014;Vecchio Ordinamento;1978;F;331
2014;Laurea;1978;M;376
2014;Laurea Magistrale;1978;M;171
2014;Laurea Magistrale Ciclo Unico;1978;M;95
2014;Vecchio Ordinamento;1978;M;112
2014;Laurea;1979;F;494
2014;Laurea Magistrale;1979;F;274
2014;Laurea Magistrale Ciclo Unico;1979;F;91
2014;Vecchio Ordinamento;1979;F;370
2014;Laurea;1979;M;384
2014;Laurea Magistrale;1979;M;201
2014;Laurea Magistrale Ciclo Unico;1979;M;94
2014;Vecchio Ordinamento;1979;M;133
2014;Laurea;1980;F;521
2014;Laurea Magistrale;1980;F;319
2014;Laurea Magistrale Ciclo Unico;1980;F;98
2014;Vecchio Ordinamento;1980;F;389
2014;Laurea;1980;M;500
2014;Laurea Magistrale;1980;M;270
2014;Laurea Magistrale Ciclo Unico;1980;M;146
2014;Vecchio Ordinamento;1980;M;145
2014;Laurea;1981;F;700
2014;Laurea Magistrale;1981;F;508
2014;Laurea Magistrale Ciclo Unico;1981;F;173
2014;Vecchio Ordinamento;1981;F;411
2014;Laurea;1981;M;618
2014;Laurea Magistrale;1981;M;402
2014;Laurea Magistrale Ciclo Unico;1981;M;162
2014;Vecchio Ordinamento;1981;M;126
2014;Laurea;1982;F;886
2014;Laurea Magistrale;1982;F;835
2014;Laurea Magistrale Ciclo Unico;1982;F;308
2014;Vecchio Ordinamento;1982;F;245
2014;Laurea;1982;M;810
2014;Laurea Magistrale;1982;M;790
2014;Laurea Magistrale Ciclo Unico;1982;M;251
2014;Vecchio Ordinamento;1982;M;37
2014;Laurea;1983;F;1161
2014;Laurea Magistrale;1983;F;1235
2014;Laurea Magistrale Ciclo Unico;1983;F;566
2014;Vecchio Ordinamento;1983;F;199
2014;Laurea;1983;M;980
2014;Laurea Magistrale;1983;M;1006
2014;Laurea Magistrale Ciclo Unico;1983;M;405
2014;Vecchio Ordinamento;1983;M;15
2014;Laurea;1984;F;1484
2014;Laurea Magistrale;1984;F;1825
2014;Laurea Magistrale Ciclo Unico;1984;F;834
2014;Vecchio Ordinamento;1984;F;192
2014;Laurea;1984;M;1403
2014;Laurea Magistrale;1984;M;1544
2014;Laurea Magistrale Ciclo Unico;1984;M;561
2014;Vecchio Ordinamento;1984;M;12
2014;Laurea;1985;F;2185
2014;Laurea Magistrale;1985;F;2746
2014;Laurea Magistrale Ciclo Unico;1985;F;1167
2014;Vecchio Ordinamento;1985;F;202
2014;Laurea;1985;M;1902
2014;Laurea Magistrale;1985;M;2381
2014;Laurea Magistrale Ciclo Unico;1985;M;846
2014;Vecchio Ordinamento;1985;M;13
2014;Laurea;1986;F;2769
2014;Laurea Magistrale;1986;F;4002
2014;Laurea Magistrale Ciclo Unico;1986;F;1635
2014;Vecchio Ordinamento;1986;F;203
2014;Laurea;1986;M;2642
2014;Laurea Magistrale;1986;M;3550
2014;Laurea Magistrale Ciclo Unico;1986;M;1127
2014;Vecchio Ordinamento;1986;M;16
2014;Laurea;1987;F;4163
2014;Laurea Magistrale;1987;F;6471
2014;Laurea Magistrale Ciclo Unico;1987;F;2583
2014;Vecchio Ordinamento;1987;F;265
2014;Laurea;1987;M;3573
2014;Laurea Magistrale;1987;M;5237
2014;Laurea Magistrale Ciclo Unico;1987;M;1621
2014;Vecchio Ordinamento;1987;M;6
2014;Laurea;1988;F;6158
2014;Laurea Magistrale;1988;F;10541
2014;Laurea Magistrale Ciclo Unico;1988;F;3961
2014;Vecchio Ordinamento;1988;F;335
2014;Laurea;1988;M;5272
2014;Laurea Magistrale;1988;M;7749
2014;Laurea Magistrale Ciclo Unico;1988;M;2327
2014;Vecchio Ordinamento;1988;M;13
2014;Laurea;1989;F;9250
2014;Laurea Magistrale;1989;F;11753
2014;Laurea Magistrale Ciclo Unico;1989;F;5281
2014;Vecchio Ordinamento;1989;F;530
2014;Laurea;1989;M;7817
2014;Laurea Magistrale;1989;M;8076
2014;Laurea Magistrale Ciclo Unico;1989;M;2867
2014;Vecchio Ordinamento;1989;M;8
2014;Laurea;1990;F;16216
2014;Laurea Magistrale;1990;F;6847
2014;Laurea Magistrale Ciclo Unico;1990;F;2694
2014;Vecchio Ordinamento;1990;F;821
2014;Laurea;1990;M;11735
2014;Laurea Magistrale;1990;M;4377
2014;Laurea Magistrale Ciclo Unico;1990;M;1248
2014;Vecchio Ordinamento;1990;M;18
2014;Laurea;1991;F;27459
2014;Laurea Magistrale;1991;F;456
2014;Laurea Magistrale Ciclo Unico;1991;F;306
2014;Vecchio Ordinamento;1991;F;577
2014;Laurea;1991;M;16284
2014;Laurea Magistrale;1991;M;316
2014;Laurea Magistrale Ciclo Unico;1991;M;147
2014;Vecchio Ordinamento;1991;M;10
2014;Laurea;1992 e successivi;F;25298
2014;Laurea Magistrale;1992 e successivi;F;13
2014;Laurea Magistrale Ciclo Unico;1992 e successivi;F;5
2014;Vecchio Ordinamento;1992 e successivi;F;16
2014;Laurea;1992 e successivi;M;14987
2014;Laurea Magistrale;1992 e successivi;M;10
2014;Laurea Magistrale Ciclo Unico;1992 e successivi;M;4
2014;Vecchio Ordinamento;1992 e successivi;M;1
2013;Laurea;1973 e precedenti;F;4103
2013;Laurea Magistrale;1973 e precedenti;F;2118
2013;Laurea Magistrale Ciclo Unico;1973 e precedenti;F;304
2013;Vecchio Ordinamento;1973 e precedenti;F;1325
2013;Laurea;1973 e precedenti;M;3586
2013;Laurea Magistrale;1973 e precedenti;M;1626
2013;Laurea Magistrale Ciclo Unico;1973 e precedenti;M;802
2013;Vecchio Ordinamento;1973 e precedenti;M;712
2013;Laurea;1974;F;365
2013;Laurea Magistrale;1974;F;190
2013;Laurea Magistrale Ciclo Unico;1974;F;28
2013;Vecchio Ordinamento;1974;F;216
2013;Laurea;1974;M;323
2013;Laurea Magistrale;1974;M;105
2013;Laurea Magistrale Ciclo Unico;1974;M;70
2013;Vecchio Ordinamento;1974;M;109
2013;Laurea;1975;F;364
2013;Laurea Magistrale;1975;F;186
2013;Laurea Magistrale Ciclo Unico;1975;F;46
2013;Vecchio Ordinamento;1975;F;255
2013;Laurea;1975;M;374
2013;Laurea Magistrale;1975;M;158
2013;Laurea Magistrale Ciclo Unico;1975;M;68
2013;Vecchio Ordinamento;1975;M;119
2013;Laurea;1976;F;417
2013;Laurea Magistrale;1976;F;206
2013;Laurea Magistrale Ciclo Unico;1976;F;52
2013;Vecchio Ordinamento;1976;F;289
2013;Laurea;1976;M;406
2013;Laurea Magistrale;1976;M;145
2013;Laurea Magistrale Ciclo Unico;1976;M;84
2013;Vecchio Ordinamento;1976;M;125
2013;Laurea;1977;F;418
2013;Laurea Magistrale;1977;F;237
2013;Laurea Magistrale Ciclo Unico;1977;F;72
2013;Vecchio Ordinamento;1977;F;314
2013;Laurea;1977;M;387
2013;Laurea Magistrale;1977;M;154
2013;Laurea Magistrale Ciclo Unico;1977;M;100
2013;Vecchio Ordinamento;1977;M;148
2013;Laurea;1978;F;523
2013;Laurea Magistrale;1978;F;257
2013;Laurea Magistrale Ciclo Unico;1978;F;80
2013;Vecchio Ordinamento;1978;F;424
2013;Laurea;1978;M;471
2013;Laurea Magistrale;1978;M;216
2013;Laurea Magistrale Ciclo Unico;1978;M;111
2013;Vecchio Ordinamento;1978;M;175
2013;Laurea;1979;F;577
2013;Laurea Magistrale;1979;F;334
2013;Laurea Magistrale Ciclo Unico;1979;F;98
2013;Vecchio Ordinamento;1979;F;394
2013;Laurea;1979;M;491
2013;Laurea Magistrale;1979;M;274
2013;Laurea Magistrale Ciclo Unico;1979;M;107
2013;Vecchio Ordinamento;1979;M;172
2013;Laurea;1980;F;670
2013;Laurea Magistrale;1980;F;396
2013;Laurea Magistrale Ciclo Unico;1980;F;144
2013;Vecchio Ordinamento;1980;F;485
2013;Laurea;1980;M;618
2013;Laurea Magistrale;1980;M;333
2013;Laurea Magistrale Ciclo Unico;1980;M;127
2013;Vecchio Ordinamento;1980;M;222
2013;Laurea;1981;F;826
2013;Laurea Magistrale;1981;F;663
2013;Laurea Magistrale Ciclo Unico;1981;F;215
2013;Vecchio Ordinamento;1981;F;493
2013;Laurea;1981;M;782
2013;Laurea Magistrale;1981;M;576
2013;Laurea Magistrale Ciclo Unico;1981;M;207
2013;Vecchio Ordinamento;1981;M;207
2013;Laurea;1982;F;1264
2013;Laurea Magistrale;1982;F;1328
2013;Laurea Magistrale Ciclo Unico;1982;F;450
2013;Vecchio Ordinamento;1982;F;244
2013;Laurea;1982;M;1058
2013;Laurea Magistrale;1982;M;1064
2013;Laurea Magistrale Ciclo Unico;1982;M;327
2013;Vecchio Ordinamento;1982;M;70
2013;Laurea;1983;F;1624
2013;Laurea Magistrale;1983;F;1983
2013;Laurea Magistrale Ciclo Unico;1983;F;667
2013;Vecchio Ordinamento;1983;F;191
2013;Laurea;1983;M;1454
2013;Laurea Magistrale;1983;M;1656
2013;Laurea Magistrale Ciclo Unico;1983;M;514
2013;Vecchio Ordinamento;1983;M;14
2013;Laurea;1984;F;2289
2013;Laurea Magistrale;1984;F;2844
2013;Laurea Magistrale Ciclo Unico;1984;F;1096
2013;Vecchio Ordinamento;1984;F;193
2013;Laurea;1984;M;2025
2013;Laurea Magistrale;1984;M;2536
2013;Laurea Magistrale Ciclo Unico;1984;M;790
2013;Vecchio Ordinamento;1984;M;16
2013;Laurea;1985;F;3062
2013;Laurea Magistrale;1985;F;4339
2013;Laurea Magistrale Ciclo Unico;1985;F;1665
2013;Vecchio Ordinamento;1985;F;205
2013;Laurea;1985;M;2677
2013;Laurea Magistrale;1985;M;3720
2013;Laurea Magistrale Ciclo Unico;1985;M;1083
2013;Vecchio Ordinamento;1985;M;12
2013;Laurea;1986;F;4201
2013;Laurea Magistrale;1986;F;6658
2013;Laurea Magistrale Ciclo Unico;1986;F;2487
2013;Vecchio Ordinamento;1986;F;216
2013;Laurea;1986;M;3718
2013;Laurea Magistrale;1986;M;5301
2013;Laurea Magistrale Ciclo Unico;1986;M;1558
2013;Vecchio Ordinamento;1986;M;18
2013;Laurea;1987;F;6079
2013;Laurea Magistrale;1987;F;10112
2013;Laurea Magistrale Ciclo Unico;1987;F;3767
2013;Vecchio Ordinamento;1987;F;309
2013;Laurea;1987;M;5216
2013;Laurea Magistrale;1987;M;7177
2013;Laurea Magistrale Ciclo Unico;1987;M;2332
2013;Vecchio Ordinamento;1987;M;16
2013;Laurea;1988;F;9946
2013;Laurea Magistrale;1988;F;11627
2013;Laurea Magistrale Ciclo Unico;1988;F;5397
2013;Vecchio Ordinamento;1988;F;494
2013;Laurea;1988;M;7954
2013;Laurea Magistrale;1988;M;8107
2013;Laurea Magistrale Ciclo Unico;1988;M;3024
2013;Vecchio Ordinamento;1988;M;14
2013;Laurea;1989;F;16044
2013;Laurea Magistrale;1989;F;6486
2013;Laurea Magistrale Ciclo Unico;1989;F;2623
2013;Vecchio Ordinamento;1989;F;907
2013;Laurea;1989;M;11406
2013;Laurea Magistrale;1989;M;4287
2013;Laurea Magistrale Ciclo Unico;1989;M;1276
2013;Vecchio Ordinamento;1989;M;14
2013;Laurea;1990;F;27603
2013;Laurea Magistrale;1990;F;481
2013;Laurea Magistrale Ciclo Unico;1990;F;289
2013;Vecchio Ordinamento;1990;F;510
2013;Laurea;1990;M;16153
2013;Laurea Magistrale;1990;M;346
2013;Laurea Magistrale Ciclo Unico;1990;M;198
2013;Vecchio Ordinamento;1990;M;7
2013;Laurea;1991 e successivi;F;24126
2013;Laurea Magistrale;1991 e successivi;F;8
2013;Laurea Magistrale Ciclo Unico;1991 e successivi;F;7
2013;Vecchio Ordinamento;1991 e successivi;F;21
2013;Laurea;1991 e successivi;M;14142
2013;Laurea Magistrale;1991 e successivi;M;8
2013;Laurea Magistrale Ciclo Unico;1991 e successivi;M;1
2012;Laurea;1972 e precedenti;F;4259
2012;Laurea Magistrale;1972 e precedenti;F;2080
2012;Laurea Magistrale Ciclo Unico;1972 e precedenti;F;244
2012;Vecchio Ordinamento;1972 e precedenti;F;1353
2012;Laurea;1972 e precedenti;M;3603
2012;Laurea Magistrale;1972 e precedenti;M;1605
2012;Laurea Magistrale Ciclo Unico;1972 e precedenti;M;1031
2012;Vecchio Ordinamento;1972 e precedenti;M;778
2012;Laurea;1973;F;332
2012;Laurea Magistrale;1973;F;165
2012;Laurea Magistrale Ciclo Unico;1973;F;36
2012;Vecchio Ordinamento;1973;F;269
2012;Laurea;1973;M;329
2012;Laurea Magistrale;1973;M;116
2012;Laurea Magistrale Ciclo Unico;1973;M;89
2012;Vecchio Ordinamento;1973;M;131
2012;Laurea;1974;F;429
2012;Laurea Magistrale;1974;F;163
2012;Laurea Magistrale Ciclo Unico;1974;F;41
2012;Vecchio Ordinamento;1974;F;301
2012;Laurea;1974;M;382
2012;Laurea Magistrale;1974;M;132
2012;Laurea Magistrale Ciclo Unico;1974;M;78
2012;Vecchio Ordinamento;1974;M;132
2012;Laurea;1975;F;415
2012;Laurea Magistrale;1975;F;178
2012;Laurea Magistrale Ciclo Unico;1975;F;49
2012;Vecchio Ordinamento;1975;F;340
2012;Laurea;1975;M;400
2012;Laurea Magistrale;1975;M;162
2012;Laurea Magistrale Ciclo Unico;1975;M;69
2012;Vecchio Ordinamento;1975;M;171
2012;Laurea;1976;F;496
2012;Laurea Magistrale;1976;F;223
2012;Laurea Magistrale Ciclo Unico;1976;F;65
2012;Vecchio Ordinamento;1976;F;410
2012;Laurea;1976;M;449
2012;Laurea Magistrale;1976;M;168
2012;Laurea Magistrale Ciclo Unico;1976;M;92
2012;Vecchio Ordinamento;1976;M;202
2012;Laurea;1977;F;543
2012;Laurea Magistrale;1977;F;232
2012;Laurea Magistrale Ciclo Unico;1977;F;72
2012;Vecchio Ordinamento;1977;F;481
2012;Laurea;1977;M;492
2012;Laurea Magistrale;1977;M;221
2012;Laurea Magistrale Ciclo Unico;1977;M;80
2012;Vecchio Ordinamento;1977;M;241
2012;Laurea;1978;F;591
2012;Laurea Magistrale;1978;F;280
2012;Laurea Magistrale Ciclo Unico;1978;F;98
2012;Vecchio Ordinamento;1978;F;508
2012;Laurea;1978;M;540
2012;Laurea Magistrale;1978;M;260
2012;Laurea Magistrale Ciclo Unico;1978;M;99
2012;Vecchio Ordinamento;1978;M;248
2012;Laurea;1979;F;657
2012;Laurea Magistrale;1979;F;366
2012;Laurea Magistrale Ciclo Unico;1979;F;134
2012;Vecchio Ordinamento;1979;F;616
2012;Laurea;1979;M;618
2012;Laurea Magistrale;1979;M;332
2012;Laurea Magistrale Ciclo Unico;1979;M;109
2012;Vecchio Ordinamento;1979;M;322
2012;Laurea;1980;F;796
2012;Laurea Magistrale;1980;F;547
2012;Laurea Magistrale Ciclo Unico;1980;F;164
2012;Vecchio Ordinamento;1980;F;668
2012;Laurea;1980;M;789
2012;Laurea Magistrale;1980;M;501
2012;Laurea Magistrale Ciclo Unico;1980;M;157
2012;Vecchio Ordinamento;1980;M;295
2012;Laurea;1981;F;1096
2012;Laurea Magistrale;1981;F;929
2012;Laurea Magistrale Ciclo Unico;1981;F;300
2012;Vecchio Ordinamento;1981;F;705
2012;Laurea;1981;M;984
2012;Laurea Magistrale;1981;M;832
2012;Laurea Magistrale Ciclo Unico;1981;M;231
2012;Vecchio Ordinamento;1981;M;300
2012;Laurea;1982;F;1591
2012;Laurea Magistrale;1982;F;2044
2012;Laurea Magistrale Ciclo Unico;1982;F;557
2012;Vecchio Ordinamento;1982;F;300
2012;Laurea;1982;M;1450
2012;Laurea Magistrale;1982;M;1662
2012;Laurea Magistrale Ciclo Unico;1982;M;440
2012;Vecchio Ordinamento;1982;M;81
2012;Laurea;1983;F;2198
2012;Laurea Magistrale;1983;F;3011
2012;Laurea Magistrale Ciclo Unico;1983;F;903
2012;Vecchio Ordinamento;1983;F;240
2012;Laurea;1983;M;2019
2012;Laurea Magistrale;1983;M;2499
2012;Laurea Magistrale Ciclo Unico;1983;M;657
2012;Vecchio Ordinamento;1983;M;20
2012;Laurea;1984;F;3098
2012;Laurea Magistrale;1984;F;4693
2012;Laurea Magistrale Ciclo Unico;1984;F;1472
2012;Vecchio Ordinamento;1984;F;215
2012;Laurea;1984;M;2717
2012;Laurea Magistrale;1984;M;3822
2012;Laurea Magistrale Ciclo Unico;1984;M;979
2012;Vecchio Ordinamento;1984;M;19
2012;Laurea;1985;F;4216
2012;Laurea Magistrale;1985;F;7165
2012;Laurea Magistrale Ciclo Unico;1985;F;2387
2012;Vecchio Ordinamento;1985;F;238
2012;Laurea;1985;M;3776
2012;Laurea Magistrale;1985;M;5542
2012;Laurea Magistrale Ciclo Unico;1985;M;1518
2012;Vecchio Ordinamento;1985;M;23
2012;Laurea;1986;F;6237
2012;Laurea Magistrale;1986;F;10103
2012;Laurea Magistrale Ciclo Unico;1986;F;3482
2012;Vecchio Ordinamento;1986;F;279
2012;Laurea;1986;M;5147
2012;Laurea Magistrale;1986;M;7270
2012;Laurea Magistrale Ciclo Unico;1986;M;2065
2012;Vecchio Ordinamento;1986;M;27
2012;Laurea;1987;F;9145
2012;Laurea Magistrale;1987;F;11167
2012;Laurea Magistrale Ciclo Unico;1987;F;4862
2012;Vecchio Ordinamento;1987;F;453
2012;Laurea;1987;M;7346
2012;Laurea Magistrale;1987;M;7650
2012;Laurea Magistrale Ciclo Unico;1987;M;2862
2012;Vecchio Ordinamento;1987;M;18
2012;Laurea;1988;F;15977
2012;Laurea Magistrale;1988;F;6652
2012;Laurea Magistrale Ciclo Unico;1988;F;2635
2012;Vecchio Ordinamento;1988;F;852
2012;Laurea;1988;M;11287
2012;Laurea Magistrale;1988;M;4305
2012;Laurea Magistrale Ciclo Unico;1988;M;1442
2012;Vecchio Ordinamento;1988;M;19
2012;Laurea;1989;F;26671
2012;Laurea Magistrale;1989;F;510
2012;Laurea Magistrale Ciclo Unico;1989;F;327
2012;Vecchio Ordinamento;1989;F;600
2012;Laurea;1989;M;15366
2012;Laurea Magistrale;1989;M;364
2012;Laurea Magistrale Ciclo Unico;1989;M;202
2012;Vecchio Ordinamento;1989;M;6
2012;Laurea;1990 e successivi;F;22954
2012;Laurea Magistrale;1990 e successivi;F;11
2012;Laurea Magistrale Ciclo Unico;1990 e successivi;F;6
2012;Vecchio Ordinamento;1990 e successivi;F;23
2012;Laurea;1990 e successivi;M;13410
2012;Laurea Magistrale;1990 e successivi;M;13
2012;Laurea Magistrale Ciclo Unico;1990 e successivi;M;5
2011;Laurea;1971 e precedenti;F;4885
2011;Laurea Magistrale;1971 e precedenti;F;2180
2011;Laurea Magistrale Ciclo Unico;1971 e precedenti;F;218
2011;Vecchio Ordinamento;1971 e precedenti;F;1439
2011;Laurea;1971 e precedenti;M;4076
2011;Laurea Magistrale;1971 e precedenti;M;1836
2011;Laurea Magistrale Ciclo Unico;1971 e precedenti;M;1083
2011;Vecchio Ordinamento;1971 e precedenti;M;927
2011;Laurea;1972;F;448
2011;Laurea Magistrale;1972;F;159
2011;Laurea Magistrale Ciclo Unico;1972;F;26
2011;Vecchio Ordinamento;1972;F;290
2011;Laurea;1972;M;356
2011;Laurea Magistrale;1972;M;145
2011;Laurea Magistrale Ciclo Unico;1972;M;76
2011;Vecchio Ordinamento;1972;M;136
2011;Laurea;1973;F;441
2011;Laurea Magistrale;1973;F;166
2011;Laurea Magistrale Ciclo Unico;1973;F;31
2011;Vecchio Ordinamento;1973;F;340
2011;Laurea;1973;M;404
2011;Laurea Magistrale;1973;M;143
2011;Laurea Magistrale Ciclo Unico;1973;M;100
2011;Vecchio Ordinamento;1973;M;164
2011;Laurea;1974;F;547
2011;Laurea Magistrale;1974;F;184
2011;Laurea Magistrale Ciclo Unico;1974;F;38
2011;Vecchio Ordinamento;1974;F;407
2011;Laurea;1974;M;431
2011;Laurea Magistrale;1974;M;161
2011;Laurea Magistrale Ciclo Unico;1974;M;83
2011;Vecchio Ordinamento;1974;M;192
2011;Laurea;1975;F;596
2011;Laurea Magistrale;1975;F;216
2011;Laurea Magistrale Ciclo Unico;1975;F;42
2011;Vecchio Ordinamento;1975;F;464
2011;Laurea;1975;M;498
2011;Laurea Magistrale;1975;M;159
2011;Laurea Magistrale Ciclo Unico;1975;M;86
2011;Vecchio Ordinamento;1975;M;253
2011;Laurea;1976;F;558
2011;Laurea Magistrale;1976;F;214
2011;Laurea Magistrale Ciclo Unico;1976;F;65
2011;Vecchio Ordinamento;1976;F;522
2011;Laurea;1976;M;530
2011;Laurea Magistrale;1976;M;185
2011;Laurea Magistrale Ciclo Unico;1976;M;74
2011;Vecchio Ordinamento;1976;M;296
2011;Laurea;1977;F;564
2011;Laurea Magistrale;1977;F;281
2011;Laurea Magistrale Ciclo Unico;1977;F;71
2011;Vecchio Ordinamento;1977;F;656
2011;Laurea;1977;M;561
2011;Laurea Magistrale;1977;M;212
2011;Laurea Magistrale Ciclo Unico;1977;M;89
2011;Vecchio Ordinamento;1977;M;328
2011;Laurea;1978;F;683
2011;Laurea Magistrale;1978;F;316
2011;Laurea Magistrale Ciclo Unico;1978;F;94
2011;Vecchio Ordinamento;1978;F;748
2011;Laurea;1978;M;613
2011;Laurea Magistrale;1978;M;270
2011;Laurea Magistrale Ciclo Unico;1978;M;111
2011;Vecchio Ordinamento;1978;M;415
2011;Laurea;1979;F;823
2011;Laurea Magistrale;1979;F;409
2011;Laurea Magistrale Ciclo Unico;1979;F;130
2011;Vecchio Ordinamento;1979;F;847
2011;Laurea;1979;M;773
2011;Laurea Magistrale;1979;M;387
2011;Laurea Magistrale Ciclo Unico;1979;M;143
2011;Vecchio Ordinamento;1979;M;465
2011;Laurea;1980;F;973
2011;Laurea Magistrale;1980;F;688
2011;Laurea Magistrale Ciclo Unico;1980;F;210
2011;Vecchio Ordinamento;1980;F;954
2011;Laurea;1980;M;978
2011;Laurea Magistrale;1980;M;644
2011;Laurea Magistrale Ciclo Unico;1980;M;193
2011;Vecchio Ordinamento;1980;M;537
