AnnoS;AteneoCOD;AteneoNOME;Continente;Diploma_Paese;CODIstatPaese;Lau_D
2023;3201;Trieste;Europa;Slovenia;251;10
2023;3701;Bologna;Europa;Spagna;239;32
2023;2101;Bolzano;Europa;Spagna;239;5
2023;1701;Brescia;Europa;Spagna;239;8
2023;3801;Ferrara;Europa;Spagna;239;5
2023;4801;Firenze;Europa;Spagna;239;5
2023;1503;Milano Bocconi;Europa;Spagna;239;5
2023;1502;Milano Politecnico;Europa;Spagna;239;32
2023;6301;Napoli Federico II;Europa;Spagna;239;6
2023;6307;Napoli Pegaso - telematica;Europa;Spagna;239;5
2023;2801;Padova;Europa;Spagna;239;32
2023;1801;Pavia;Europa;Spagna;239;5
2023;5801;Roma La Sapienza;Europa;Spagna;239;7
2023;5805;Roma Luiss;Europa;Spagna;239;6
2023;5815;Roma UNICUSANO - telematica;Europa;Spagna;239;6
2023;5201;Siena;Europa;Spagna;239;6
2023;101;Torino;Europa;Spagna;239;7
2023;102;Torino Politecnico;Europa;Spagna;239;27
2023;2201;Trento;Europa;Spagna;239;9
2023;1503;Milano Bocconi;Europa;Svezia;240;6
2023;5805;Roma Luiss;Europa;Svezia;240;6
2023;3701;Bologna;Europa;Svizzera;241;23
2023;401;Bra Scienze Gastronomiche;Europa;Svizzera;241;5
2023;1202;Insubria;Europa;Svizzera;241;15
2023;1501;Milano;Europa;Svizzera;241;18
2023;1503;Milano Bocconi;Europa;Svizzera;241;31
2023;1504;Milano Cattolica;Europa;Svizzera;241;57
2023;1505;Milano IULM;Europa;Svizzera;241;5
2023;1502;Milano Politecnico;Europa;Svizzera;241;7
2023;1508;Milano San Raffaele;Europa;Svizzera;241;6
2023;2801;Padova;Europa;Svizzera;241;8
2023;1801;Pavia;Europa;Svizzera;241;6
2023;5801;Roma La Sapienza;Europa;Svizzera;241;12
2023;5805;Roma Luiss;Europa;Svizzera;241;5
2023;102;Torino Politecnico;Europa;Svizzera;241;11
2023;1601;Bergamo;Europa;Turchia;351;32
2023;3701;Bologna;Europa;Turchia;351;52
2023;4801;Firenze;Europa;Turchia;351;5
2023;1501;Milano;Europa;Turchia;351;22
2023;1503;Milano Bocconi;Europa;Turchia;351;68
2023;1504;Milano Cattolica;Europa;Turchia;351;13
2023;1505;Milano IULM;Europa;Turchia;351;10
2023;1502;Milano Politecnico;Europa;Turchia;351;67
2023;2801;Padova;Europa;Turchia;351;85
2023;1801;Pavia;Europa;Turchia;351;25
2023;5801;Roma La Sapienza;Europa;Turchia;351;67
2023;5802;Roma Tor Vergata;Europa;Turchia;351;10
2023;5201;Siena;Europa;Turchia;351;7
2023;101;Torino;Europa;Turchia;351;9
2023;102;Torino Politecnico;Europa;Turchia;351;63
2023;2201;Trento;Europa;Turchia;351;8
2023;2702;Venezia Iuav;Europa;Turchia;351;10
2023;3701;Bologna;Europa;Ucraina;243;17
2023;1001;Genova;Europa;Ucraina;243;6
2023;6601;L'Aquila;Europa;Ucraina;243;17
2023;4301;Macerata;Europa;Ucraina;243;5
2023;1501;Milano;Europa;Ucraina;243;18
2023;1509;Milano Bicocca;Europa;Ucraina;243;8
2023;1505;Milano IULM;Europa;Ucraina;243;5
2023;2801;Padova;Europa;Ucraina;243;8
2023;8201;Palermo;Europa;Ucraina;243;6
2023;5802;Roma Tor Vergata;Europa;Ucraina;243;6
2023;101;Torino;Europa;Ucraina;243;5
2023;4801;Firenze;Europa;Ungheria;244;6
2023;1503;Milano Bocconi;Europa;Ungheria;244;7
2023;2201;Trento;Europa;Ungheria;244;6
2023;1504;Milano Cattolica;non disponibile;non disponibile;998;8
2022;3701;Bologna;Africa;Camerun;411;41
2022;1701;Brescia;Africa;Camerun;411;5
2022;4302;Camerino;Africa;Camerun;411;9
2022;3801;Ferrara;Africa;Camerun;411;12
2022;4801;Firenze;Africa;Camerun;411;14
2022;1001;Genova;Africa;Camerun;411;18
2022;4201;Marche;Africa;Camerun;411;6
2022;1501;Milano;Africa;Camerun;411;7
2022;3601;Modena e Reggio Emilia;Africa;Camerun;411;27
2022;2801;Padova;Africa;Camerun;411;41
2022;3401;Parma;Africa;Camerun;411;22
2022;1801;Pavia;Africa;Camerun;411;20
2022;201;Piemonte Orientale;Africa;Camerun;411;6
2022;5001;Pisa;Africa;Camerun;411;7
2022;5801;Roma La Sapienza;Africa;Camerun;411;11
2022;5807;Roma Tre;Africa;Camerun;411;6
2022;101;Torino;Africa;Camerun;411;9
2022;102;Torino Politecnico;Africa;Camerun;411;16
2022;3201;Trieste;Africa;Camerun;411;8
2022;3701;Bologna;Africa;Egitto;419;8
2022;1501;Milano;Africa;Egitto;419;10
2022;6303;Napoli L'Orientale;Africa;Egitto;419;5
2022;2801;Padova;Africa;Egitto;419;10
2022;1801;Pavia;Africa;Egitto;419;8
2022;8001;Reggio Calabria;Africa;Egitto;419;7
2022;5801;Roma La Sapienza;Africa;Egitto;419;16
2022;102;Torino Politecnico;Africa;Egitto;419;16
2022;6001;Cassino;Africa;Etiopia;420;6
2022;5001;Pisa;Africa;Gambia;422;5
2022;4302;Camerino;Africa;Ghana;423;10
2022;6001;Cassino;Africa;Ghana;423;5
2022;6601;L'Aquila;Africa;Ghana;423;7
2022;5805;Roma Luiss;Africa;Ghana;423;6
2022;5201;Siena;Africa;Ghana;423;16
2022;1001;Genova;Africa;Libia;431;5
2022;3701;Bologna;Africa;Marocco;436;6
2022;9201;Cagliari;Africa;Marocco;436;6
2022;1001;Genova;Africa;Marocco;436;7
2022;1501;Milano;Africa;Marocco;436;9
2022;1503;Milano Bocconi;Africa;Marocco;436;9
2022;9001;Sassari;Africa;Marocco;436;5
2022;101;Torino;Africa;Marocco;436;6
2022;102;Torino Politecnico;Africa;Marocco;436;6
2022;3701;Bologna;Africa;Nigeria;443;9
2022;6601;L'Aquila;Africa;Nigeria;443;24
2022;1501;Milano;Africa;Nigeria;443;5
2022;2801;Padova;Africa;Nigeria;443;13
2022;1801;Pavia;Africa;Nigeria;443;5
2022;5802;Roma Tor Vergata;Africa;Nigeria;443;5
2022;5201;Siena;Africa;Nigeria;443;11
2022;5802;Roma Tor Vergata;Africa;Ruanda;446;5
2022;3701;Bologna;Africa;Sudan;455;5
2022;102;Torino Politecnico;Africa;Sudan;455;11
2022;3701;Bologna;Africa;Tunisia;460;5
2022;9201;Cagliari;Africa;Tunisia;460;5
2022;3801;Ferrara;Africa;Tunisia;460;12
2022;2801;Padova;Africa;Tunisia;460;5
2022;8201;Palermo;Africa;Tunisia;460;7
2022;101;Torino;Africa;Tunisia;460;6
2022;5801;Roma La Sapienza;Africa;Uganda;461;7
2022;3701;Bologna;America;Argentina;602;13
2022;1501;Milano;America;Argentina;602;6
2022;2801;Padova;America;Argentina;602;6
2022;6501;Salerno;America;Argentina;602;14
2022;102;Torino Politecnico;America;Argentina;602;12
2022;1001;Genova;America;Bolivia;604;5
2022;1601;Bergamo;America;Brasile;605;5
2022;3701;Bologna;America;Brasile;605;27
2022;4801;Firenze;America;Brasile;605;7
2022;1001;Genova;America;Brasile;605;8
2022;1501;Milano;America;Brasile;605;10
2022;1503;Milano Bocconi;America;Brasile;605;15
2022;1502;Milano Politecnico;America;Brasile;605;13
2022;2801;Padova;America;Brasile;605;33
2022;1801;Pavia;America;Brasile;605;12
2022;5001;Pisa;America;Brasile;605;5
2022;5801;Roma La Sapienza;America;Brasile;605;12
2022;5802;Roma Tor Vergata;America;Brasile;605;7
2022;101;Torino;America;Brasile;605;8
2022;102;Torino Politecnico;America;Brasile;605;17
2022;3701;Bologna;America;Canada;509;7
2022;1503;Milano Bocconi;America;Canada;509;8
2022;1505;Milano IULM;America;Canada;509;5
2022;1502;Milano Politecnico;America;Canada;509;7
2022;2801;Padova;America;Canada;509;10
2022;102;Torino Politecnico;America;Canada;509;7
2022;2201;Trento;America;Canada;509;5
2022;102;Torino Politecnico;America;Cile;606;11
2022;2702;Venezia Iuav;America;Cile;606;10
2022;3701;Bologna;America;Colombia;608;16
2022;1504;Milano Cattolica;America;Colombia;608;6
2022;2801;Padova;America;Colombia;608;13
2022;5801;Roma La Sapienza;America;Colombia;608;23
2022;102;Torino Politecnico;America;Colombia;608;47
2022;7801;Calabria;America;Cuba;514;6
2022;3701;Bologna;America;Ecuador;609;5
2022;7801;Calabria;America;Ecuador;609;16
2022;1001;Genova;America;Ecuador;609;11
2022;1501;Milano;America;Ecuador;609;6
2022;2801;Padova;America;Ecuador;609;6
2022;5801;Roma La Sapienza;America;Ecuador;609;5
2022;1503;Milano Bocconi;America;El Salvador;517;5
2022;5818;Roma Saint Camillus;America;Haiti;524;13
2022;3701;Bologna;America;Messico;527;8
2022;1501;Milano;America;Messico;527;6
2022;1503;Milano Bocconi;America;Messico;527;5
2022;2801;Padova;America;Messico;527;9
2022;5812;Roma Europea;America;Messico;527;6
2022;101;Torino;America;Messico;527;5
2022;2201;Trento;America;Messico;527;6
2022;3701;Bologna;America;Perù;615;7
2022;1501;Milano;America;Perù;615;7
2022;101;Torino;America;Perù;615;5
2022;3701;Bologna;America;Stati Uniti d'America;536;19
2022;1501;Milano;America;Stati Uniti d'America;536;10
2022;1503;Milano Bocconi;America;Stati Uniti d'America;536;86
2022;1504;Milano Cattolica;America;Stati Uniti d'America;536;7
2022;1502;Milano Politecnico;America;Stati Uniti d'America;536;5
2022;2801;Padova;America;Stati Uniti d'America;536;19
2022;1801;Pavia;America;Stati Uniti d'America;536;5
2022;5801;Roma La Sapienza;America;Stati Uniti d'America;536;12
2022;5802;Roma Tor Vergata;America;Stati Uniti d'America;536;6
2022;1510;Rozzano (MI) Humanitas University;America;Stati Uniti d'America;536;6
2022;2201;Trento;America;Stati Uniti d'America;536;6
2022;1502;Milano Politecnico;America;Venezuela;619;7
2022;102;Torino Politecnico;America;Venezuela;619;9
2022;4801;Firenze;Asia;Afghanistan;301;7
2022;3701;Bologna;Asia;Azerbaigian;359;26
2022;1501;Milano;Asia;Azerbaigian;359;13
2022;5801;Roma La Sapienza;Asia;Azerbaigian;359;62
2022;5802;Roma Tor Vergata;Asia;Azerbaigian;359;12
2022;5201;Siena;Asia;Azerbaigian;359;16
2022;101;Torino;Asia;Azerbaigian;359;7
2022;102;Torino Politecnico;Asia;Azerbaigian;359;16
2022;5801;Roma La Sapienza;Asia;Bangladesh;305;6
2022;3701;Bologna;Asia;Cina;314;138
2022;2701;Ca' Foscari Venezia;Asia;Cina;314;6
2022;7801;Calabria;Asia;Cina;314;8
2022;4302;Camerino;Asia;Cina;314;15
2022;4801;Firenze;Asia;Cina;314;85
2022;1001;Genova;Asia;Cina;314;44
2022;1501;Milano;Asia;Cina;314;69
2022;1509;Milano Bicocca;Asia;Cina;314;14
2022;1503;Milano Bocconi;Asia;Cina;314;130
2022;1502;Milano Politecnico;Asia;Cina;314;71
2022;3601;Modena e Reggio Emilia;Asia;Cina;314;6
2022;6302;Napoli Parthenope;Asia;Cina;314;20
2022;2801;Padova;Asia;Cina;314;17
2022;1801;Pavia;Asia;Cina;314;6
2022;5401;Perugia;Asia;Cina;314;6
2022;5403;Perugia Stranieri;Asia;Cina;314;5
2022;5001;Pisa;Asia;Cina;314;36
2022;5801;Roma La Sapienza;Asia;Cina;314;71
2022;5805;Roma Luiss;Asia;Cina;314;23
2022;5202;Siena Stranieri;Asia;Cina;314;9
2022;101;Torino;Asia;Cina;314;35
2022;102;Torino Politecnico;Asia;Cina;314;152
2022;2201;Trento;Asia;Cina;314;15
2022;2702;Venezia Iuav;Asia;Cina;314;10
2022;1503;Milano Bocconi;Asia;Emirati Arabi Uniti;322;6
2022;3701;Bologna;Asia;Filippine;323;6
2022;1503;Milano Bocconi;Asia;Georgia;360;6
2022;1503;Milano Bocconi;Asia;Giappone;326;7
2022;5805;Roma Luiss;Asia;Giordania;327;14
2022;1503;Milano Bocconi;Asia;Hong Kong;318;5
2022;1601;Bergamo;Asia;India;330;7
2022;3701;Bologna;Asia;India;330;60
2022;4302;Camerino;Asia;India;330;5
2022;6001;Cassino;Asia;India;330;45
2022;8701;Catania;Asia;India;330;9
2022;3801;Ferrara;Asia;India;330;6
2022;4801;Firenze;Asia;India;330;9
2022;1001;Genova;Asia;India;330;29
2022;6601;L'Aquila;Asia;India;330;15
2022;4301;Macerata;Asia;India;330;10
2022;1501;Milano;Asia;India;330;39
2022;1503;Milano Bocconi;Asia;India;330;15
2022;3601;Modena e Reggio Emilia;Asia;India;330;6
2022;2801;Padova;Asia;India;330;34
2022;8201;Palermo;Asia;India;330;6
2022;3401;Parma;Asia;India;330;16
2022;1801;Pavia;Asia;India;330;27
2022;201;Piemonte Orientale;Asia;India;330;18
2022;5001;Pisa;Asia;India;330;11
2022;5801;Roma La Sapienza;Asia;India;330;137
2022;5802;Roma Tor Vergata;Asia;India;330;27
2022;5813;Roma UNINETTUNO - telematica;Asia;India;330;13
2022;7501;Salento;Asia;India;330;5
2022;5201;Siena;Asia;India;330;20
2022;101;Torino;Asia;India;330;6
2022;102;Torino Politecnico;Asia;India;330;48
2022;2201;Trento;Asia;India;330;8
2022;2702;Venezia Iuav;Asia;India;330;5
2022;2801;Padova;Asia;Indonesia;331;6
2022;3701;Bologna;Asia;Iran;332;71
2022;2701;Ca' Foscari Venezia;Asia;Iran;332;5
2022;8701;Catania;Asia;Iran;332;8
2022;4801;Firenze;Asia;Iran;332;21
2022;1001;Genova;Asia;Iran;332;20
2022;1202;Insubria;Asia;Iran;332;5
2022;1501;Milano;Asia;Iran;332;42
2022;1509;Milano Bicocca;Asia;Iran;332;8
2022;1504;Milano Cattolica;Asia;Iran;332;6
2022;2801;Padova;Asia;Iran;332;31
2022;3401;Parma;Asia;Iran;332;6
2022;1801;Pavia;Asia;Iran;332;18
2022;5401;Perugia;Asia;Iran;332;5
2022;5801;Roma La Sapienza;Asia;Iran;332;155
2022;5802;Roma Tor Vergata;Asia;Iran;332;48
2022;5201;Siena;Asia;Iran;332;21
2022;101;Torino;Asia;Iran;332;13
2022;102;Torino Politecnico;Asia;Iran;332;60
2022;2201;Trento;Asia;Iran;332;7
2022;3701;Bologna;Asia;Israele;334;20
2022;4801;Firenze;Asia;Israele;334;6
2022;1501;Milano;Asia;Israele;334;9
2022;6306;Napoli Vanvitelli;Asia;Israele;334;5
2022;1801;Pavia;Asia;Israele;334;20
2022;5801;Roma La Sapienza;Asia;Israele;334;17
2022;3701;Bologna;Asia;Kazakhstan;356;10
2022;1501;Milano;Asia;Kazakhstan;356;10
2022;1503;Milano Bocconi;Asia;Kazakhstan;356;5
2022;5801;Roma La Sapienza;Asia;Kazakhstan;356;19
2022;101;Torino;Asia;Kazakhstan;356;5
2022;3701;Bologna;Asia;Libano;337;6
2022;3801;Ferrara;Asia;Libano;337;6
2022;1001;Genova;Asia;Libano;337;8
2022;1502;Milano Politecnico;Asia;Libano;337;5
2022;2801;Padova;Asia;Libano;337;9
2022;1801;Pavia;Asia;Libano;337;11
2022;102;Torino Politecnico;Asia;Libano;337;48
2022;3201;Trieste;Asia;Libano;337;8
2022;3701;Bologna;Asia;Pakistan;344;26
2022;4302;Camerino;Asia;Pakistan;344;5
2022;6001;Cassino;Asia;Pakistan;344;6
2022;1001;Genova;Asia;Pakistan;344;5
2022;4301;Macerata;Asia;Pakistan;344;5
2022;8301;Messina;Asia;Pakistan;344;6
2022;1501;Milano;Asia;Pakistan;344;6
2022;1503;Milano Bocconi;Asia;Pakistan;344;9
2022;2801;Padova;Asia;Pakistan;344;7
2022;5801;Roma La Sapienza;Asia;Pakistan;344;43
2022;5201;Siena;Asia;Pakistan;344;14
2022;101;Torino;Asia;Pakistan;344;11
2022;102;Torino Politecnico;Asia;Pakistan;344;58
2022;2201;Trento;Asia;Pakistan;344;5
2022;5401;Perugia;Asia;Palestina;324;6
2022;1503;Milano Bocconi;Asia;Singapore;346;8
2022;1501;Milano;Asia;Siria;348;5
2022;201;Piemonte Orientale;Asia;Siria;348;8
2022;3701;Bologna;Asia;Sri Lanka;311;5
2022;102;Torino Politecnico;Asia;Uzbekistan;357;227
2022;3701;Bologna;Asia;Vietnam;353;5
2022;2701;Ca' Foscari Venezia;Asia;Vietnam;353;6
2022;7801;Calabria;Asia;Vietnam;353;11
2022;8301;Messina;Asia;Vietnam;353;19
2022;1501;Milano;Asia;Vietnam;353;13
2022;2801;Padova;Asia;Vietnam;353;6
2022;5805;Roma Luiss;Asia;Vietnam;353;5
2022;5802;Roma Tor Vergata;Asia;Vietnam;353;5
2022;2201;Trento;Asia;Vietnam;353;5
2022;7201;Bari;Europa;Albania;201;5
2022;1601;Bergamo;Europa;Albania;201;9
2022;3701;Bologna;Europa;Albania;201;28
2022;2701;Ca' Foscari Venezia;Europa;Albania;201;5
2022;4801;Firenze;Europa;Albania;201;30
2022;1001;Genova;Europa;Albania;201;22
2022;4201;Marche;Europa;Albania;201;6
2022;1501;Milano;Europa;Albania;201;23
2022;1509;Milano Bicocca;Europa;Albania;201;14
2022;1503;Milano Bocconi;Europa;Albania;201;7
2022;1504;Milano Cattolica;Europa;Albania;201;10
2022;1502;Milano Politecnico;Europa;Albania;201;13
2022;6307;Napoli Pegaso - telematica;Europa;Albania;201;8
2022;1301;Novedrate e-Campus - telematica;Europa;Albania;201;24
2022;2801;Padova;Europa;Albania;201;15
2022;3401;Parma;Europa;Albania;201;10
2022;1801;Pavia;Europa;Albania;201;9
2022;5401;Perugia;Europa;Albania;201;8
2022;5001;Pisa;Europa;Albania;201;7
2022;5801;Roma La Sapienza;Europa;Albania;201;29
2022;5802;Roma Tor Vergata;Europa;Albania;201;9
2022;5201;Siena;Europa;Albania;201;9
2022;101;Torino;Europa;Albania;201;23
2022;102;Torino Politecnico;Europa;Albania;201;17
2022;3001;Udine;Europa;Albania;201;7
2022;2702;Venezia Iuav;Europa;Albania;201;5
2022;2301;Verona;Europa;Albania;201;7
2022;1503;Milano Bocconi;Europa;Austria;203;13
2022;3701;Bologna;Europa;Belgio;206;5
2022;1503;Milano Bocconi;Europa;Belgio;206;8
2022;2801;Padova;Europa;Belgio;206;5
2022;1801;Pavia;Europa;Belgio;206;6
2022;3701;Bologna;Europa;Bielorussia;256;7
2022;1501;Milano;Europa;Bielorussia;256;11
2022;101;Torino;Europa;Bielorussia;256;7
2022;3701;Bologna;Europa;Bulgaria;209;7
2022;1503;Milano Bocconi;Europa;Bulgaria;209;22
2022;1504;Milano Cattolica;Europa;Bulgaria;209;12
2022;1502;Milano Politecnico;Europa;Bulgaria;209;9
2022;5809;Roma UNINT;Europa;Bulgaria;209;6
2022;1503;Milano Bocconi;Europa;Croazia;250;6
2022;3201;Trieste;Europa;Croazia;250;34
2022;3001;Udine;Europa;Croazia;250;10
2022;1504;Milano Cattolica;Europa;Estonia;247;16
2022;1601;Bergamo;Europa;Federazione russa;245;5
2022;3701;Bologna;Europa;Federazione russa;245;34
2022;4801;Firenze;Europa;Federazione russa;245;14
2022;1001;Genova;Europa;Federazione russa;245;19
2022;1501;Milano;Europa;Federazione russa;245;36
2022;1503;Milano Bocconi;Europa;Federazione russa;245;19
2022;1504;Milano Cattolica;Europa;Federazione russa;245;7
2022;1502;Milano Politecnico;Europa;Federazione russa;245;9
2022;2801;Padova;Europa;Federazione russa;245;14
2022;5401;Perugia;Europa;Federazione russa;245;6
2022;5001;Pisa;Europa;Federazione russa;245;11
2022;5801;Roma La Sapienza;Europa;Federazione russa;245;49
2022;5805;Roma Luiss;Europa;Federazione russa;245;8
2022;5802;Roma Tor Vergata;Europa;Federazione russa;245;16
2022;5201;Siena;Europa;Federazione russa;245;7
2022;101;Torino;Europa;Federazione russa;245;24
2022;102;Torino Politecnico;Europa;Federazione russa;245;9
2022;2201;Trento;Europa;Federazione russa;245;9
2022;2301;Verona;Europa;Federazione russa;245;5
2022;701;Aosta;Europa;Francia;215;5
2022;3701;Bologna;Europa;Francia;215;38
2022;4801;Firenze;Europa;Francia;215;14
2022;1001;Genova;Europa;Francia;215;9
2022;1501;Milano;Europa;Francia;215;16
2022;1509;Milano Bicocca;Europa;Francia;215;10
2022;1503;Milano Bocconi;Europa;Francia;215;105
2022;1504;Milano Cattolica;Europa;Francia;215;25
2022;1502;Milano Politecnico;Europa;Francia;215;17
2022;2801;Padova;Europa;Francia;215;20
2022;5001;Pisa;Europa;Francia;215;8
2022;5801;Roma La Sapienza;Europa;Francia;215;19
2022;5805;Roma Luiss;Europa;Francia;215;25
2022;5803;Roma LUMSA;Europa;Francia;215;5
2022;101;Torino;Europa;Francia;215;48
2022;102;Torino Politecnico;Europa;Francia;215;40
2022;2201;Trento;Europa;Francia;215;13
2022;2702;Venezia Iuav;Europa;Francia;215;7
2022;3701;Bologna;Europa;Germania;216;20
2022;2101;Bolzano;Europa;Germania;216;59
2022;2701;Ca' Foscari Venezia;Europa;Germania;216;7
2022;4801;Firenze;Europa;Germania;216;10
2022;1202;Insubria;Europa;Germania;216;5
2022;1501;Milano;Europa;Germania;216;16
2022;1503;Milano Bocconi;Europa;Germania;216;102
2022;1504;Milano Cattolica;Europa;Germania;216;13
2022;2801;Padova;Europa;Germania;216;18
2022;1801;Pavia;Europa;Germania;216;16
2022;5801;Roma La Sapienza;Europa;Germania;216;15
2022;5805;Roma Luiss;Europa;Germania;216;5
2022;101;Torino;Europa;Germania;216;8
2022;2201;Trento;Europa;Germania;216;13
2022;2301;Verona;Europa;Germania;216;5
2022;3701;Bologna;Europa;Grecia;220;8
2022;4302;Camerino;Europa;Grecia;220;5
2022;1503;Milano Bocconi;Europa;Grecia;220;17
2022;1502;Milano Politecnico;Europa;Grecia;220;5
2022;2801;Padova;Europa;Grecia;220;8
2022;5001;Pisa;Europa;Grecia;220;5
2022;5801;Roma La Sapienza;Europa;Grecia;220;12
2022;5201;Siena;Europa;Grecia;220;7
2022;4101;Urbino;Europa;Grecia;220;6
2022;4302;Camerino;Europa;Kosovo;272;5
2022;1503;Milano Bocconi;Europa;Lettonia;248;7
2022;3701;Bologna;Europa;Lituania;249;5
2022;2801;Padova;Europa;Macedonia del Nord;253;5
2022;5802;Roma Tor Vergata;Europa;Macedonia del Nord;253;5
2022;3701;Bologna;Europa;Moldova;254;8
2022;2801;Padova;Europa;Moldova;254;5
2022;3701;Bologna;Europa;Norvegia;231;6
2022;1503;Milano Bocconi;Europa;Norvegia;231;9
2022;5805;Roma Luiss;Europa;Norvegia;231;16
2022;3701;Bologna;Europa;Paesi Bassi;232;7
2022;1503;Milano Bocconi;Europa;Paesi Bassi;232;9
2022;5801;Roma La Sapienza;Europa;Paesi Bassi;232;5
2022;5805;Roma Luiss;Europa;Paesi Bassi;232;6
2022;3701;Bologna;Europa;Polonia;233;6
2022;4801;Firenze;Europa;Polonia;233;5
2022;1503;Milano Bocconi;Europa;Polonia;233;11
2022;2801;Padova;Europa;Polonia;233;6
2022;102;Torino Politecnico;Europa;Polonia;233;5
2022;1503;Milano Bocconi;Europa;Portogallo;234;13
2022;3701;Bologna;Europa;Regno Unito;219;12
2022;2701;Ca' Foscari Venezia;Europa;Regno Unito;219;5
2022;1503;Milano Bocconi;Europa;Regno Unito;219;59
2022;1504;Milano Cattolica;Europa;Regno Unito;219;10
2022;1502;Milano Politecnico;Europa;Regno Unito;219;5
2022;1508;Milano San Raffaele;Europa;Regno Unito;219;6
2022;2801;Padova;Europa;Regno Unito;219;7
2022;1801;Pavia;Europa;Regno Unito;219;6
2022;5801;Roma La Sapienza;Europa;Regno Unito;219;6
2022;5805;Roma Luiss;Europa;Regno Unito;219;5
2022;1510;Rozzano (MI) Humanitas University;Europa;Regno Unito;219;10
2022;102;Torino Politecnico;Europa;Regno Unito;219;6
2022;3701;Bologna;Europa;Romania;235;8
2022;1001;Genova;Europa;Romania;235;5
2022;1503;Milano Bocconi;Europa;Romania;235;9
2022;6307;Napoli Pegaso - telematica;Europa;Romania;235;11
2022;1301;Novedrate e-Campus - telematica;Europa;Romania;235;13
2022;2801;Padova;Europa;Romania;235;5
2022;5814;Roma  Mercatorum - telematica;Europa;Romania;235;5
2022;5801;Roma La Sapienza;Europa;Romania;235;17
2022;5815;Roma UNICUSANO - telematica;Europa;Romania;235;7
2022;101;Torino;Europa;Romania;235;7
2022;2301;Verona;Europa;Romania;235;7
2022;3701;Bologna;Europa;San Marino;236;57
2022;4101;Urbino;Europa;San Marino;236;30
2022;3701;Bologna;Europa;Serbia;271;12
2022;2701;Ca' Foscari Venezia;Europa;Serbia;271;6
2022;1503;Milano Bocconi;Europa;Serbia;271;9
2022;1504;Milano Cattolica;Europa;Serbia;271;16
2022;5801;Roma La Sapienza;Europa;Serbia;271;5
2022;3701;Bologna;Europa;Spagna;239;25
2022;4801;Firenze;Europa;Spagna;239;5
2022;1001;Genova;Europa;Spagna;239;8
2022;1501;Milano;Europa;Spagna;239;7
2022;1503;Milano Bocconi;Europa;Spagna;239;8
2022;1502;Milano Politecnico;Europa;Spagna;239;7
2022;2801;Padova;Europa;Spagna;239;15
2022;8201;Palermo;Europa;Spagna;239;7
2022;5801;Roma La Sapienza;Europa;Spagna;239;11
2022;102;Torino Politecnico;Europa;Spagna;239;34
2022;2201;Trento;Europa;Spagna;239;6
2022;1503;Milano Bocconi;Europa;Svezia;240;10
2022;5805;Roma Luiss;Europa;Svezia;240;5
2022;3701;Bologna;Europa;Svizzera;241;16
2022;4302;Camerino;Europa;Svizzera;241;5
2022;1202;Insubria;Europa;Svizzera;241;6
2022;1501;Milano;Europa;Svizzera;241;18
2022;1503;Milano Bocconi;Europa;Svizzera;241;31
2022;1504;Milano Cattolica;Europa;Svizzera;241;43
2022;1502;Milano Politecnico;Europa;Svizzera;241;10
2022;1508;Milano San Raffaele;Europa;Svizzera;241;6
2022;1301;Novedrate e-Campus - telematica;Europa;Svizzera;241;7
2022;2801;Padova;Europa;Svizzera;241;8
2022;1801;Pavia;Europa;Svizzera;241;7
2022;5801;Roma La Sapienza;Europa;Svizzera;241;11
2022;5805;Roma Luiss;Europa;Svizzera;241;9
2022;1510;Rozzano (MI) Humanitas University;Europa;Svizzera;241;7
2022;101;Torino;Europa;Svizzera;241;6
2022;1601;Bergamo;Europa;Turchia;351;18
2022;3701;Bologna;Europa;Turchia;351;52
2022;1001;Genova;Europa;Turchia;351;5
2022;1501;Milano;Europa;Turchia;351;29
2022;1503;Milano Bocconi;Europa;Turchia;351;61
2022;1504;Milano Cattolica;Europa;Turchia;351;24
2022;1502;Milano Politecnico;Europa;Turchia;351;26
2022;2801;Padova;Europa;Turchia;351;44
2022;1801;Pavia;Europa;Turchia;351;26
2022;5801;Roma La Sapienza;Europa;Turchia;351;44
2022;5802;Roma Tor Vergata;Europa;Turchia;351;14
2022;5201;Siena;Europa;Turchia;351;5
2022;101;Torino;Europa;Turchia;351;7
2022;102;Torino Politecnico;Europa;Turchia;351;46
2022;2201;Trento;Europa;Turchia;351;9
2022;3701;Bologna;Europa;Ucraina;243;18
2022;6901;Chieti e Pescara;Europa;Ucraina;243;5
2022;1001;Genova;Europa;Ucraina;243;7
2022;6601;L'Aquila;Europa;Ucraina;243;14
2022;4301;Macerata;Europa;Ucraina;243;7
2022;1501;Milano;Europa;Ucraina;243;14
2022;2801;Padova;Europa;Ucraina;243;9
2022;3701;Bologna;Europa;Ungheria;244;9
2022;4801;Firenze;Europa;Ungheria;244;5
2022;1503;Milano Bocconi;Europa;Ungheria;244;5
2022;2201;Trento;Europa;Ungheria;244;8
2022;1504;Milano Cattolica;non disponibile;non disponibile;998;15
2022;2801;Padova;non disponibile;non disponibile;998;5
2022;6701;Teramo;non disponibile;non disponibile;998;5
2021;9001;Sassari;Africa;Algeria;401;6
2021;1001;Genova;Africa;Angola;402;10
2021;3701;Bologna;Africa;Camerun;411;38
2021;1701;Brescia;Africa;Camerun;411;5
2021;4302;Camerino;Africa;Camerun;411;14
