AnnoS;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;SedeP;Sesso;Lau
2002;5801;Roma La Sapienza;99999;Architettura;ROMA;58;M;371
2002;5401;Perugia;99999;Giurisprudenza;PERUGIA;54;F;369
2003;5801;Roma La Sapienza;SNT2;Fisioterapia;ROMA;58;M;369
2007;1509;Milano Bicocca;SNT2;Terapia della neuro e psicomotricità dell'età evolutiva;MONZA;15;F;369
2006;1502;Milano Politecnico;4;Scienze dell'architettura;MILANO;15;F;369
2006;3701;Bologna;99999;Giurisprudenza;BOLOGNA;37;M;369
2003;1504;Milano Cattolica;99999;Economia e commercio;MILANO;15;F;368
2002;1504;Milano Cattolica;99999;Economia e commercio;MILANO;15;F;368
2001;6501;Salerno;99999;Giurisprudenza;FISCIANO;65;F;368
2005;5801;Roma La Sapienza;99999;Scienze politiche;ROMA;58;F;368
2005;2702;Venezia Iuav;99999;Architettura;VENEZIA;27;F;367
2001;8701;Catania;99999;Giurisprudenza;CATANIA;87;F;367
2001;5801;Roma La Sapienza;99999;Medicina e chirurgia;ROMA;58;F;366
2001;3701;Bologna;99999;Scienze politiche;BOLOGNA;37;M;366
2005;101;Torino;99999;Psicologia;TORINO;1;F;366
2008;2801;Padova;34;Scienze psicologiche della personalità e delle relazioni interpersonali;PADOVA;28;F;366
2007;6901;Chieti e Pescara;SNT1;Infermieristica;CHIETI;69;M;366
2007;1502;Milano Politecnico;04/S;Architettura;MILANO;15;F;365
2005;7201;Bari;99999;Economia e commercio;BARI;72;F;365
2004;6901;Chieti e Pescara;6;Servizio sociale;CHIETI;69;F;364
2004;3401;Parma;99999;Giurisprudenza;PARMA;34;F;364
2003;9201;Cagliari;99999;Scienze dell'educazione;CAGLIARI;92;F;364
2004;1501;Milano;99999;Scienze politiche;MILANO;15;M;364
2004;5802;Roma Tor Vergata;SNT2;Fisioterapia;ROMA;58;F;363
2009;6901;Chieti e Pescara;17;Economia e management ;PESCARA;68;M;363
2005;1502;Milano Politecnico;4;Scienze dell'architettura;MILANO;15;F;362
2005;3201;Trieste;99999;Scienze internazionali e diplomatiche;GORIZIA;31;M;362
2002;3701;Bologna;99999;Discipline dell'arte, della musica e dello spettacolo;BOLOGNA;37;F;362
2002;4801;Firenze;99999;Scienze dell'educazione;FIRENZE;48;F;362
2007;2801;Padova;SNT1;Infermieristica;PADOVA;28;F;362
2006;6301;Napoli Federico II;99999;Lettere;NAPOLI;63;F;362
2006;6901;Chieti e Pescara;84/S;Economia e management;PESCARA;68;M;361
2007;5801;Roma La Sapienza;99999;Psicologia;ROMA;58;F;361
2005;6303;Napoli L'Orientale;99999;Lingue e letterature straniere;NAPOLI;63;F;361
2004;6304;Napoli Benincasa;99999;Scienze dell'educazione;NAPOLI;63;F;361
2004;4801;Firenze;99999;Giurisprudenza;FIRENZE;48;F;361
2005;8201;Palermo;99999;Psicologia;PALERMO;82;F;360
2005;8301;Messina;99999;Giurisprudenza;MESSINA;83;F;360
2004;101;Torino;99999;Economia aziendale;TORINO;1;F;360
2004;6901;Chieti e Pescara;SNT2;Fisioterapia;CHIETI;69;F;359
2007;5809;Roma UNINT;15;Scienze politiche e sociali;ROMA;58;F;359
2006;8201;Palermo;99999;Scienze dell'educazione;PALERMO;82;F;358
2005;4801;Firenze;99999;Architettura;FIRENZE;48;F;358
2004;7201;Bari;99999;Lettere;BARI;72;F;357
2002;6701;Teramo;99999;Giurisprudenza;TERAMO;67;F;357
2006;4801;Firenze;99999;Architettura;FIRENZE;48;F;357
2007;4801;Firenze;99999;Architettura;FIRENZE;48;F;356
2002;5801;Roma La Sapienza;99999;Lettere;ROMA;58;M;356
2001;1504;Milano Cattolica;99999;Giurisprudenza;MILANO;15;F;356
2004;1501;Milano;99999;Scienze politiche;MILANO;15;F;356
2004;2801;Padova;SNT1;Infermieristica;PADOVA;28;F;356
2003;6301;Napoli Federico II;99999;Architettura;NAPOLI;63;M;355
2006;1502;Milano Politecnico;99999;Architettura;MILANO;15;F;355
2006;8701;Catania;99999;Giurisprudenza;CATANIA;87;F;355
2005;8701;Catania;99999;Giurisprudenza;CATANIA;87;F;354
2003;1502;Milano Politecnico;99999;Ingegneria meccanica;MILANO;15;M;354
2004;3201;Trieste;99999;Servizio sociale;TRIESTE;32;F;354
2002;3701;Bologna;99999;Lingue e letterature straniere;BOLOGNA;37;F;353
2005;1504;Milano Cattolica;99999;Economia e commercio;MILANO;15;F;352
2007;6901;Chieti e Pescara;34;Scienze psicologiche;CHIETI;69;F;352
2003;6301;Napoli Federico II;99999;Architettura;NAPOLI;63;F;351
2009;5801;Roma La Sapienza;46/S;Medicina e chirurgia;ROMA;58;F;350
2003;5801;Roma La Sapienza;99999;Lettere;ROMA;58;M;349
2002;8301;Messina;99999;Giurisprudenza;MESSINA;83;F;349
2004;6301;Napoli Federico II;99999;Architettura;NAPOLI;63;F;349
2005;1501;Milano;99999;Lettere;MILANO;15;F;347
2008;5801;Roma La Sapienza;46/S;Medicina e chirurgia;ROMA;58;F;347
2006;2702;Venezia Iuav;99999;Architettura;VENEZIA;27;F;346
2007;1502;Milano Politecnico;34/S;ingegneria gestionale;MILANO;15;M;346
2003;4801;Firenze;99999;Giurisprudenza;FIRENZE;48;F;346
2002;4101;Urbino;99999;Psicologia;URBINO;41;F;346
2004;1502;Milano Politecnico;99999;Ingegneria meccanica;MILANO;15;M;345
2009;1502;Milano Politecnico;04/S;Architettura;MILANO;15;F;345
2002;4801;Firenze;99999;Lettere;FIRENZE;48;F;344
2007;6601;L'Aquila;34;Scienze dell'investigazione;L'AQUILA;66;M;344
2002;8701;Catania;99999;Giurisprudenza;CATANIA;87;F;343
2008;7201;Bari;18;Scienze dell'educazione e della formazione;BARI;72;F;343
2002;2301;Verona;99999;Scienze dell'educazione;VERONA;23;F;342
2005;1501;Milano;13;Scienze dei beni culturali;MILANO;15;F;342
2006;1502;Milano Politecnico;99999;Architettura;MILANO;15;M;342
2005;8701;Catania;99999;Lettere;CATANIA;87;F;342
2006;5801;Roma La Sapienza;46/S;Medicina e chirurgia;ROMA;58;F;342
2004;5201;Siena;SNT2;Fisioterapia;SIENA;52;F;340
2001;3701;Bologna;99999;Economia e commercio;BOLOGNA;37;F;340
2003;4801;Firenze;99999;Scienze dell'educazione;FIRENZE;48;F;340
2003;2801;Padova;SNT1;Infermieristica;PADOVA;28;F;339
2003;6303;Napoli L'Orientale;99999;Lingue e letterature straniere;NAPOLI;63;F;339
2002;5807;Roma Tre;99999;Scienze dell'educazione;ROMA;58;F;339
2005;4801;Firenze;99999;Giurisprudenza;FIRENZE;48;F;339
2005;6301;Napoli Federico II;99999;Economia e commercio;NAPOLI;63;M;339
2006;1502;Milano Politecnico;34/S;ingegneria gestionale;MILANO;15;M;339
2007;1504;Milano Cattolica;17;Economia e gestione aziendale;MILANO;15;M;338
2005;4101;Urbino;99999;Psicologia;URBINO;41;F;338
2005;101;Torino;18;Scienze dell'educazione;TORINO;1;F;338
2003;3701;Bologna;99999;Scienze politiche;BOLOGNA;37;F;338
2003;8701;Catania;99999;Lettere;CATANIA;87;F;337
2002;6303;Napoli L'Orientale;99999;Lingue e letterature straniere;NAPOLI;63;F;337
2001;101;Torino;99999;Lettere;TORINO;1;F;337
2008;1502;Milano Politecnico;4;Scienze dell'architettura;MILANO;15;M;337
2007;6901;Chieti e Pescara;84/S;Economia e management;PESCARA;68;M;336
2006;7201;Bari;99999;Scienze dell'educazione;BARI;72;F;336
2002;7201;Bari;99999;Scienze dell'educazione;BARI;72;F;336
2002;1504;Milano Cattolica;99999;Giurisprudenza;MILANO;15;F;336
2005;1504;Milano Cattolica;17;Economia e gestione aziendale;MILANO;15;M;336
2009;7201;Bari;18;Scienze dell'educazione e della formazione;BARI;72;F;336
2002;5601;Tuscia;99999;Scienze organizzative e gestionali;VITERBO;56;M;335
2006;3701;Bologna;99999;Discipline dell'arte, della musica e dello spettacolo;BOLOGNA;37;F;335
2005;2801;Padova;SNT1;Infermieristica;PADOVA;28;F;334
2003;5802;Roma Tor Vergata;SNT1;Infermieristica;ROMA;58;F;333
2008;6301;Napoli Federico II;99999;Giurisprudenza;NAPOLI;63;M;333
2009;1502;Milano Politecnico;4;Scienze dell'architettura;MILANO;15;F;333
2001;4801;Firenze;99999;Giurisprudenza;FIRENZE;48;F;332
2005;1502;Milano Politecnico;4;Scienze dell'architettura;MILANO;15;M;332
2006;1505;Milano IULM;14;Relazioni pubbliche e pubblicità;MILANO;15;F;332
2007;1502;Milano Politecnico;4;Scienze dell'architettura;MILANO;15;F;332
2006;6304;Napoli Benincasa;99999;Scienze dell'educazione;NAPOLI;63;F;331
2007;5807;Roma Tre;18;Scienze dell'educazione (Formazione a distanza);ROMA;58;F;331
2005;101;Torino;99999;Lingue e letterature straniere;TORINO;1;F;331
2004;3201;Trieste;99999;Scienze internazionali e diplomatiche;GORIZIA;31;M;331
2003;6701;Teramo;99999;Giurisprudenza;TERAMO;67;F;331
2003;5801;Roma La Sapienza;99999;Architettura;ROMA;58;M;330
2001;2801;Padova;99999;Scienze politiche;PADOVA;28;M;330
2001;102;Torino Politecnico;99999;Architettura;TORINO;1;F;330
2005;101;Torino;17;Economia aziendale;TORINO;1;F;330
2008;1504;Milano Cattolica;3;Scienze linguistiche per la comunicazione e l'impresa;MILANO;15;F;330
2006;6303;Napoli L'Orientale;99999;Lingue e letterature straniere;NAPOLI;63;F;330
2006;8201;Palermo;99999;Giurisprudenza;PALERMO;82;F;329
2007;8701;Catania;99999;Giurisprudenza;CATANIA;87;F;329
2009;3701;Bologna;11;Lingue e letterature straniere;BOLOGNA;37;F;329
2007;6304;Napoli Benincasa;99999;Scienze della formazione primaria;NAPOLI;63;F;328
2006;1503;Milano Bocconi;17;Economia aziendale;MILANO;15;F;328
2006;2801;Padova;99999;Psicologia;PADOVA;28;F;328
2003;5807;Roma Tre;99999;Scienze dell'educazione;ROMA;58;F;328
2004;1502;Milano Politecnico;4;Scienze dell'architettura;MILANO;15;F;327
2004;1509;Milano Bicocca;18;Scienze dell'educazione;MILANO;15;F;327
2004;3701;Bologna;99999;Scienze politiche;BOLOGNA;37;F;327
2005;5807;Roma Tre;99999;Scienze dell'educazione;ROMA;58;F;326
2005;7201;Bari;99999;Economia e commercio;BARI;72;M;326
2006;1504;Milano Cattolica;17;Economia e gestione aziendale;MILANO;15;M;326
2006;4801;Firenze;34;Scienze e tecniche di psicologia clinica e di comunità;FIRENZE;48;F;326
2008;5801;Roma La Sapienza;99999;Giurisprudenza;ROMA;58;F;326
2006;4801;Firenze;99999;Architettura;FIRENZE;48;M;325
2006;6501;Salerno;99999;Giurisprudenza;FISCIANO;65;F;325
2003;8301;Messina;99999;Economia e commercio;MESSINA;83;M;325
2003;4101;Urbino;99999;Psicologia;URBINO;41;F;325
2009;6306;Napoli Vanvitelli;34;Scienze e tecniche psicologiche per la persona e la comunità;CASERTA;61;F;325
2008;5810;Roma Marconi - telematica;10;Ingegneria industriale;ROMA;58;M;325
2003;3701;Bologna;99999;Lingue e letterature straniere;BOLOGNA;37;F;324
2005;7201;Bari;99999;Lettere;BARI;72;F;324
2005;1502;Milano Politecnico;42;Disegno industriale;MILANO;15;F;324
2009;1501;Milano;13;Scienze dei beni culturali;MILANO;15;F;323
2004;6501;Salerno;99999;Lettere;FISCIANO;65;F;322
2003;5601;Tuscia;99999;Scienze organizzative e gestionali;VITERBO;56;M;322
2002;2801;Padova;99999;Scienze politiche;PADOVA;28;M;321
2004;3701;Bologna;36;Operatore della sicurezza e del controllo sociale;FORLI';40;M;321
2009;1503;Milano Bocconi;17;Economia aziendale e management;MILANO;15;F;321
2005;5401;Perugia;99999;Giurisprudenza;PERUGIA;54;F;320
2002;102;Torino Politecnico;99999;Ingegneria meccanica;TORINO;1;M;320
2005;6304;Napoli Benincasa;99999;Conservazione dei beni culturali;NAPOLI;63;F;319
2006;5801;Roma La Sapienza;14;Scienze della comunicazione pubblica e organizzativa;ROMA;58;F;319
2006;1501;Milano;99999;Giurisprudenza;MILANO;15;F;318
2006;6901;Chieti e Pescara;34;Scienze psicologiche;CHIETI;69;F;318
2004;1509;Milano Bicocca;99999;Scienze dell'educazione;MILANO;15;F;318
2001;3701;Bologna;99999;Scienze dell'educazione;BOLOGNA;37;F;318
2009;2801;Padova;58/S;Psicologia clinico-dinamica;PADOVA;28;F;318
2002;9201;Cagliari;99999;Scienze dell'educazione;CAGLIARI;92;F;317
2004;4301;Macerata;99999;Giurisprudenza;MACERATA;43;F;317
2004;8701;Catania;99999;Scienze dell'educazione;CATANIA;87;F;317
2005;3701;Bologna;99999;Lingue e letterature straniere;BOLOGNA;37;F;317
2007;101;Torino;17;Economia aziendale;TORINO;1;M;317
2008;101;Torino;17;Economia aziendale;TORINO;1;M;316
2007;5809;Roma UNINT;15;Scienze politiche e sociali;ROMA;58;M;316
2005;7501;Salento;99999;Giurisprudenza;LECCE;75;F;316
2003;5801;Roma La Sapienza;99999;Sociologia;ROMA;58;M;316
2001;4801;Firenze;99999;Scienze dell'educazione;FIRENZE;48;F;316
2001;6701;Teramo;99999;Giurisprudenza;TERAMO;67;F;315
2002;102;Torino Politecnico;99999;Architettura;TORINO;1;F;314
2002;6501;Salerno;99999;Lettere;FISCIANO;65;F;314
2007;7201;Bari;11;Lingue e letterature straniere;BARI;72;F;314
2005;6301;Napoli Federico II;99999;Architettura;NAPOLI;63;M;313
2009;1509;Milano Bicocca;18;Scienze dell'educazione;MILANO;15;F;313
2005;6301;Napoli Federico II;99999;Architettura;NAPOLI;63;F;312
2005;3401;Parma;99999;Giurisprudenza;PARMA;34;F;312
2002;6501;Salerno;99999;Economia e commercio;FISCIANO;65;M;312
2002;101;Torino;99999;Lettere;TORINO;1;F;312
2001;8201;Palermo;99999;Architettura;PALERMO;82;M;312
2003;2801;Padova;SNT2;Fisioterapia;PADOVA;28;F;312
2003;3401;Parma;99999;Giurisprudenza;PARMA;34;M;312
2008;1502;Milano Politecnico;04/S;Architettura;MILANO;15;M;312
2008;2801;Padova;58/S;Psicologia clinico-dinamica;PADOVA;28;F;312
2001;8201;Palermo;99999;Giurisprudenza;PALERMO;82;F;311
2004;4801;Firenze;99999;Scienze dell'educazione;FIRENZE;48;F;311
2004;6501;Salerno;99999;Giurisprudenza;FISCIANO;65;M;309
2004;101;Torino;99999;Giurisprudenza;TORINO;1;M;309
2006;6304;Napoli Benincasa;99999;Conservazione dei beni culturali;NAPOLI;63;F;309
2009;2801;Padova;99999;Scienze della formazione primaria;PADOVA;28;F;309
2009;4801;Firenze;36;Operatori della sicurezza sociale;FIRENZE;48;M;309
2008;6901;Chieti e Pescara;SNT2;Fisioterapia;CHIETI;69;F;308
2008;7901;Catanzaro;SNT1;Infermieristica;CATANZARO;79;F;308
2006;101;Torino;99999;Psicologia;TORINO;1;F;308
2006;2801;Padova;SNT3;Tecniche audioprotesiche;PADOVA;28;M;307
2006;5801;Roma La Sapienza;99999;Scienze politiche;ROMA;58;F;307
2008;3701;Bologna;11;Lingue e letterature straniere;BOLOGNA;37;F;307
2003;5801;Roma La Sapienza;99999;Scienze politiche;ROMA;58;M;307
2003;1504;Milano Cattolica;99999;Giurisprudenza;MILANO;15;F;307
2001;6901;Chieti e Pescara;99999;Economia e commercio;PESCARA;68;F;307
2002;6501;Salerno;99999;Giurisprudenza;FISCIANO;65;M;307
2002;6901;Chieti e Pescara;SNT1;Infermiere;CHIETI;69;F;307
2005;6701;Teramo;36;Scienze sociologiche;TERAMO;67;M;307
2008;5810;Roma Marconi - telematica;28;Scienze economiche;ROMA;58;M;307
2009;3701;Bologna;23;Discipline dell'arte, della musica e dello spettacolo;BOLOGNA;37;F;306
2008;101;Torino;17;Economia aziendale;TORINO;1;F;306
2007;5801;Roma La Sapienza;46/S;Medicina e chirurgia;ROMA;58;F;306
2007;1509;Milano Bicocca;18;Scienze dell'educazione;MILANO;15;F;305
2004;2801;Padova;34;Scienze psicologiche della personalità e delle relazioni interpersonali;PADOVA;28;F;305
2003;102;Torino Politecnico;99999;Architettura;TORINO;1;F;304
2003;5802;Roma Tor Vergata;SNT2;Fisioterapia;ROMA;58;F;304
2007;3701;Bologna;11;Lingue e letterature straniere;BOLOGNA;37;F;304
2008;1509;Milano Bicocca;18;Scienze dell'educazione;MILANO;15;F;304
2006;6301;Napoli Federico II;99999;Architettura;NAPOLI;63;F;303
2001;6303;Napoli L'Orientale;99999;Lingue e letterature straniere;NAPOLI;63;F;303
2005;5802;Roma Tor Vergata;SNT3;Tecniche di laboratorio biomedico;ROMA;58;F;303
2005;2801;Padova;99999;Scienze dell'educazione;PADOVA;28;F;303
2008;7201;Bari;11;Lingue e letterature straniere;BARI;72;F;303
2005;5801;Roma La Sapienza;04/S;Architettura U.E.;ROMA;58;F;302
2005;6901;Chieti e Pescara;6;Servizio sociale;CHIETI;69;F;302
2002;3701;Bologna;99999;Scienze politiche;BOLOGNA;37;M;302
2003;101;Torino;99999;Lingue e letterature straniere;TORINO;1;F;302
2005;1502;Milano Politecnico;99999;Ingegneria meccanica;MILANO;15;M;301
2005;3701;Bologna;31;Scienze giuridiche;BOLOGNA;37;F;301
2004;5801;Roma La Sapienza;04/S;Architettura U.E.;ROMA;58;F;301
2006;1502;Milano Politecnico;4;Scienze dell'architettura;MILANO;15;M;301
2006;101;Torino;17;Economia aziendale;TORINO;1;F;300
2006;5807;Roma Tre;31;Scienze giuridiche;ROMA;58;F;300
2001;6501;Salerno;99999;Lettere;FISCIANO;65;F;300
2001;8301;Messina;99999;Giurisprudenza;MESSINA;83;F;300
2004;1504;Milano Cattolica;99999;Giurisprudenza;MILANO;15;F;299
2005;5801;Roma La Sapienza;46/S;Medicina e chirurgia;ROMA;58;F;299
2007;1509;Milano Bicocca;34;Scienze e tecniche psicologiche;MILANO;15;F;299
2007;8201;Palermo;99999;Psicologia;PALERMO;82;F;299
2007;2702;Venezia Iuav;4;Scienze dell'architettura;VENEZIA;27;F;298
2006;101;Torino;17;Economia aziendale;TORINO;1;M;298
2006;3701;Bologna;31;Scienze giuridiche;BOLOGNA;37;F;298
2002;7201;Bari;99999;Lingue e letterature straniere;BARI;72;F;298
2002;6501;Salerno;99999;Economia e commercio;FISCIANO;65;F;297
2005;6306;Napoli Vanvitelli;99999;Giurisprudenza;SANTA MARIA CAPUA VETERE;61;F;297
2007;4801;Firenze;99999;Psicologia;FIRENZE;48;F;297
2008;1509;Milano Bicocca;34;Scienze e tecniche psicologiche;MILANO;15;F;297
2008;5801;Roma La Sapienza;4;Arredamento e architettura degli interni;ROMA;58;F;296
2004;4101;Urbino;99999;Psicologia;URBINO;41;F;296
2003;1504;Milano Cattolica;99999;Psicologia;MILANO;15;F;296
2004;102;Torino Politecnico;99999;Architettura;TORINO;1;F;296
2008;6301;Napoli Federico II;LMG/01;Giurisprudenza;NAPOLI;63;F;295
2009;6304;Napoli Benincasa;99999;Scienze della formazione primaria;NAPOLI;63;F;295
2004;1502;Milano Politecnico;9;Ingegneria informatica;MILANO;15;M;294
2001;7201;Bari;99999;Lingue e letterature straniere;BARI;72;F;294
2004;6301;Napoli Federico II;SNT1;Infermieristica;NAPOLI;63;F;294
2005;1504;Milano Cattolica;17;Economia e gestione aziendale;MILANO;15;F;294
2008;3701;Bologna;23;Discipline dell'arte, della musica e dello spettacolo;BOLOGNA;37;F;294
2006;5801;Roma La Sapienza;99999;Economia e commercio;ROMA;58;F;294
2006;5801;Roma La Sapienza;99999;Economia e commercio;ROMA;58;M;293
2007;3701;Bologna;99999;Giurisprudenza;BOLOGNA;37;F;293
2007;7201;Bari;99999;Giurisprudenza;BARI;72;M;293
2005;1502;Milano Politecnico;10;Ingegneria meccanica;MILANO;15;M;293
2001;3701;Bologna;99999;Discipline dell'arte, della musica e dello spettacolo;BOLOGNA;37;F;293
2004;101;Torino;99999;Lingue e letterature straniere;TORINO;1;F;293
2005;5802;Roma Tor Vergata;DS1;Scienze della sicurezza;ROMA;58;M;292
2004;6304;Napoli Benincasa;99999;Conservazione dei beni culturali;NAPOLI;63;F;292
2004;8201;Palermo;99999;Giurisprudenza;PALERMO;82;M;291
2003;5801;Roma La Sapienza;99999;Architettura;ROMA;58;F;291
2003;6304;Napoli Benincasa;99999;Scienze dell'educazione;NAPOLI;63;F;291
2001;6501;Salerno;99999;Economia e commercio;FISCIANO;65;M;291
2008;1502;Milano Politecnico;34/S;ingegneria gestionale;MILANO;15;M;291
2006;101;Torino;31;Scienze giuridiche;TORINO;1;F;291
2008;1504;Milano Cattolica;17;Economia e gestione aziendale;MILANO;15;M;290
2007;5801;Roma La Sapienza;14;Scienze della comunicazione pubblica e organizzativa;ROMA;58;F;290
2004;5802;Roma Tor Vergata;SNT2;Logopedia;ROMA;58;F;290
2004;5601;Tuscia;17;Economia e legislazione per l'impresa;VITERBO;56;M;290
2005;1504;Milano Cattolica;99999;Giurisprudenza;MILANO;15;F;290
2005;1509;Milano Bicocca;18;Scienze dell'educazione;MILANO;15;F;290
2005;2801;Padova;SNT3;Tecniche audioprotesiche;PADOVA;28;M;289
2004;5801;Roma La Sapienza;99999;Scienze politiche;ROMA;58;M;289
2004;8201;Palermo;99999;Lettere;PALERMO;82;F;289
2001;7201;Bari;99999;Scienze dell'educazione;BARI;72;F;289
2001;4101;Urbino;99999;Sociologia;URBINO;41;M;289
2004;101;Torino;99999;Economia aziendale;TORINO;1;M;289
2002;8701;Catania;99999;Lettere;CATANIA;87;F;289
2002;8201;Palermo;99999;Architettura;PALERMO;82;M;289
2003;2801;Padova;99999;Scienze politiche;PADOVA;28;M;289
2007;101;Torino;17;Economia aziendale;TORINO;1;F;289
2007;6306;Napoli Vanvitelli;34;Scienze e tecniche psicologiche per la persona e la comunità;CASERTA;61;F;288
2007;6501;Salerno;99999;Giurisprudenza;FISCIANO;65;F;288
2008;4801;Firenze;36;Operatori della sicurezza sociale;FIRENZE;48;M;288
2003;6501;Salerno;99999;Lettere;FISCIANO;65;F;288
2003;6306;Napoli Vanvitelli;99999;Giurisprudenza;SANTA MARIA CAPUA VETERE;61;F;288
2001;4101;Urbino;99999;Sociologia;URBINO;41;F;288
2004;9201;Cagliari;99999;Scienze dell'educazione;CAGLIARI;92;F;288
2004;8701;Catania;99999;Giurisprudenza;CATANIA;87;M;287
2004;3701;Bologna;99999;Lingue e letterature straniere;BOLOGNA;37;F;287
2004;2801;Padova;99999;Scienze politiche;PADOVA;28;M;287
2002;5001;Pisa;99999;Lingue e letterature straniere;PISA;50;F;287
2003;5401;Perugia;99999;Giurisprudenza;PERUGIA;54;F;287
2009;101;Torino;17;Economia aziendale;TORINO;1;M;287
2009;1502;Milano Politecnico;4;Scienze dell'architettura;MILANO;15;M;286
2008;6901;Chieti e Pescara;SNT1;Infermieristica;CHIETI;69;M;286
2008;8201;Palermo;SNT4;Tecniche della prevenzione nell'ambiente e nei luoghi di lavoro;PALERMO;82;M;286
2003;1601;Bergamo;99999;Lingue e letterature straniere;BERGAMO;16;F;286
2001;5801;Roma La Sapienza;99999;Lettere;ROMA;58;M;286
2001;5801;Roma La Sapienza;99999;Architettura;ROMA;58;F;286
2004;3701;Bologna;99999;Economia aziendale;BOLOGNA;37;M;286
2005;2301;Verona;99999;Scienze dell'educazione;VERONA;23;F;286
2006;6901;Chieti e Pescara;17;Economia e management ;PESCARA;68;F;286
2006;1509;Milano Bicocca;34;Scienze e tecniche psicologiche;MILANO;15;F;286
2007;1505;Milano IULM;14;Relazioni pubbliche e pubblicità;MILANO;15;F;285
2004;3401;Parma;99999;Giurisprudenza;PARMA;34;M;285
2005;101;Torino;99999;Economia aziendale;TORINO;1;M;285
2004;7501;Salento;99999;Giurisprudenza;LECCE;75;F;285
2003;101;Torino;99999;Economia e commercio;TORINO;1;M;285
2003;3701;Bologna;99999;Scienze politiche;BOLOGNA;37;M;285
2003;6501;Salerno;99999;Giurisprudenza;FISCIANO;65;M;284
2003;8201;Palermo;99999;Lettere;PALERMO;82;F;284
2003;8701;Catania;99999;Giurisprudenza;CATANIA;87;M;284
2002;101;Torino;99999;Scienze politiche;TORINO;1;M;284
2004;6302;Napoli Parthenope;99999;Economia del commercio internazionale e dei mercati valutari;NAPOLI;63;M;284
2004;3701;Bologna;99999;Scienze dell'educazione;BOLOGNA;37;F;284
2005;6301;Napoli Federico II;99999;Economia e commercio;NAPOLI;63;F;284
